,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
377,,,60914,0,0,-1,1,0,2,1.5,1.5,2,Joel,1.0,305,False,,,49,60914.jpg,2.2,Matip,0.6,False,,a,11,14,13,48539,9519,30958,2843,0.2,2.7,Matip,508,0,0,1,6,1,0,0,0,0,0,0,91,107.2,18.9,20.0,14.6,6,0.42,0.09,0.51,7.26,138.0,54.0,280.0,92.0,244.0,72.0,237.0,78.0,,,,,,,0.07,0.0,0.02,0.09,1.29,1.06,220.0,26.0,236.0,77.0,196.0,67.0,217.0,83.0,1.06,0.18
378,0.0,0.0,197464,0,0,0,0,0,2,0.0,0.0,0,Nathaniel,0.0,306,False,Loaned to Celtic - expected back January,2023-09-01T07:23:15.190757Z,40,197464.jpg,0.0,Phillips,0.1,False,,u,11,14,0,2433,0,15586,475,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,477.0,175.0,461.0,172.0,435.0,158.0,482.0,175.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,630.0,175.0,413.0,141.0,484.0,173.0,372.0,141.0,0.0,0.0
379,25.0,,122798,0,0,1,-1,1,2,0.4,1.5,1,Andrew,1.0,307,False,Shoulder injury - 25% chance of playing,2023-10-13T09:30:09.199189Z,66,122798.jpg,3.2,Robertson,5.9,False,,d,11,14,26,465854,16401,350375,102615,0.2,3.9,Robertson,720,1,0,1,9,0,0,0,1,0,0,3,167,196.2,284.3,46.0,52.7,8,0.47,0.99,1.46,11.37,34.0,9.0,8.0,3.0,164.0,32.0,26.0,2.0,1.0,,,,,,0.06,0.0,0.12,0.18,1.42,1.12,44.0,3.0,250.0,79.0,120.0,40.0,69.0,27.0,1.0,0.12
380,,,118748,1,-1,2,-2,1,3,9.2,9.2,15,Mohamed,8.7,308,True,,,127,118748.jpg,7.4,Salah,36.2,False,,a,11,14,59,1734606,289708,938884,17342,0.7,4.6,Salah,684,5,4,1,8,0,0,1,1,0,0,8,192,295.4,228.9,367.0,89.2,8,5.24,2.81,8.05,10.42,3.0,1.0,17.0,12.0,2.0,1.0,1.0,1.0,,,,,2.0,,0.69,0.0,0.37,1.06,1.37,1.05,2.0,1.0,6.0,1.0,4.0,3.0,6.0,4.0,1.05,0.13
381,,,424876,0,0,0,0,0,3,3.2,3.2,4,Dominik,2.7,309,False,,,70,424876.jpg,3.6,Szoboszlai,5.6,False,,a,11,14,29,426828,36956,309119,24188,0.4,4.1,Szoboszlai,720,1,2,1,9,0,0,0,1,0,0,2,161,147.8,247.8,91.0,48.6,8,0.53,1.59,2.12,11.37,85.0,31.0,12.0,8.0,88.0,54.0,30.0,21.0,2.0,,2.0,,,,0.07,0.0,0.2,0.27,1.42,1.12,31.0,18.0,123.0,51.0,91.0,38.0,73.0,21.0,1.0,0.12
382,0.0,0.0,61558,0,0,-2,2,0,3,0.0,0.0,0,Thiago,0.0,310,False,Lack of match fitness - Unknown return date,2023-08-25T09:30:07.201442Z,48,61558.jpg,0.0,Alcántara do Nascimento,0.1,False,,i,11,14,0,1920,45,18304,316,0.0,0.0,Thiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,662.0,268.0,659.0,269.0,651.0,266.0,665.0,270.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,289.0,188.0,634.0,250.0,665.0,269.0,402.0,127.0,0.0,0.0
383,,,214285,0,0,-1,1,0,2,0.5,0.5,0,Konstantinos,0.0,311,False,,,44,214285.jpg,1.0,Tsimikas,1.0,False,,a,11,14,1,90874,88581,9382,2662,0.0,0.2,Tsimikas,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.28,427.0,154.0,400.0,149.0,536.0,215.0,429.0,152.0,4.0,,,,,,0.0,0.0,0.0,0.0,6.3,0.0,519.0,124.0,517.0,203.0,353.0,127.0,172.0,68.0,0.0,0.0
384,0.0,0.0,444765,0,0,0,0,0,2,0.0,0.0,0,Sepp,0.0,312,False,Season long loan to Mainz 05,2023-07-17T06:21:35.145355Z,40,444765.jpg,0.0,van den Berg,0.0,False,,u,11,14,0,0,0,1954,52,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,501.0,190.0,485.0,187.0,461.0,175.0,506.0,190.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,661.0,197.0,438.0,157.0,509.0,189.0,596.0,209.0,0.0,0.0
385,100.0,100.0,97032,0,0,0,0,0,2,4.2,4.2,1,Virgil,3.7,313,False,,2023-09-08T16:30:07.707555Z,60,97032.jpg,2.2,van Dijk,7.1,False,,a,11,14,13,267302,44769,575465,15821,0.6,2.2,Virgil,477,0,2,0,8,0,0,0,1,1,0,2,92,175.0,44.7,53.0,27.3,6,0.56,0.25,0.81,11.55,48.0,14.0,194.0,50.0,145.0,25.0,107.0,28.0,,,3.0,,,,0.11,0.0,0.05,0.16,2.18,1.51,62.0,4.0,67.0,24.0,202.0,68.0,55.0,20.0,1.13,0.0
386,,,441428,0,0,0,0,0,2,0.5,0.5,0,Jarell,0.0,626,False,,,40,441428.jpg,1.3,Quansah,0.1,False,,a,11,14,4,9930,907,5616,685,0.0,1.0,Quansah,114,0,0,0,1,0,0,0,0,0,0,0,27,29.6,2.1,0.0,3.2,1,0.00,0.01,0.01,0.99,303.0,116.0,376.0,139.0,459.0,173.0,365.0,130.0,,,,,,,0.0,0.0,0.01,0.01,0.78,0.79,659.0,195.0,436.0,155.0,307.0,104.0,394.0,152.0,0.79,0.0
387,,,491970,0,0,0,0,0,3,0.5,0.5,0,Bobby,0.0,627,False,,,45,491970.jpg,0.0,Clark,0.0,False,,a,11,14,0,920,69,1296,90,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,639.0,252.0,635.0,253.0,627.0,252.0,644.0,256.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,443.0,249.0,603.0,231.0,644.0,256.0,597.0,231.0,0.0,0.0
388,75.0,,496208,0,0,-1,1,0,3,0.4,0.5,0,Ben,0.0,628,False,Knock - 75% chance of playing,2023-10-18T22:00:10.476427Z,44,496208.jpg,1.0,Doak,0.1,False,,d,11,14,1,4402,202,5105,323,0.0,0.2,Doak,13,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.14,428.0,198.0,391.0,194.0,563.0,223.0,431.0,201.0,,,,,,,0.0,0.0,0.0,0.0,0.97,0.0,563.0,303.0,543.0,201.0,361.0,162.0,503.0,173.0,0.0,0.0
389,,,491501,0,0,0,0,0,3,0.5,0.5,0,James,0.0,629,False,,,45,491501.jpg,0.0,McConnell,0.0,False,,a,11,14,0,608,52,1005,65,0.0,0.0,McConnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,638.0,251.0,634.0,252.0,626.0,251.0,643.0,255.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,442.0,248.0,602.0,230.0,643.0,255.0,628.0,249.0,0.0,0.0
390,,,158983,0,0,0,0,0,3,1.2,1.2,0,Wataru,0.7,668,False,,,55,158983.jpg,1.0,Endo,0.1,False,,a,11,14,5,6480,328,5259,481,0.1,0.9,Endo,106,0,0,0,2,0,0,0,0,0,0,0,18,14.4,2.9,0.0,1.7,1,0.00,0.01,0.01,3.02,357.0,156.0,368.0,184.0,709.0,305.0,407.0,189.0,,,,,,,0.0,0.0,0.01,0.01,2.56,1.7,101.0,63.0,292.0,138.0,402.0,191.0,478.0,162.0,0.85,0.0
391,,,441266,0,0,0,0,0,3,1.5,1.5,1,Ryan,1.0,708,False,,,50,441266.jpg,1.0,Gravenberch,0.1,False,,a,11,14,4,11064,2658,3905,1052,0.2,0.8,Gravenberch,69,0,0,0,2,0,0,0,0,0,0,0,8,14.6,2.9,36.0,5.3,0,0.78,0.01,0.79,1.86,354.0,153.0,367.0,183.0,195.0,106.0,333.0,154.0,,,,,,,1.02,0.0,0.01,1.03,2.43,2.61,204.0,129.0,240.0,112.0,395.0,186.0,432.0,140.0,0.0,0.0
392,,,462491,0,0,0,0,0,2,1.7,1.7,0,Luke,0.0,726,False,,,40,462491.jpg,0.0,Chambers,0.0,False,,a,11,14,0,207,207,34,34,0.0,0.0,Chambers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,509.0,194.0,493.0,191.0,469.0,179.0,514.0,194.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669.0,201.0,446.0,161.0,517.0,193.0,703.0,232.0,0.0,0.0
393,0.0,0.0,437742,0,0,-1,1,0,3,0.0,0.0,0,Albert,0.2,21,False,Hamstring injury - Expected back 25 Nov,2023-09-27T09:00:08.013871Z,49,437742.jpg,1.5,Sambi Lokonga,0.0,False,,i,12,102,3,943,8,1842,104,0.0,0.6,Sambi,130,0,0,0,2,0,0,0,0,0,0,0,11,4.2,13.9,11.0,2.9,2,0.06,0.01,0.07,1.07,404.0,185.0,308.0,160.0,298.0,154.0,379.0,175.0,4.0,,,,,,0.04,0.0,0.01,0.05,0.74,1.38,269.0,174.0,359.0,169.0,294.0,135.0,614.0,241.0,1.38,0.0
394,,,184704,0,0,-1,1,0,3,1.3,1.3,2,Marvelous,1.8,52,False,,,44,184704.jpg,1.6,Nakamba,1.2,False,,a,12,102,13,105298,9201,108143,7429,0.4,3.0,Nakamba,720,0,0,0,15,0,0,0,3,0,0,0,96,115.0,95.1,13.0,22.4,8,0.16,0.45,0.61,14.75,127.0,43.0,89.0,65.0,284.0,146.0,141.0,76.0,,,,,,,0.02,0.0,0.06,0.08,1.84,1.88,507.0,278.0,171.0,75.0,268.0,125.0,153.0,50.0,1.0,0.0
395,,,174310,0,0,-2,2,0,4,2.3,2.3,2,Elijah,2.8,314,False,,,48,174310.jpg,2.2,Adebayo,0.6,False,,a,12,102,18,26921,3793,73612,3154,0.6,3.8,Adebayo,328,1,0,0,6,0,0,0,0,0,0,2,39,49.8,56.5,62.0,16.9,4,0.50,0.19,0.69,6.16,258.0,29.0,161.0,22.0,127.0,34.0,208.0,32.0,,,,,2.0,,0.14,0.0,0.05,0.19,1.69,1.65,303.0,59.0,104.0,12.0,195.0,29.0,210.0,38.0,1.1,0.0
396,75.0,,208904,0,0,0,0,0,2,0.0,0.0,1,Mads Juel,0.5,315,False,Hamstring injury - 75% chance of playing,2023-10-07T21:00:07.970294Z,40,208904.jpg,2.2,Andersen,1.7,False,,d,12,102,13,197926,1404,102859,15610,0.1,3.2,Andersen,371,1,0,0,6,0,0,0,1,0,0,1,68,113.2,1.8,27.0,14.3,4,0.26,0.00,0.26,7.07,131.0,51.0,379.0,141.0,219.0,61.0,242.0,80.0,,,,,,,0.06,0.0,0.0,0.06,1.72,1.46,634.0,178.0,302.0,95.0,189.0,65.0,128.0,50.0,0.97,0.0
397,0.0,0.0,165183,0,0,0,0,0,2,0.0,0.0,0,Amari'i,1.2,316,False,Hamstring injury - Unknown return date,2023-10-03T22:30:08.429028Z,40,165183.jpg,1.3,Bell,4.4,False,,i,12,102,9,100873,203,453007,55988,0.3,2.2,Bell,560,0,0,0,12,0,0,0,0,0,0,0,68,104.4,16.8,33.0,15.3,7,0.37,0.07,0.44,11.75,144.0,56.0,288.0,95.0,204.0,53.0,223.0,74.0,,,,,,,0.06,0.0,0.01,0.07,1.89,1.93,624.0,170.0,219.0,70.0,306.0,103.0,79.0,31.0,1.12,0.0
398,,,82738,-1,1,-3,3,0,3,-0.3,-0.3,1,Luke,0.2,317,False,,,47,82738.jpg,1.0,Berry,0.0,False,,a,12,102,2,873,57,4994,156,0.0,0.4,Berry,26,0,0,0,1,0,0,0,0,0,0,0,6,0.0,0.0,2.0,0.2,0,0.00,0.00,0.00,1.22,658.0,265.0,655.0,266.0,375.0,186.0,427.0,199.0,,,,,,,0.0,0.0,0.0,0.0,4.22,3.46,326.0,215.0,355.0,165.0,373.0,169.0,540.0,197.0,0.0,0.0
399,100.0,100.0,156658,0,0,0,0,0,2,1.5,1.5,2,Reece,2.0,318,False,,2023-08-04T11:00:04.302248Z,40,156658.jpg,1.7,Burke,0.2,False,,a,12,102,12,19768,5107,6936,1258,0.5,3.0,Burke,541,0,1,0,11,0,0,0,1,0,0,0,73,120.4,59.5,51.0,23.1,6,0.37,0.17,0.54,9.85,118.0,46.0,155.0,38.0,149.0,26.0,135.0,34.0,,,,,,,0.06,0.0,0.03,0.09,1.64,1.83,623.0,169.0,149.0,51.0,260.0,83.0,329.0,128.0,1.0,0.0
400,0.0,0.0,193195,0,0,-1,1,0,3,0.0,0.0,0,Allan,0.0,319,False,Season-long loan to Millwall,2023-09-01T15:34:04.323217Z,49,193195.jpg,0.0,Campbell,0.0,False,,u,12,102,0,182,0,3561,65,0.0,0.0,Campbell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,675.0,279.0,674.0,279.0,668.0,277.0,677.0,280.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,243.0,159.0,654.0,266.0,677.0,279.0,619.0,244.0,0.0,0.0
401,0.0,0.0,96784,0,0,-1,1,0,3,0.0,0.0,0,Jordan,0.0,320,False,Ankle injury - Expected back 25 Nov,2023-08-06T23:30:05.803333Z,49,96784.jpg,0.0,Clark,0.0,False,,i,12,102,0,457,9,1311,44,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,672.0,276.0,670.0,276.0,663.0,273.0,674.0,277.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,228.0,148.0,649.0,262.0,674.0,276.0,694.0,287.0,0.0,0.0
402,100.0,100.0,244262,0,0,-1,1,0,2,3.0,3.0,2,Alfie,3.5,321,False,,2023-09-02T17:00:07.683278Z,44,244262.jpg,2.2,Doughty,0.3,False,,a,12,102,18,21550,4399,14842,2223,0.8,4.1,Doughty,472,0,1,0,10,0,0,0,0,0,0,4,87,105.0,305.6,55.0,46.5,5,0.29,1.38,1.67,10.42,142.0,55.0,4.0,2.0,142.0,24.0,33.0,4.0,1.0,,2.0,,,,0.06,0.0,0.26,0.32,1.99,1.91,540.0,132.0,71.0,25.0,191.0,66.0,300.0,115.0,0.95,0.0
403,0.0,0.0,49083,0,0,-1,1,0,3,0.0,0.0,0,Luke,0.0,322,False,Released,2023-08-25T08:38:56.197815Z,49,49083.jpg,0.0,Freeman,0.0,False,,u,12,102,0,59,0,1805,22,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,669.0,273.0,667.0,273.0,660.0,270.0,671.0,274.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,218.0,140.0,646.0,259.0,671.0,273.0,666.0,270.0,0.0,0.0
404,0.0,0.0,113534,0,0,0,0,0,1,0.0,0.0,0,Matt,0.0,323,False,Released from contract,2023-09-03T20:04:04.658822Z,40,113534.jpg,0.0,Macey,0.3,False,,u,12,102,0,1324,0,32166,1526,0.0,0.0,Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,463.0,46.0,447.0,30.0,421.0,25.0,468.0,46.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,614.0,44.0,399.0,44.0,470.0,46.0,265.0,36.0,0.0,0.0
405,0.0,0.0,422303,0,0,0,0,0,4,0.0,0.0,0,John,0.0,324,False,Season-long loan to Barnsley,2023-08-28T08:17:07.837499Z,45,422303.jpg,0.0,McAtee,0.8,False,,u,12,102,0,7174,0,201955,4931,0.0,0.0,McAtee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,613.0,63.0,610.0,66.0,600.0,64.0,618.0,64.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407.0,69.0,575.0,63.0,621.0,67.0,186.0,29.0,0.0,0.0
406,0.0,0.0,453537,0,0,0,0,0,3,0.0,0.0,0,Carlos,0.0,325,False,Permanent transfer to Bolton Wanderers,2023-07-26T11:29:40.140241Z,45,453537.jpg,0.0,Mendes Gomes,0.0,False,,u,12,102,0,0,0,1319,24,0.0,0.0,Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,620.0,241.0,617.0,242.0,608.0,241.0,625.0,245.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,420.0,236.0,582.0,218.0,628.0,246.0,673.0,275.0,0.0,0.0
407,,,156700,0,0,1,-1,2,4,4.5,4.5,1,Carlton,5.0,326,False,,,56,156700.jpg,4.6,Morris,6.8,False,,a,12,102,37,966335,36786,430240,66147,0.9,6.6,Morris,690,3,1,0,15,0,0,0,1,0,0,7,110,141.0,83.4,241.0,46.4,8,3.35,0.57,3.92,14.57,94.0,13.0,105.0,9.0,17.0,7.0,34.0,8.0,,,,,1.0,,0.44,0.0,0.07,0.51,1.9,1.96,88.0,28.0,39.0,3.0,41.0,9.0,59.0,10.0,1.04,0.0
408,0.0,0.0,174595,0,0,0,0,0,4,0.0,0.0,0,Admiral,0.0,327,False,Season-long loan to Exeter City,2023-09-01T14:47:17.297340Z,45,174595.jpg,0.0,Muskwe,0.1,False,,u,12,102,0,1383,0,15645,412,0.0,0.0,Muskwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599.0,58.0,595.0,61.0,583.0,59.0,603.0,59.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,370.0,64.0,559.0,58.0,607.0,62.0,418.0,63.0,0.0,0.0
409,,,229164,0,0,-1,1,0,4,1.5,1.5,2,Chiedozie,2.0,328,False,,,49,229164.jpg,1.5,Ogbene,0.1,False,,a,12,102,12,4331,468,10425,543,0.4,2.4,Ogbene,415,0,0,0,8,0,0,0,0,0,0,0,50,36.8,73.8,70.0,18.1,4,0.44,0.97,1.41,8.61,287.0,35.0,121.0,13.0,114.0,33.0,187.0,28.0,,,,,,,0.1,0.0,0.21,0.31,1.87,1.73,259.0,53.0,161.0,22.0,293.0,39.0,391.0,61.0,0.87,0.0
410,0.0,0.0,168035,0,0,0,0,0,3,0.0,0.0,0,Fred,0.0,329,False,Season long loan to Rotherham,2023-07-31T07:05:08.472622Z,50,168035.jpg,0.0,Onyedinma,0.0,False,,u,12,102,0,0,0,191,1,0.0,0.0,Onyedinma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,694.0,293.0,692.0,292.0,687.0,290.0,694.0,293.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,183.0,111.0,675.0,283.0,694.0,292.0,720.0,308.0,0.0,0.0
411,50.0,0.0,199056,0,0,-1,1,0,2,-0.2,0.0,0,Gabriel,0.0,330,False,Knee injury - 50% chance of playing,2023-08-04T11:00:04.319102Z,44,199056.jpg,0.0,Osho,0.0,False,,d,12,102,0,605,5,1594,126,0.0,0.0,Osho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,558.0,220.0,547.0,218.0,531.0,212.0,562.0,219.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,512.0,120.0,512.0,200.0,566.0,219.0,660.0,223.0,0.0,0.0
412,0.0,0.0,490180,0,0,0,0,0,4,0.0,0.0,0,Aribim,0.0,331,False,Season long loan to Bromley,2023-08-21T08:33:51.407917Z,45,490180.jpg,0.0,Pepple,0.1,False,,u,12,102,0,838,0,14841,381,0.0,0.0,Pepple,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,636.0,71.0,632.0,73.0,624.0,72.0,641.0,72.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,440.0,79.0,600.0,71.0,641.0,73.0,437.0,64.0,0.0,0.0
413,0.0,0.0,243532,0,0,-1,1,0,3,0.0,0.0,0,Dion,0.0,332,False,Season-long loan to Sutton United,2023-09-01T14:46:43.900668Z,44,243532.jpg,0.0,Pereira,0.1,False,,u,12,102,0,1744,0,15156,338,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,574.0,215.0,563.0,216.0,549.0,213.0,578.0,219.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,538.0,288.0,530.0,191.0,582.0,220.0,456.0,154.0,0.0,0.0
414,0.0,0.0,108411,0,0,-1,1,0,2,0.0,0.0,0,Dan,0.0,333,False,Ankle injury - Expected back 25 Nov,2023-08-06T23:30:05.828555Z,39,108411.jpg,0.0,Potts,0.1,False,,i,12,102,0,2502,367,5643,389,0.0,0.0,Potts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,439.0,159.0,420.0,155.0,393.0,140.0,443.0,158.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,707.0,225.0,372.0,123.0,446.0,157.0,483.0,185.0,0.0,0.0
415,0.0,0.0,165152,0,0,-1,1,0,3,0.0,0.0,0,Glen,0.0,334,False,Released from contract,2023-09-03T20:07:55.555731Z,44,165152.jpg,0.0,Rea,0.0,False,,u,12,102,0,883,0,4482,143,0.0,0.0,Rea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,553.0,208.0,542.0,209.0,526.0,205.0,557.0,212.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,500.0,276.0,504.0,184.0,561.0,213.0,555.0,208.0,0.0,0.0
416,,,77818,0,0,-1,1,0,1,-0.5,-0.5,0,James,0.0,335,False,,,44,77818.jpg,0.0,Shea,0.1,False,,a,12,102,0,1209,40,8786,407,0.0,0.0,Shea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,541.0,76.0,529.0,63.0,512.0,58.0,545.0,76.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,479.0,25.0,490.0,75.0,549.0,76.0,368.0,55.0,0.0,0.0
417,0.0,0.0,242500,0,0,0,0,0,4,0.0,0.0,0,Joe,0.0,336,False,Season long loan to Colchester United,2023-08-11T10:53:00.375635Z,45,242500.jpg,0.0,Taylor,0.1,False,,u,12,102,0,0,0,21612,414,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,609.0,62.0,606.0,65.0,596.0,63.0,614.0,63.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,400.0,68.0,571.0,62.0,617.0,66.0,397.0,62.0,0.0,0.0
418,0.0,0.0,232477,0,0,0,0,0,3,0.0,0.0,0,Elliot,0.0,337,False,Joined Shrewsbury Town on a season-long loan,2023-07-13T12:00:04.224388Z,45,232477.jpg,0.0,Thorpe,0.0,False,,u,12,102,0,14,0,527,7,0.0,0.0,Thorpe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,607.0,233.0,603.0,234.0,593.0,233.0,611.0,237.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,394.0,227.0,569.0,210.0,615.0,238.0,701.0,294.0,0.0,0.0
419,0.0,0.0,207722,0,0,0,0,0,1,0.0,0.0,0,Jack,0.0,338,False,Joined Dundee United on a season-long loan - Expected back 01 Jul,2023-07-11T09:00:04.234257Z,40,207722.jpg,0.0,Walton,0.0,False,,u,12,102,0,0,0,607,25,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,480.0,53.0,464.0,37.0,438.0,32.0,485.0,53.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,633.0,51.0,416.0,51.0,487.0,53.0,654.0,81.0,0.0,0.0
420,0.0,0.0,223333,0,0,-1,1,0,3,0.0,0.0,0,Louie,0.0,339,False,Season-long loan to Charlton,2023-09-01T21:49:21.681463Z,44,223333.jpg,0.0,Watson,0.2,False,,u,12,102,0,3951,0,24128,660,0.0,0.0,Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,566.0,210.0,555.0,211.0,541.0,208.0,570.0,214.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,527.0,283.0,522.0,186.0,574.0,215.0,345.0,108.0,0.0,0.0
421,,,91046,0,0,-1,1,0,4,0.3,0.3,1,Cauley,0.8,340,False,,,44,91046.jpg,1.0,Woodrow,1.0,False,,a,12,102,6,86020,9103,68915,5851,0.2,1.4,Woodrow,65,0,0,0,2,0,0,0,0,0,0,0,26,23.0,48.7,27.0,9.7,0,0.55,0.44,0.99,1.60,326.0,38.0,180.0,29.0,221.0,44.0,288.0,41.0,,,,,3.0,,0.76,0.0,0.61,1.37,2.22,2.77,484.0,87.0,256.0,36.0,350.0,43.0,173.0,27.0,0.0,0.0
422,,,244856,0,0,-1,1,0,2,0.3,0.3,1,Teden,0.8,393,False,,,39,244856.jpg,1.0,Mengi,0.7,False,,a,12,102,3,75835,5439,26227,2548,0.2,0.8,Mengi,155,0,0,0,2,0,0,0,0,0,0,0,19,31.0,2.5,3.0,3.7,1,0.03,0.03,0.06,1.67,299.0,113.0,372.0,136.0,354.0,124.0,356.0,126.0,,,,,,,0.02,0.0,0.02,0.04,0.97,1.16,716.0,228.0,254.0,81.0,336.0,113.0,194.0,76.0,0.58,0.0
423,,,232351,-1,1,-1,1,0,2,-0.3,-0.3,0,Ryan,0.2,553,False,,,44,232351.jpg,1.0,Giles,0.1,False,,a,12,102,4,8362,120,13326,916,0.0,0.9,Giles,268,0,0,0,8,0,0,0,0,0,0,0,42,43.4,89.2,17.0,15.0,3,0.06,0.35,0.41,7.05,273.0,106.0,96.0,21.0,260.0,78.0,229.0,75.0,2.0,,,,,,0.02,0.0,0.12,0.14,2.37,2.69,531.0,129.0,354.0,118.0,355.0,128.0,374.0,142.0,1.01,0.0
