assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,4,288,100.0,100.0,6,58786,0,0,1,-1,96.5,276,82,0,2,-0.5,-0.5,0,Martin,0.0,16,0,41.7,321,111,128,False,305.4,231,90,1547,,2020-06-19T16:00:13.256108Z,41,0,0,0,58786.jpg,3.4,0,0,Kelly,15.0,False,,a,7,31,15.0,399,145,64,2011583,2739,2518160,11152,0.0,15.6,Kelly,0
1,1,133,0.0,0.0,5,54861,0,0,-3,3,248.3,159,25,0,4,0.0,0.0,0,Christian,1.3,18,2,110.9,120,27,129,False,231.8,276,32,1252,Suspended until 27 Jul,2020-07-12T16:00:17.319637Z,57,0,0,0,54861.jpg,1.8,1,0,Benteke,0.5,False,,s,7,31,632.0,53,26,42,44922,16,88869,478,0.2,7.4,Benteke,4
1,2,48,0.0,0.0,0,59125,0,0,-2,2,34.5,365,56,0,4,0.0,0.0,0,Connor,0.0,2,1,15.8,401,57,130,False,59.8,408,55,90,Joined Sheffield Wednesday on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T23:00:19.843392Z,43,0,0,0,59125.jpg,2.5,0,0,Wickham,1.8,False,,n,7,31,64.0,322,56,15,270548,234,495884,329,0.0,3.5,Wickham,0
0,16,619,100.0,100.0,10,40836,0,0,-1,1,0.0,636,68,3,1,1.9,1.9,2,Vicente,2.4,39,0,79.3,197,9,131,False,794.6,25,9,2970,,2020-06-25T10:00:21.543320Z,49,1,0,0,40836.jpg,4.0,0,107,Guaita,1.6,False,,a,7,31,0.0,632,65,133,384736,567,329374,1741,0.5,27.1,Guaita,1
0,0,58,,,0,20066,0,0,-3,3,0.0,537,37,0,1,-0.4,-0.4,0,Wayne,0.1,8,0,11.0,413,28,132,False,110.4,366,28,270,,,42,0,0,0,20066.jpg,2.3,0,16,Hennessey,0.6,False,,a,7,31,0.0,509,31,7,26868,112,60255,300,0.0,1.7,Hennessey,0
6,4,338,100.0,100.0,9,82403,0,0,-4,4,570.1,36,29,1,3,2.5,2.5,2,Wilfried,3.0,43,4,216.3,26,17,133,False,559.2,82,26,3099,,2020-06-24T21:30:18.591220Z,66,0,0,0,82403.jpg,3.2,0,0,Zaha,8.4,False,,a,7,31,1031.0,20,7,116,1226583,5794,1896584,4687,0.5,17.6,Zaha,5
1,9,377,100.0,100.0,7,66975,0,0,-3,3,485.1,51,38,1,3,2.1,2.1,1,Luka,2.6,38,3,113.3,115,66,134,False,458.0,143,54,2505,,2020-02-22T17:30:19.523436Z,67,0,0,0,66975.jpg,2.7,0,0,Milivojevic,1.9,False,,a,7,31,190.0,201,108,80,75356,275,459857,556,0.4,11.9,Milivojevic,12
1,0,193,100.0,100.0,3,60252,0,0,-4,4,200.0,192,121,0,3,0.9,0.9,2,Andros,1.4,20,1,52.4,284,136,135,False,221.6,287,119,1104,,2019-12-16T20:00:21.552659Z,56,0,0,0,60252.jpg,2.0,0,0,Townsend,0.9,False,,a,7,31,102.0,268,138,44,52857,90,224940,128,0.3,7.9,Townsend,0
0,0,67,100.0,100.0,1,141020,0,0,-3,3,68.9,306,162,0,3,0.2,0.2,0,Max,0.7,11,0,23.8,373,162,136,False,68.0,401,168,645,,2020-01-11T20:30:19.086626Z,52,0,0,0,141020.jpg,1.4,0,0,Meyer,0.1,False,,a,7,31,103.0,266,136,23,4705,2,11682,9,0.1,4.4,Meyer,1
1,3,124,100.0,0.0,4,86417,0,0,-1,1,95.3,278,152,1,3,-0.4,0.0,1,Jeffrey,0.1,13,2,52.7,283,135,137,False,198.0,303,128,874,,2020-06-19T16:00:13.289702Z,54,0,0,0,86417.jpg,2.7,0,0,Schlupp,0.1,False,,a,7,31,234.0,168,94,41,20649,21,26970,13,0.0,7.6,Schlupp,2
4,2,401,100.0,100.0,11,50471,0,0,-3,3,472.1,57,44,0,3,1.4,1.4,2,James,1.9,35,0,142.8,68,40,138,False,555.4,83,27,2932,,2019-11-03T16:30:17.881657Z,52,0,0,0,50471.jpg,2.5,0,0,McArthur,0.6,False,,a,7,31,399.0,90,45,88,49612,97,127261,325,0.4,16.9,McArthur,6
2,4,272,100.0,100.0,10,55037,0,0,-1,1,161.6,221,134,0,3,0.9,0.9,0,Cheikhou,1.4,33,1,79.4,196,101,139,False,362.8,196,80,2367,,2020-02-22T21:30:18.688171Z,49,0,0,0,55037.jpg,2.5,0,0,Kouyaté,0.2,False,,a,7,31,271.0,146,82,82,35491,85,35661,240,0.3,16.7,Kouyaté,3
0,0,0,,,0,221275,0,0,-2,2,0.0,569,224,0,3,-0.5,-0.5,0,Luke,0.0,0,0,0.0,583,226,140,False,0.0,580,223,0,,,43,0,0,0,221275.jpg,0.0,0,0,Dreher,0.1,False,,a,7,31,0.0,548,217,0,13128,40,12941,65,0.0,0.0,Dreher,0
0,0,187,100.0,100.0,2,50472,0,0,-3,3,221.3,175,110,2,3,0.6,0.6,2,James,1.1,26,0,53.8,275,132,157,False,243.6,270,111,1488,,2020-03-01T19:30:23.056417Z,42,0,0,0,50472.jpg,1.3,0,0,McCarthy,0.9,False,,a,7,31,72.0,311,154,39,110847,3049,102705,1304,0.3,9.3,McCarthy,7
2,19,420,,,12,80146,0,0,1,-1,392.0,95,11,1,4,1.9,1.9,2,Jordan,2.4,42,9,180.7,43,16,468,False,563.6,79,11,2968,,,51,0,0,0,80146.jpg,3.6,0,0,Ayew,7.6,False,,a,7,31,855.0,33,18,125,1853756,5804,1583856,17021,0.5,24.5,Ayew,6
1,4,395,0.0,0.0,7,19419,0,0,-1,1,40.0,352,122,0,2,0.0,0.0,0,Gary,1.6,35,0,83.4,185,50,503,False,448.4,147,52,2167,Hamstring injury - Unknown return date,2020-07-07T19:00:22.294221Z,44,0,0,0,19419.jpg,2.8,0,0,Cahill,1.3,False,,i,7,31,342.0,108,15,70,180331,36,240552,3642,0.4,15.9,Cahill,1
0,0,3,0.0,0.0,0,175946,0,0,-5,5,0.1,481,216,0,3,0.0,0.0,0,Víctor,0.0,0,0,0.0,603,236,510,False,0.2,499,215,5,Loan deal ended on 13/1,2020-01-06T01:00:18.633384Z,45,0,0,0,175946.jpg,1.0,0,0,Camarasa,0.1,False,,u,7,31,0.0,577,229,1,4919,9,50054,22,0.0,0.2,Camarasa,0
0,0,109,100.0,100.0,0,173954,0,0,0,0,42.6,349,176,0,3,0.2,0.2,1,Jairo,0.7,9,0,17.9,392,170,539,False,111.2,364,151,724,,2020-01-05T22:00:20.857953Z,45,0,0,0,173954.jpg,1.3,0,0,Riedewald,0.0,False,,a,7,31,25.0,376,180,20,3079,31,2327,30,0.2,4.4,Riedewald,0
0,0,0,,,0,42525,0,0,0,0,0.0,504,21,0,1,-0.5,-0.5,0,Stephen,0.0,0,0,0.0,525,43,556,False,0.0,522,43,0,,,40,0,0,0,42525.jpg,0.0,0,0,Henderson,0.4,False,,a,7,31,0.0,471,13,0,49687,191,28042,316,0.0,0.0,Henderson,0
0,0,0,0.0,0.0,0,221272,0,0,-1,1,0.0,496,189,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,518,188,578,False,0.0,515,188,0,Joined Hamilton on loan until the end of the season on 24/1. - Expected back 01 Aug,2020-01-24T15:00:18.535146Z,39,0,0,0,221272.jpg,0.0,0,0,Woods,0.2,False,,n,7,31,0.0,463,178,0,26404,1148,12668,640,0.0,0.0,Woods,0
0,0,7,,,0,244723,0,0,0,0,10.9,420,158,0,2,-0.2,-0.2,1,Tyrick,0.3,1,0,1.7,476,175,579,False,6.6,474,177,13,,,40,0,0,0,244723.jpg,1.0,0,0,Mitchell,0.1,False,,a,7,31,0.0,489,193,2,5438,252,3300,106,0.1,0.5,Mitchell,0
0,0,7,,,0,466955,0,0,0,0,21.0,397,191,0,3,-0.4,-0.4,0,Brandon,0.1,0,0,2.9,464,195,580,False,6.4,476,200,13,,,45,0,0,0,466955.jpg,1.0,0,0,Pierrick,0.0,False,,a,7,31,2.0,441,203,2,558,10,407,5,0.0,0.4,Pierrick,0
0,0,0,0.0,0.0,0,432705,0,0,0,0,0.0,612,84,0,4,0.0,0.0,0,James,0.0,0,0,0.0,624,83,581,False,0.0,622,83,0,Joined Bristol Rovers on a permanent deal on 31/1,2020-01-31T20:30:19.305077Z,45,0,0,0,432705.jpg,0.0,0,0,Daly,0.0,False,,u,7,31,0.0,598,83,0,1156,14,1142,10,0.0,0.0,Daly,0
0,0,0,,,0,209043,0,0,0,0,0.0,595,237,0,3,-0.5,-0.5,0,Nya,0.0,0,0,0.0,607,238,588,False,0.0,604,235,0,,,45,0,0,0,209043.jpg,0.0,0,0,Kirby,0.0,False,,a,7,31,0.0,581,231,0,417,8,291,5,0.0,0.0,Kirby,0
0,0,0,0.0,0.0,0,234720,0,0,0,0,0.0,605,245,0,3,0.0,0.0,0,Giovanni,0.0,0,0,0.0,617,246,608,False,0.0,615,244,0,Contract with club expired on 30/6,2020-01-31T20:30:19.355699Z,45,0,0,0,234720.jpg,0.0,0,0,McGregor,0.0,False,,u,7,31,0.0,591,239,0,366,3,339,3,0.0,0.0,McGregor,0
0,0,0,0.0,0.0,0,235599,0,0,0,0,0.0,520,202,0,2,0.0,0.0,0,Nikola,0.0,0,0,0.0,540,201,635,False,0.0,537,201,0,Contract with club expired on 30/6,2020-06-30T23:30:24.115870Z,40,0,0,0,235599.jpg,0.0,0,0,Tavares,0.0,False,,u,7,31,0.0,488,192,0,238,9,229,15,0.0,0.0,Tavares,0
0,2,227,100.0,100.0,4,153133,0,0,-4,4,383.7,98,69,0,3,2.0,2.5,3,Alex,2.0,30,1,95.9,152,79,17,False,246.4,268,109,1591,,2020-07-06T22:00:18.508516Z,56,0,0,0,153133.jpg,2.1,0,0,Iwobi,0.9,False,,a,8,11,329.0,114,61,52,137465,126,244340,132,0.4,9.3,Iwobi,0
8,16,605,100.0,100.0,8,101188,1,-1,-1,1,1071.4,8,2,4,2,4.3,4.8,1,Lucas,4.3,47,0,206.3,32,3,141,False,700.8,47,15,2871,,2020-02-23T19:00:12.788850Z,59,1,0,0,101188.jpg,3.4,0,0,Digne,12.9,False,,a,8,11,289.0,131,21,113,1501694,13962,2241392,12714,0.7,19.2,Digne,6
1,8,419,75.0,75.0,5,164511,0,0,-2,2,87.2,285,86,1,2,0.5,0.9,0,Yerry,0.7,37,2,104.4,132,32,142,False,535.4,93,35,2281,Thigh injury - 75% chance of playing,2020-07-12T16:00:17.361407Z,53,1,0,0,164511.jpg,2.7,0,0,Mina,2.0,False,,d,8,11,422.0,81,5,78,422795,20,455236,875,0.1,14.7,Mina,3
0,6,441,100.0,100.0,6,106611,0,0,-3,3,78.3,295,90,1,2,3.7,4.2,2,Michael,3.7,39,2,86.8,172,46,143,False,588.0,71,26,2376,,2020-01-20T14:00:12.624966Z,52,1,0,0,106611.jpg,2.8,0,0,Keane,2.2,False,,a,8,11,200.0,194,40,81,189368,1927,257430,2065,0.7,15.6,Keane,2
1,2,312,100.0,100.0,5,59949,0,0,-2,2,146.7,237,63,0,2,2.9,3.4,2,Seamus,2.9,27,0,61.8,246,76,144,False,314.4,223,87,1774,,2020-03-01T17:30:18.538038Z,53,0,0,0,59949.jpg,2.2,1,0,Coleman,1.2,False,,a,8,11,156.0,228,56,54,127369,732,273260,604,0.5,10.2,Coleman,3
1,0,82,100.0,100.0,0,12745,0,0,-1,1,108.1,260,72,0,2,0.3,0.8,0,Leighton,0.3,7,0,19.1,390,141,145,False,76.8,394,150,380,,2019-07-30T15:00:09.168977Z,49,0,0,0,12745.jpg,1.9,0,0,Baines,0.2,False,,a,8,11,5.0,431,161,13,16490,230,18360,169,0.1,2.7,Baines,0
0,1,86,0.0,0.0,2,66838,0,0,-3,3,63.4,317,49,0,4,0.0,0.0,0,Cenk,0.0,6,2,37.7,334,50,146,False,89.0,383,47,462,Knee injury - Unknown return date,2020-03-04T17:00:25.915570Z,57,0,0,0,66838.jpg,2.4,0,0,Tosun,0.1,False,,i,8,11,229.0,172,47,24,27637,7,35983,21,0.0,4.2,Tosun,0
1,15,391,,,7,177815,0,0,2,-2,239.4,164,26,2,4,1.9,2.4,2,Dominic,1.9,42,13,203.1,33,13,147,False,560.8,81,12,2511,,,62,0,0,0,177815.jpg,3.6,0,0,Calvert-Lewin,8.3,False,,a,8,11,1244.0,11,9,124,2140367,4841,1679120,42049,0.3,20.0,Calvert-Lewin,8
0,5,587,,,8,111234,0,0,-3,3,3.0,443,11,1,1,3.6,4.1,2,Jordan,3.6,53,0,72.0,212,11,148,False,718.8,39,10,3240,,,52,0,0,0,111234.jpg,3.0,0,90,Pickford,6.3,False,,a,8,11,0.0,646,67,109,526618,814,773669,3217,0.7,21.0,Pickford,2
0,0,0,,,0,10318,0,0,-1,1,0.0,482,13,7,1,0.0,0.5,0,Maarten,0.0,0,0,0.0,505,37,149,False,0.0,502,37,0,,,39,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,7.2,False,,a,8,11,0.0,447,5,0,266265,2527,313798,2826,0.0,0.0,Stekelenburg,0
5,13,495,100.0,100.0,8,212319,0,0,2,-2,472.2,56,43,2,3,3.3,3.8,1,Richarlison,3.3,48,12,242.6,19,11,150,False,777.8,29,9,2890,,2020-07-01T19:00:23.063454Z,82,0,0,0,212319.jpg,4.6,0,0,de Andrade,8.8,False,,a,8,11,1176.0,17,5,156,2346157,9889,2379161,17012,0.4,19.0,Richarlison,7
3,7,366,100.0,100.0,5,55422,0,0,-7,7,705.8,24,21,0,3,2.6,3.1,1,Gylfi,2.6,42,2,160.1,55,32,151,False,418.8,166,63,2378,,2020-01-17T14:00:19.905907Z,73,0,0,0,55422.jpg,2.6,0,0,Sigurdsson,2.4,False,,a,8,11,475.0,72,38,87,152969,456,837572,737,0.4,11.9,Sigurdsson,3
2,6,234,100.0,100.0,9,100649,0,0,-1,1,333.8,118,75,2,3,1.6,2.1,3,Bernard,1.6,11,3,87.5,170,87,152,False,309.6,229,94,1249,,2020-03-08T17:30:16.694056Z,64,0,0,0,100649.jpg,2.7,0,0,Anício Caldeira Duarte,0.6,False,,a,8,11,234.0,169,95,71,203928,269,222806,208,0.2,11.1,Bernard,2
3,1,162,100.0,100.0,3,20467,0,0,-3,3,239.5,163,101,0,3,1.0,1.5,6,Theo,1.0,17,2,92.5,156,82,153,False,195.4,306,129,1141,,2020-06-10T14:30:19.552057Z,62,0,0,0,20467.jpg,2.4,0,0,Walcott,0.4,False,,a,8,11,488.0,70,36,56,24904,374,62643,84,0.2,9.0,Walcott,1
1,3,214,,,4,173807,0,0,-2,2,118.5,251,144,1,3,1.9,2.4,2,Tom,1.9,32,1,62.7,241,116,154,False,246.6,267,108,1861,,,53,0,0,0,173807.jpg,2.0,0,0,Davies,0.1,False,,a,8,11,262.0,151,87,55,16028,75,19329,63,0.4,10.4,Davies,7
0,0,0,0.0,0.0,0,219352,0,0,0,0,0.0,643,267,0,3,0.0,0.0,0,Ademola,0.0,0,0,0.0,648,267,155,False,0.0,647,266,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,0,0,0,219352.jpg,0.0,0,0,Lookman,0.0,False,,u,8,11,0.0,639,267,0,275,3,664,2,0.0,0.0,Lookman,0
0,0,0,0.0,0.0,0,80801,0,0,0,0,0.0,640,265,0,3,0.0,0.0,0,Idrissa,0.0,0,0,0.0,646,266,156,False,0.0,644,264,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,0,0,0,80801.jpg,0.0,0,0,Gueye,0.0,False,,u,8,11,0.0,636,265,0,543,3,2252,3,0.0,0.0,Gueye,0
0,0,132,0.0,0.0,1,42774,0,0,-1,1,78.5,294,158,0,3,0.0,0.0,0,Morgan,0.0,20,0,25.5,370,160,158,False,143.2,342,144,998,Joined Nice on a permanent deal on 23/6,2020-02-28T16:30:25.542559Z,44,0,0,0,42774.jpg,1.2,1,0,Schneiderlin,0.5,False,,u,8,11,32.0,370,176,18,39071,11,89049,96,0.0,4.1,Schneiderlin,4
0,2,202,0.0,0.0,2,41823,0,0,-2,2,146.7,236,62,0,2,0.0,0.0,0,Fabian,0.0,24,0,35.4,338,120,205,False,183.0,317,123,1187,Muscle injury - Unknown return date,2020-06-11T13:00:18.348167Z,53,0,0,0,41823.jpg,1.5,1,0,Delph,0.2,False,,i,8,11,24.0,381,137,24,13824,11,31988,31,0.0,4.5,Delph,3
1,3,164,100.0,75.0,4,120250,0,0,-3,3,173.0,211,131,0,3,2.6,2.3,8,André Filipe,2.6,17,0,33.6,343,150,422,False,137.8,345,145,1277,,2020-07-09T21:30:23.097174Z,52,0,0,0,120250.jpg,2.0,0,0,Tavares Gomes,0.3,False,,a,8,11,30.0,373,178,34,17790,686,73276,102,0.5,6.5,André Gomes,6
0,0,0,0.0,0.0,0,232964,0,0,-3,3,0.0,554,213,0,2,0.0,0.0,0,Lewis,0.0,0,0,0.0,571,213,477,False,0.0,568,213,0,Joined Fleetwood Town on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T10:30:16.201935Z,42,0,0,0,232964.jpg,0.0,0,0,Gibson,0.1,False,,n,8,11,0.0,528,207,0,4693,4,11890,14,0.0,0.0,Gibson,0
4,6,412,75.0,75.0,5,194164,0,0,-2,2,63.9,316,104,0,2,1.7,2.1,1,Mason,2.3,34,0,68.3,223,63,478,False,465.4,140,50,2052,Shin injury - 75% chance of playing,2020-07-16T19:30:25.535977Z,43,0,0,0,194164.jpg,2.6,0,0,Holgate,2.1,False,,d,8,11,152.0,233,58,71,431802,697,291602,11544,0.5,16.5,Holgate,5
0,0,0,0.0,0.0,0,57513,0,0,-3,3,0.0,543,41,0,1,0.0,0.0,0,Jonas,0.0,0,0,0.0,561,60,479,False,0.0,558,60,0,Joined Huddersfield Town on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T22:30:14.186781Z,42,0,0,0,57513.jpg,0.0,0,0,Lössl,0.2,False,,n,8,11,0.0,516,35,0,2390,2,31633,45,0.0,0.0,Lössl,0
2,3,104,,,1,242058,0,0,-7,7,101.7,270,43,0,4,0.7,1.2,1,Moise,0.7,13,1,53.7,276,39,496,False,103.2,373,46,761,,,63,0,0,0,242058.jpg,1.6,0,0,Kean,1.4,False,,a,8,11,340.0,109,38,45,90453,111,458157,204,0.1,7.1,Kean,1
0,0,14,0.0,0.0,1,160987,0,0,-2,2,6.3,431,197,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,2.6,469,196,497,False,20.0,449,187,135,Achilles injury - Unknown return date,2019-08-23T21:30:13.493993Z,48,0,0,0,160987.jpg,2.0,0,0,Gbamin,0.0,False,,i,8,11,0.0,625,261,4,2804,8,7252,3,0.0,0.8,Gbamin,0
4,9,351,100.0,100.0,4,102747,0,0,-5,5,319.4,127,28,1,2,0.3,0.8,0,Djibril,0.3,29,0,87.2,171,45,511,False,432.2,157,59,1696,,2020-06-22T01:00:16.323820Z,50,0,0,0,102747.jpg,2.9,0,0,Sidibé,0.6,False,,a,8,11,121.0,254,70,66,243277,289,231286,646,0.1,13.2,Sidibé,3
0,0,0,100.0,100.0,0,195855,0,0,-1,1,0.0,576,227,0,3,0.0,0.5,0,Beni,0.0,0,0,0.0,589,229,557,False,0.0,586,226,0,,2019-11-29T16:00:27.549912Z,44,0,0,0,195855.jpg,0.0,0,0,Baningime,0.0,False,,a,8,11,0.0,559,221,0,1514,24,1167,12,0.0,0.0,Baningime,0
1,1,56,,,0,232826,0,0,0,0,88.0,282,45,0,4,1.9,2.4,1,Anthony,1.9,5,0,19.2,389,55,561,False,68.4,400,52,398,,,45,0,0,0,232826.jpg,1.7,0,0,Gordon,0.1,False,,a,8,11,36.0,365,60,15,12293,767,6671,614,0.4,3.3,Gordon,0
0,0,1,0.0,0.0,0,113688,0,0,0,0,1.8,451,68,0,4,0.0,0.0,0,Oumar,0.0,2,0,0.9,490,69,570,False,7.0,472,64,19,Contract with club expired on 30/6,2020-06-26T09:00:20.395229Z,45,0,0,0,113688.jpg,1.0,0,0,Niasse,0.0,False,,u,8,11,0.0,572,77,3,5060,12,4087,48,0.0,0.7,Niasse,0
0,0,0,0.0,0.0,0,56192,0,0,0,0,0.0,505,194,0,2,0.0,0.0,0,Rhu-endly,0.0,0,0,0.0,526,193,577,False,0.0,523,193,0,Contract with club expired on 30/6,2020-06-26T09:00:20.450997Z,40,0,0,0,56192.jpg,0.0,0,0,Martina,0.1,False,,u,8,11,0.0,472,183,0,4692,5,3775,54,0.0,0.0,Cuco Martina,0
0,0,0,,,0,222627,0,0,0,0,0.0,517,27,0,1,0.0,0.5,0,João Manuel,0.0,0,0,0.0,537,48,629,False,0.0,534,48,0,,,40,0,0,0,222627.jpg,0.0,0,0,Neves Virgínia,0.0,False,,a,8,11,0.0,485,19,0,878,25,464,14,0.0,0.0,Virgínia,0
0,0,20,,,0,480455,0,0,0,0,0.8,467,176,0,2,0.3,0.8,2,Jarrad,0.3,3,0,2.7,468,172,637,False,25.8,442,165,119,,,40,0,0,0,480455.jpg,1.0,0,0,Branthwaite,0.0,False,,a,8,11,0.0,499,201,2,2346,667,551,100,0.1,0.5,Branthwaite,0
2,11,568,0.0,0.0,10,111931,0,0,2,-2,446.5,65,12,3,2,0.0,0.0,0,Ricardo Domingos,0.0,27,3,141.9,70,9,159,False,738.0,35,10,2520,Knee injury - Unknown return date,2020-03-12T14:30:24.198726Z,62,0,0,0,111931.jpg,4.4,0,0,Barbosa Pereira,7.8,False,,i,9,13,235.0,167,30,123,1585662,70,1523171,3763,0.0,19.8,Pereira,1
3,8,501,0.0,50.0,9,172850,0,0,0,0,545.4,40,5,1,2,0.0,1.4,0,Benjamin,2.9,26,3,130.0,86,14,161,False,546.0,87,31,2374,Foot injury - Unknown return date,2020-07-04T21:00:17.254997Z,55,0,0,0,172850.jpg,4.2,0,0,Chilwell,6.8,False,,i,9,13,208.0,184,36,114,1476206,199,1420236,26827,0.5,20.7,Chilwell,3
2,12,695,100.0,100.0,13,37642,0,0,3,-3,105.7,266,75,3,2,2.6,3.1,5,Jonny,3.1,36,1,116.9,104,19,162,False,735.8,36,11,3204,,2019-11-23T17:00:22.413179Z,53,1,0,0,37642.jpg,3.6,0,0,Evans,6.0,False,,a,9,13,325.0,117,17,130,901673,5947,575537,9496,0.6,24.5,Evans,6
0,2,139,0.0,,2,37402,0,0,-3,3,53.5,332,110,0,2,0.0,0.3,0,Christian,0.3,10,0,21.8,380,138,163,False,144.4,341,133,770,Groin Injury - Expected back 24 Oct,2020-07-16T22:00:23.596630Z,42,0,0,0,37402.jpg,2.4,0,0,Fuchs,0.4,False,,i,9,13,20.0,387,140,26,32119,144,41762,660,0.1,6.2,Fuchs,0
1,12,681,0.0,0.0,12,218031,-1,1,4,-4,79.0,293,89,1,2,0.0,0.0,0,Çaglar,2.4,35,1,107.5,126,29,164,False,755.6,32,7,3036,Suspended until 27 Jul,2020-07-12T20:30:24.114076Z,49,0,0,0,218031.jpg,3.5,1,0,Söyüncü,10.9,False,,s,9,13,238.0,164,27,120,2531812,190,1869456,110964,0.5,24.5,Söyüncü,4
0,2,61,100.0,100.0,1,15033,0,0,-4,4,1.1,461,173,1,2,0.6,1.1,8,Wes,1.1,1,0,10.0,416,151,165,False,63.0,404,152,250,,2020-01-27T15:00:16.943418Z,41,0,0,0,15033.jpg,1.9,0,0,Morgan,0.6,False,,a,9,13,36.0,364,133,17,37877,1237,95613,195,0.3,4.1,Morgan,0
7,34,773,100.0,100.0,11,101668,0,0,8,-8,414.3,84,9,8,4,5.2,5.7,5,Jamie,5.7,33,23,272.6,9,4,166,True,1021.6,3,1,2852,,2020-03-12T16:00:18.992810Z,98,0,1,0,101668.jpg,6.3,0,0,Vardy,29.0,False,,a,9,13,1298.0,8,6,207,5429040,16779,4245335,60742,0.6,21.1,Vardy,2
4,7,196,100.0,100.0,3,173515,0,0,-3,3,178.3,208,30,1,4,2.1,2.6,0,Kelechi,2.6,9,5,102.1,137,30,167,False,273.2,250,30,865,,2020-02-22T21:30:18.745261Z,57,0,0,0,173515.jpg,3.4,0,0,Iheanacho,0.5,False,,a,9,13,571.0,59,27,62,92491,709,87687,3574,0.5,10.9,Iheanacho,1
0,10,690,,,13,17745,0,0,5,-5,20.0,399,2,2,1,4.5,5.0,6,Kasper,5.0,36,0,86.6,174,6,168,False,843.0,19,7,3240,,,55,0,0,2,17745.jpg,4.3,0,95,Schmeichel,13.5,False,,a,9,13,2.0,446,4,154,1435218,2029,996033,16820,0.9,28.0,Schmeichel,2
0,0,0,,,0,11974,0,0,-3,3,0.0,532,33,0,1,-0.5,0.0,0,Eldin,0.0,0,0,0.0,551,53,169,False,0.0,548,53,0,,,42,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,,a,9,13,0.0,504,27,0,1814,10,5946,23,0.0,0.0,Jakupovic,0
0,0,0,,,0,95463,0,0,-3,3,0.0,545,43,0,1,-0.5,0.0,0,Danny,0.0,0,0,0.0,564,62,170,False,0.0,561,62,0,,,42,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,,a,9,13,0.0,519,37,0,2737,11,9850,28,0.0,0.0,Ward,0
5,14,548,0.0,50.0,10,172780,0,0,3,-3,1246.4,3,2,1,3,0.0,0.5,0,James,0.9,26,6,259.2,15,8,171,False,642.4,58,16,2624,Hip injury - Unknown return date,2020-07-03T13:12:17.470888Z,73,0,0,0,172780.jpg,4.0,0,0,Maddison,12.5,False,,i,9,13,702.0,43,21,125,3228422,90,3112104,14241,0.1,17.1,Maddison,4
10,9,382,100.0,100.0,9,201666,0,0,-1,1,494.9,50,37,2,3,2.1,2.6,3,Harvey,2.6,20,6,187.4,41,22,172,False,512.6,114,39,1976,,2019-12-21T19:30:16.602039Z,59,0,0,0,201666.jpg,3.8,0,0,Barnes,2.2,False,,a,9,13,865.0,32,15,130,723217,3801,594776,8023,0.4,22.0,Barnes,0
0,0,0,0.0,0.0,0,115858,0,0,-4,4,0.0,645,268,0,3,0.0,0.0,0,Rachid,0.0,0,0,0.0,649,268,173,False,0.0,648,267,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-09-18T22:00:13.300063Z,51,0,0,0,115858.jpg,0.0,0,0,Ghezzal,0.0,False,,n,9,13,0.0,642,268,0,657,6,3978,3,0.0,0.0,Ghezzal,0
3,1,173,0.0,75.0,3,51938,0,0,-4,4,285.8,140,87,0,3,0.0,1.0,0,Marc,1.3,10,0,56.2,266,129,174,False,182.2,318,135,785,Knock - Expected back 26 Jul,2020-07-12T20:30:24.145970Z,51,0,0,0,51938.jpg,1.9,0,0,Albrighton,0.2,False,,i,9,13,94.0,283,143,36,12012,3,24343,190,0.3,7.1,Albrighton,2
4,0,136,100.0,100.0,1,172632,0,0,-5,5,182.6,205,128,0,3,2.1,2.6,6,Demarai,2.6,5,2,57.3,262,127,175,False,193.4,307,130,543,,2019-12-01T23:30:20.997051Z,50,0,1,0,172632.jpg,2.2,0,0,Gray,0.3,False,,a,9,13,199.0,196,106,42,17398,539,41155,189,0.5,8.4,Gray,1
