chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
,,232653,0,0,0,0,0,3,0.5,0.5,1,Jacob,1.0,554,False,,,45,232653.jpg,1.3,Ramsey,0.1,False,,a,2,7,28,16728,0,14013,0,0.2,6.2,Ramsey,611,0,0,2,10,0,0,0,0,0,0,0,75,71.8,91.7,126.0,28.8,396,170,283,162,257,129,358,162,,,,,,
100.0,0.0,122775,0,0,0,0,0,3,0.0,0.0,0,Morgan,0.0,647,False,,2021-04-10T19:30:21.667439Z,55,122775.jpg,1.1,Sanson,0.0,False,,a,2,7,10,770,0,684,0,0.0,1.8,Sanson,288,0,0,1,4,0,0,0,3,0,0,0,29,25.8,28.8,10.0,6.2,445,190,375,187,413,191,442,194,6.0,,,,,
,,465390,0,0,0,0,0,3,-0.5,-0.5,0,Kaine,0.0,671,False,,,45,465390.jpg,0.0,Hayden,0.0,False,,a,2,7,0,396,0,274,0,0.0,0.0,Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656,264,647,265,638,264,661,266,,,,,,
,,478912,0,0,0,0,0,3,-0.3,-0.2,1,Carney,0.3,672,False,,,45,478912.jpg,1.0,Chukwuemeka,0.0,False,,a,2,7,2,422,0,216,0,0.1,0.4,Chukwuemeka,18,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0.8,3.0,0.3,660,268,464,210,437,201,503,212,,,,,,
,,481624,0,0,-1,1,0,3,-0.3,-0.3,0,Jaden,0.2,683,False,,,44,481624.jpg,1.0,Philogene-Bidace,0.0,False,,a,2,7,1,336,0,196,0,0.0,0.2,Philogene-Bidace,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.1,612,234,469,211,587,230,514,218,,,,,,
0.0,0.0,20529,0,0,-2,2,0,4,0.0,0.0,0,Glenn,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,48,20529.jpg,0.0,Murray,0.1,False,,u,3,36,0,5020,0,18731,0,0.0,0.0,Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,681,82,673,84,666,85,684,85,,,,,,
100.0,100.0,39155,0,0,-3,3,0,3,0.3,0.1,1,Adam,0.6,54,False,,2021-04-29T13:00:22.126322Z,62,39155.jpg,1.9,Lallana,0.3,False,,a,3,36,58,44560,0,110942,0,0.1,9.4,Lallana,1584,1,1,5,18,0,0,0,0,0,0,2,265,249.4,353.9,300.0,90.0,265,113,102,70,127,74,167,92,5.0,,,,,
,,60307,0,0,-2,2,0,3,4.1,4.1,2,Pascal,4.6,57,False,,,58,60307.jpg,3.4,Groß,0.4,False,,a,3,36,116,162328,0,156843,0,0.8,20.0,Groß,2479,3,8,10,28,0,0,1,3,0,0,11,525,615.2,1084.2,415.0,211.4,65,20,5,3,89,52,28,19,1.0,,1.0,,1.0,
0.0,0.0,61933,0,0,-2,2,0,2,0.0,0.0,0,Shane,0.0,58,False,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,43,61933.jpg,0.0,Duffy,0.0,False,,u,3,36,0,662,0,5556,0,0.0,0.0,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,574,223,559,224,540,218,583,223,,,,,,
100.0,0.0,66242,0,0,-3,3,0,3,0.0,0.0,0,Davy,0.0,59,False,,2021-05-13T13:30:24.471602Z,47,66242.jpg,1.3,Pröpper,0.0,False,,a,3,36,9,2082,0,7154,0,0.0,1.9,Pröpper,209,0,0,0,2,0,0,0,0,0,0,0,38,24.0,5.1,52.0,8.2,448,191,440,200,347,169,426,185,,,,,,
0.0,0.0,74471,0,0,0,0,0,3,0.0,0.0,0,Aaron,0.0,60,False,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,50,74471.jpg,0.0,Mooy,0.0,False,,u,3,36,0,9990,0,11304,0,0.0,0.0,Mooy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,699,287,694,287,692,286,702,287,,,,,,
100.0,100.0,78916,0,0,-3,3,0,2,2.9,3.1,1,Dan,3.6,61,False,,2021-03-14T15:00:17.842923Z,42,78916.jpg,2.4,Burn,0.7,False,,a,3,36,64,103330,0,104391,0,0.9,15.2,Burn,2057,1,0,6,28,1,0,0,5,0,0,1,330,375.4,181.0,214.0,76.6,194,76,204,49,178,38,209,62,,,,,,
100.0,100.0,83299,0,0,-2,2,3,2,2.1,1.9,1,Lewis,2.4,62,False,,2021-05-09T15:30:25.704864Z,48,83299.jpg,3.9,Dunk,5.9,False,,a,3,36,130,1136216,0,1271208,0,0.5,27.1,Dunk,2932,5,0,11,40,1,0,0,5,2,0,17,626,696.4,135.5,442.0,127.6,45,10,230,58,82,3,89,15,,,3.0,,,
0.0,0.0,86153,0,0,0,0,0,2,0.0,0.0,0,Martín,0.0,63,False,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,45,86153.jpg,0.0,Montoya,0.0,False,,u,3,36,0,210,0,1059,0,0.0,0.0,Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,619,234,608,235,594,230,626,234,,,,,,
100.0,100.0,93284,0,0,-2,2,0,4,-0.5,-0.5,0,Florin,0.0,64,False,,2020-09-12T09:00:10.364918Z,48,93284.jpg,0.0,Andone,0.1,False,,a,3,36,0,14497,0,32162,0,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,687,84,681,86,674,87,690,87,,,,,,
100.0,0.0,109345,0,0,-1,1,1,3,0.0,0.0,0,Solomon,0.0,65,False,,2021-02-04T00:30:21.968227Z,49,109345.jpg,3.3,March,0.4,False,,a,3,36,69,296656,0,291147,0,0.0,14.1,March,1670,2,2,7,25,0,0,0,0,0,0,6,283,368.6,414.3,322.0,110.5,196,78,79,56,117,68,117,67,,,,,,
100.0,100.0,110735,0,0,-2,2,0,2,2.9,2.7,1,Adam,3.2,66,False,,2021-02-06T18:00:25.824469Z,43,110735.jpg,2.9,Webster,1.0,False,,a,3,36,85,129867,0,255711,0,0.7,19.8,Webster,2594,1,0,9,35,0,0,0,4,0,0,0,470,489.0,95.3,244.0,82.8,134,50,279,76,161,26,195,53,,,,,,
100.0,0.0,111478,0,0,-2,2,2,2,0.0,0.0,0,Joël,1.2,67,False,,2021-05-09T17:00:24.489596Z,43,111478.jpg,3.4,Veltman,1.3,False,,a,3,36,96,358303,0,285358,0,0.3,22.3,Veltman,2280,1,1,9,27,0,0,0,3,0,0,10,432,484.4,366.0,169.0,102.1,139,54,97,20,209,55,138,29,,,,,,
100.0,0.0,115382,0,0,-7,7,1,4,0.0,0.0,0,Neal,0.2,68,False,,2021-05-09T15:30:25.744659Z,58,115382.jpg,3.2,Maupay,2.1,False,,a,3,36,105,1115266,0,1143884,0,0.0,18.1,Maupay,2508,8,2,10,34,0,0,1,1,1,0,12,334,442.2,443.2,1103.0,198.5,164,19,71,6,13,8,36,11,,,,,3.0,
100.0,100.0,116216,0,0,-5,5,5,3,3.1,2.9,1,Leandro,3.4,69,False,,2020-11-07T00:00:21.373051Z,55,116216.jpg,3.8,Trossard,1.8,False,,a,3,36,132,672806,0,595206,0,0.6,24.0,Trossard,2602,5,6,12,30,0,0,0,2,0,0,15,406,543.4,724.3,759.0,202.8,96,34,25,21,40,21,33,22,3.0,,2.0,,,
100.0,100.0,165210,0,0,-1,1,0,3,0.7,0.7,1,Alireza,1.2,71,False,,2021-01-11T22:30:26.203805Z,54,165210.jpg,1.1,Jahanbakhsh,0.0,False,,a,3,36,24,2689,0,5347,0,0.2,4.4,Jahanbakhsh,520,0,1,1,9,0,0,0,3,0,0,0,102,68.8,150.8,217.0,43.5,401,173,218,131,177,95,310,141,,,,,,
100.0,0.0,167473,0,0,0,0,0,3,0.0,0.0,0,José,0.0,72,False,,2021-05-21T22:00:18.614773Z,55,167473.jpg,1.0,Izquierdo,0.0,False,,a,3,36,1,10597,0,10602,0,0.0,0.2,Izquierdo,8,0,0,0,0,0,0,0,0,0,0,0,2,3.2,1.3,7.0,1.2,489,206,456,206,422,198,489,204,,,,,,
0.0,0.0,178173,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,73,False,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,44,178173.jpg,0.0,Clarke,0.0,False,,u,3,36,0,339,0,717,0,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600,233,590,234,572,229,609,233,,,,,,
100.0,100.0,198869,0,0,0,0,1,2,1.5,1.7,1,Ben,2.2,74,False,,2021-04-20T22:00:23.623317Z,45,198869.jpg,2.9,White,1.9,False,,a,3,36,104,321865,0,297599,0,0.5,23.1,White,3192,0,0,12,44,0,0,0,3,1,0,5,571,469.0,150.0,153.0,77.5,148,59,219,54,227,62,206,60,,,,,,
0.0,0.0,209362,0,0,-1,1,0,2,0.0,0.0,0,Bernardo,0.0,75,False,Joined Red Bull Salzburg on loan until the end of the season on 19/1,2021-01-20T23:30:17.856679Z,39,209362.jpg,1.7,Fernandes da Silva Junior,4.0,False,,u,3,36,5,319447,0,912494,0,0.0,1.3,Bernardo,205,0,0,0,3,0,0,0,0,0,0,0,30,27.2,32.4,69.0,12.8,440,165,363,128,323,107,408,150,,,,,,
100.0,100.0,227127,0,0,-1,1,0,3,1.3,1.3,2,Yves,1.8,76,False,,2021-01-02T20:30:19.121459Z,44,227127.jpg,2.1,Bissouma,1.6,False,,a,3,36,77,379298,0,567702,0,0.4,17.5,Bissouma,3112,1,0,11,42,0,0,0,8,1,0,2,487,505.6,293.1,195.0,99.0,120,44,136,90,191,100,147,83,,,,,,
100.0,0.0,232792,0,0,1,-1,0,2,0.0,0.0,0,Tariq,0.0,77,False,,2020-12-18T14:00:20.367107Z,46,232792.jpg,3.2,Lamptey,2.2,False,,a,3,36,35,1224276,0,1314351,0,0.0,7.6,Lamptey,887,1,3,2,15,0,0,0,2,1,0,2,156,147.8,162.9,156.0,46.7,334,129,212,52,222,60,296,99,,,,,,
100.0,100.0,233425,0,0,-3,3,0,4,-0.3,-0.3,1,Aaron,0.2,78,False,,2021-03-31T21:30:21.257761Z,52,233425.jpg,2.2,Connolly,0.3,False,,a,3,36,38,85190,0,112232,0,0.0,7.3,Connolly,783,2,1,1,17,0,0,0,0,0,0,2,95,103.0,63.3,297.0,46.0,370,44,331,50,131,39,301,43,,,,,,
100.0,100.0,235382,0,0,-4,4,1,3,0.5,0.7,1,Steven,1.2,79,False,,2021-01-11T22:30:26.268264Z,41,235382.jpg,2.3,Alzate,0.9,False,,a,3,36,35,236556,0,206801,0,0.3,8.5,Alzate,892,1,0,5,17,0,0,0,2,0,0,3,141,132.0,154.0,88.0,37.5,346,147,216,129,296,147,333,148,,,,,,
100.0,100.0,243016,0,0,-2,2,0,3,0.3,0.7,2,Alexis,1.2,80,False,,2021-02-01T16:30:27.126938Z,53,243016.jpg,2.3,Mac Allister,0.0,False,,a,3,36,48,5004,0,7879,0,0.2,9.1,Mac Allister,1108,1,1,5,14,0,0,0,1,0,0,3,148,169.8,207.3,235.0,61.1,314,136,185,117,166,92,256,119,4.0,,4.0,,,
100.0,100.0,108813,0,0,0,0,0,1,-0.5,-0.5,0,Christian,0.0,503,False,,2020-09-12T09:00:11.155698Z,40,108813.jpg,0.0,Walton,1.1,False,,a,3,36,0,65891,0,102294,0,0.0,0.0,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,528,52,508,25,484,20,538,52,,,,,,
,,49262,0,0,-1,1,0,1,-0.5,-0.5,0,Jason,0.0,528,False,,,39,49262.jpg,0.0,Steele,0.8,False,,a,3,36,0,115580,0,72167,0,0.0,0.0,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,44,489,15,463,10,521,44,,,,,,
0.0,0.0,220738,0,0,0,0,0,3,0.0,0.0,0,Jayson,0.0,550,False,Joined Preston North End on loan until the end of the season on 5/1. - Expected back 01 Jul,2021-01-11T12:00:22.222847Z,45,220738.jpg,1.0,Molumby,0.0,False,,u,3,36,1,2278,0,2354,0,0.0,0.2,Molumby,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,629,244,621,245,607,240,635,246,,,,,,
,,204676,0,0,0,0,0,4,0.1,0.1,0,Andi,0.6,574,False,,,50,204676.jpg,1.0,Zeqiri,0.1,False,,a,3,36,9,16415,0,14063,0,0.1,1.8,Zeqiri,164,0,0,0,2,0,0,0,0,0,0,0,25,16.0,18.8,107.0,14.2,464,57,393,55,276,53,401,53,,,,,,
100.0,0.0,50175,0,0,0,0,2,4,0.0,0.0,0,Danny,4.8,588,False,,2021-05-18T22:00:23.462843Z,55,50175.jpg,3.7,Welbeck,0.6,False,,a,3,36,89,299406,0,269252,0,0.9,16.2,Welbeck,1541,6,4,6,18,0,0,1,0,0,0,15,286,319.8,269.7,595.0,117.7,226,24,153,20,58,25,104,24,,,,,2.0,
,,215059,0,0,0,0,3,1,1.7,1.7,2,Robert,2.2,597,False,,,45,215059.jpg,3.7,Sánchez,3.4,False,,a,3,36,101,490686,0,236845,0,0.5,22.4,Sánchez,2430,0,0,10,27,0,0,0,2,0,66,8,514,523.0,10.0,4.0,53.9,107,18,420,6,431,2,278,18,,,,,,
100.0,100.0,230127,0,0,-6,6,0,3,0.3,0.3,0,Percy,0.8,627,False,,2021-04-02T22:00:21.344222Z,49,230127.jpg,2.3,Tau,0.0,False,,a,3,36,7,5560,0,4798,0,0.2,1.4,Tau,101,0,1,0,2,0,0,0,0,0,0,0,31,26.8,35.8,6.0,6.9,441,189,355,179,427,199,434,191,,,,,,
100.0,100.0,243505,0,0,0,0,0,3,1.1,1.1,2,Jakub,1.6,628,False,,2021-01-14T22:00:27.325395Z,50,243505.jpg,1.8,Moder,0.0,False,,a,3,36,21,2023,0,1071,0,0.3,4.2,Moder,643,0,0,2,10,0,0,0,0,0,0,0,59,54.6,58.6,135.0,24.8,414,177,334,174,250,125,367,167,,,,,,
,,465572,0,0,0,0,0,3,-0.5,-0.5,0,Reda,0.0,630,False,,,45,465572.jpg,1.0,Khadra,0.0,False,,a,3,36,1,684,0,500,0,0.0,0.2,Khadra,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,2.0,0.2,658,266,649,267,444,204,509,216,,,,,,
,,244848,0,0,0,0,0,3,-0.5,-0.5,0,Teddy,0.0,631,False,,,45,244848.jpg,0.0,Jenks,0.0,False,,a,3,36,0,519,0,409,0,0.0,0.0,Jenks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,635,250,627,251,613,246,641,252,,,,,,
0.0,0.0,215062,0,0,0,0,0,3,0.0,0.0,0,Max,0.0,632,False,Joined Lincoln City on a permanent deal on 1/2,2021-02-02T00:00:26.759828Z,45,215062.jpg,0.0,Sanders,0.0,False,,u,3,36,0,105,0,101,0,0.0,0.0,Sanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624,240,617,242,603,237,631,243,,,,,,
,,440241,0,0,0,0,0,3,-0.5,-0.5,0,Jensen,0.0,633,False,,,45,440241.jpg,0.0,Weir,0.0,False,,a,3,36,0,889,0,720,0,0.0,0.0,Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,642,255,633,256,621,252,647,257,,,,,,
,,209288,0,0,-1,1,0,1,-0.5,-0.5,0,Thomas,0.0,662,False,,,39,209288.jpg,0.0,McGill,0.3,False,,a,3,36,0,42279,0,17991,0,0.0,0.0,McGill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,516,46,495,18,470,13,526,46,,,,,,
,,442229,0,0,0,0,0,2,-0.5,-0.5,0,Michal,0.0,663,False,,,45,442229.jpg,0.0,Karbownik,0.0,False,,a,3,36,0,1343,0,1077,0,0.0,0.0,Karbownik,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,643,236,634,237,623,232,648,236,,,,,,
,,486672,0,0,0,0,0,3,-0.5,-0.5,0,Moisés,0.0,664,False,,,50,486672.jpg,0.0,Caicedo,0.0,False,,a,3,36,0,540,0,375,0,0.0,0.0,Caicedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,701,289,697,289,695,289,704,289,,,,,,
100.0,0.0,40845,0,0,-3,3,0,3,0.0,0.0,0,Dale,0.0,55,False,,2021-05-13T16:00:25.250991Z,42,40845.jpg,1.1,Stephens,3.1,False,,a,4,90,8,365908,0,1038265,0,0.0,1.9,Stephens,257,0,0,0,4,0,0,0,1,0,0,0,33,31.0,8.3,41.0,8.0,439,188,428,197,361,174,427,186,,,,,,
100.0,100.0,17761,0,0,-2,2,1,2,3.2,2.6,2,James,2.6,81,False,,2020-09-17T22:00:10.017429Z,53,17761.jpg,3.0,Tarkowski,3.0,False,,a,4,90,109,321901,0,492488,0,0.5,20.6,Tarkowski,3240,1,0,11,50,0,0,0,6,0,0,9,534,759.2,147.1,339.0,125.1,29,6,222,55,111,10,93,17,,,,,,
100.0,0.0,17997,0,0,-1,1,0,2,0.0,0.0,0,Phil,0.0,82,False,,2021-05-13T16:00:25.397601Z,44,17997.jpg,0.5,Bardsley,0.2,False,,a,4,90,2,13530,0,44174,0,0.0,0.5,Bardsley,273,0,0,0,8,0,0,0,2,0,0,0,28,39.4,12.9,6.0,5.9,426,161,405,153,423,160,445,165,,,,,,
100.0,100.0,39487,0,0,-2,2,0,2,0.0,0.0,0,Erik,0.0,83,False,,2021-04-04T17:00:20.419559Z,43,39487.jpg,2.5,Pieters,0.4,False,,a,4,90,50,134740,0,197341,0,0.0,11.6,Pieters,1260,0,3,3,19,1,0,0,1,0,0,5,203,199.4,77.0,63.0,34.0,288,112,308,94,335,114,341,121,5.0,,,,,
100.0,100.0,40145,0,0,0,0,0,3,2.4,2.2,2,Jack,2.2,84,False,,2021-03-04T13:30:22.828817Z,50,40145.jpg,2.1,Cork,0.0,False,,a,4,90,33,11770,0,11954,0,0.4,6.6,Cork,1350,0,0,4,24,0,0,0,2,0,0,0,154,128.0,101.3,76.0,30.6,350,149,266,154,318,158,353,159,,,,,,
100.0,0.0,41674,0,0,-2,2,0,2,0.0,0.0,0,Kevin,0.0,85,False,,2021-03-23T20:30:23.166236Z,43,41674.jpg,1.8,Long,0.1,False,,a,4,90,14,13483,0,22838,0,0.0,3.3,Long,636,0,0,1,13,0,0,0,2,0,0,1,85,102.6,12.0,25.0,14.0,372,143,410,155,384,144,402,147,,,,,,
100.0,100.0,44683,0,0,-3,3,1,4,0.8,0.8,1,Jay,0.8,86,False,,2021-01-01T10:30:18.225481Z,57,44683.jpg,1.7,Rodriguez,0.3,False,,a,4,90,54,65429,0,99975,0,0.1,9.5,Rodriguez,1248,1,3,4,25,0,0,0,3,0,0,2,125,149.6,97.2,415.0,65.5,333,38,277,43,88,33,246,36,,,,,3.0,
100.0,100.0,44699,0,0,0,0,0,4,0.6,0.8,1,Ashley,0.8,87,False,,2021-02-21T15:00:25.419290Z,60,44699.jpg,2.4,Barnes,0.2,False,,a,4,90,52,163868,0,165222,0,0.1,8.7,Barnes,1324,3,0,6,19,0,0,0,4,0,0,7,107,153.8,243.6,548.0,93.8,329,37,169,25,59,26,157,29,,,,,1.0,
100.0,100.0,51927,0,0,-3,3,1,2,2.6,1.4,0,Ben,1.4,88,False,,2020-09-07T00:30:12.617922Z,47,51927.jpg,3.4,Mee,2.9,False,,a,4,90,102,784895,0,599085,0,0.3,21.7,Mee,2693,2,0,10,41,0,0,0,3,0,0,7,500,691.0,71.6,312.0,107.9,49,13,319,101,124,15,122,23,,,,,,
100.0,100.0,60551,0,0,-2,2,1,3,4.8,3.4,2,Ashley,3.4,89,False,,2021-01-11T12:00:21.212082Z,53,60551.jpg,2.9,Westwood,0.7,False,,a,4,90,112,107366,0,119930,0,0.6,21.1,Westwood,3410,3,4,11,55,0,0,0,7,0,0,5,585,546.2,781.7,156.0,148.6,95,33,19,15,223,113,71,43,1.0,,,,,
100.0,100.0,60586,0,0,-1,1,0,3,0.6,1.0,2,Johann Berg,1.0,90,False,,2021-02-17T21:00:23.546436Z,54,60586.jpg,2.3,Gudmundsson,0.0,False,,a,4,90,50,17703,0,21422,0,0.2,9.3,Gudmundsson,1358,2,0,3,24,0,0,0,2,0,0,3,175,178.6,157.3,161.0,49.5,305,130,214,128,219,112,288,135,3.0,,3.0,,,
100.0,100.0,60689,0,0,1,-1,1,4,7.2,3.6,2,Chris,3.6,91,False,,2021-01-31T17:30:27.524314Z,66,60689.jpg,4.2,Wood,5.6,False,,a,4,90,138,834276,0,555458,0,0.5,20.9,Wood,2741,12,3,9,43,0,0,0,0,0,0,16,395,595.2,321.6,1085.0,199.4,70,9,120,15,15,10,35,10,,,,,1.0,
100.0,100.0,68983,0,0,-1,1,1,2,3.2,2.0,2,Matthew,2.0,92,False,,2020-09-30T20:00:20.120303Z,44,68983.jpg,3.0,Lowton,2.5,False,,a,4,90,103,547303,0,364517,0,0.5,23.4,Lowton,3060,1,1,10,47,0,0,0,5,0,0,6,545,542.4,377.5,125.0,104.6,97,35,91,18,258,77,127,26,,,,,,
100.0,100.0,81183,0,0,-2,2,0,4,2.4,2.2,1,Matej,2.2,93,False,,2021-02-17T18:30:27.291873Z,48,81183.jpg,2.2,Vydra,1.5,False,,a,4,90,62,296799,0,240124,0,0.5,12.9,Vydra,1359,3,2,3,24,0,0,0,0,0,0,2,194,197.4,193.2,479.0,86.0,289,31,195,31,71,30,186,32,,,,,,
0.0,0.0,83312,0,0,-1,1,0,2,0.0,0.0,0,Ben,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05T11:00:07.592134Z,39,83312.jpg,0.0,Gibson,0.1,False,,u,4,90,0,6239,0,20203,0,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,188,492,188,466,176,523,188,,,,,,
100.0,0.0,90517,0,0,0,0,0,3,0.0,0.0,0,Robbie,0.0,95,False,,2021-03-31T12:00:21.476078Z,50,90517.jpg,2.3,Brady,0.0,False,,a,4,90,44,13631,0,16717,0,0.0,8.8,Brady,1047,1,1,7,6,0,0,0,3,0,0,3,157,174.2,133.9,168.0,47.2,311,134,232,140,210,106,294,138,4.0,,2.0,,,
100.0,75.0,98747,0,0,0,0,2,1,2.1,1.2,0,Nick,1.6,96,False,,2021-05-13T16:00:25.454756Z,55,98747.jpg,4.5,Pope,9.6,False,,a,4,90,144,1059364,0,1505364,0,0.3,26.2,Pope,2880,0,0,11,37,0,0,0,1,0,114,20,652,846.6,20.0,2.0,86.8,14,7,390,2,449,6,178,6,,,,,,
100.0,100.0,103914,0,0,-1,1,0,2,3.2,2.4,2,Charlie,2.4,97,False,,2021-03-06T15:00:26.500226Z,44,103914.jpg,2.9,Taylor,1.4,False,,a,4,90,83,624199,0,864368,0,0.5,18.9,Taylor,2425,0,2,8,42,0,0,0,1,0,0,5,451,468.2,245.4,52.0,76.6,149,60,167,37,346,121,210,63,,,,,,
100.0,100.0,172782,0,0,-1,1,0,3,3.0,2.6,1,Josh,2.6,98,False,,2021-01-25T21:30:18.982874Z,49,172782.jpg,2.2,Brownhill,0.1,False,,a,4,90,74,9897,0,10328,0,0.5,15.1,Brownhill,2812,0,1,10,42,0,0,0,2,0,0,0,359,347.2,297.6,380.0,102.6,213,87,133,88,97,57,135,77,,,1.0,,,
100.0,100.0,220037,0,0,0,0,0,1,0.0,0.0,0,Bailey,0.0,99,False,,2021-01-11T12:00:21.252081Z,40,220037.jpg,0.8,Peacock-Farrell,1.1,False,,a,4,90,3,97106,0,111591,0,0.0,0.8,Peacock-Farrell,360,0,0,0,14,0,0,0,0,0,10,0,49,82.6,0.0,0.0,8.2,387,27,515,30,492,26,425,27,,,,,,
100.0,100.0,433154,0,0,-3,3,2,3,4.0,2.2,2,Dwight,2.2,100,False,,2021-04-16T12:30:23.724126Z,57,433154.jpg,3.1,McNeil,0.5,False,,a,4,90,113,80860,0,104671,0,0.4,19.8,McNeil,3068,2,5,11,50,0,0,0,1,0,0,8,493,573.6,769.0,251.0,159.7,84,25,21,17,159,90,57,33,2.0,,4.0,,,
100.0,100.0,218023,0,0,-2,2,0,2,0.0,0.2,1,Jimmy,0.2,519,False,,2021-01-01T10:30:19.319929Z,38,218023.jpg,3.0,Dunne,4.1,False,,a,4,90,9,1073282,0,876794,0,0.1,2.4,Dunne,270,1,0,0,6,0,0,0,1,0,0,0,50,66.2,21.2,38.0,12.6,405,154,385,142,365,132,409,151,,,,,,
0.0,0.0,461102,0,0,-1,1,0,2,0.0,0.0,0,Bobby,0.0,520,False,Joined Barrow on loan until the end of the season,2021-01-24T15:00:27.128058Z,39,461102.jpg,0.0,Thomas,0.4,False,,u,4,90,0,48725,0,57391,0,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,520,193,499,193,475,183,530,193,,,,,,
,,217401,0,0,-1,1,0,3,0.0,0.0,0,Josh,0.0,535,False,,,44,217401.jpg,1.7,Benson,0.0,False,,a,4,90,10,4559,0,4188,0,0.0,2.3,Benson,260,0,0,1,7,0,0,0,0,0,0,0,27,16.0,7.9,13.0,3.7,463,196,432,198,404,186,455,196,,,5.0,,,
,,195471,0,0,-1,1,0,2,0.0,0.0,0,Anthony,0.0,536,False,,,39,195471.jpg,0.0,Driscoll-Glennon,0.1,False,,a,4,90,0,9512,0,9358,0,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,190,494,190,469,179,525,190,,,,,,
0.0,0.0,195064,0,0,0,0,0,3,0.0,0.0,0,Mace,0.0,551,False,Joined Barrow on loan until the end of the season,2021-02-02T17:30:29.256812Z,45,195064.jpg,0.0,Goodridge,0.0,False,,u,4,90,0,1278,0,1428,0,0.0,0.0,Goodridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,623,239,615,241,601,236,630,242,,,,,,
,,168399,0,0,0,0,0,1,0.2,0.6,2,Will,0.6,583,False,,,40,168399.jpg,1.5,Norris,0.1,False,,a,4,90,3,21337,0,13662,0,0.2,0.8,Norris,180,0,0,0,4,0,0,0,0,0,2,0,20,4.6,10.0,0.0,1.5,482,40,419,5,487,22,485,39,,,,,,
,,461450,0,0,0,0,0,4,0.0,0.0,0,Max,0.0,591,False,,,45,461450.jpg,0.0,Thompson,0.1,False,,a,4,90,0,24766,0,21229,0,0.0,0.0,Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,652,75,643,77,634,78,657,78,,,,,,
