chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
100.0,100.0,81880,0,0,-2,2,0,3,1.9,2.1,1,Alex,1.6,248,False,,2020-08-21T14:30:10.835560Z,63,81880.jpg,1.6,Oxlade-Chamberlain,0.1,False,,a,11,14,21,6645,0,7703,0,0.3,3.3,Chamberlain,243,1,1,0,6,0,0,0,0,0,0,0,58,70.8,32.9,68.0,17.1,397,171,362,182,326,164,396,177,,,,,,
100.0,100.0,92217,0,0,-4,4,2,4,6.3,6.9,5,Roberto,6.4,249,False,,2021-03-07T17:00:21.863501Z,91,92217.jpg,3.9,Firmino,5.7,False,,a,11,14,141,1278572,0,1209765,0,0.7,15.5,Firmino,2837,9,8,10,39,0,0,0,2,0,0,15,615,700.6,604.4,1384.0,268.9,42,6,40,2,7,5,9,4,,,,,4.0,
100.0,0.0,97032,0,0,-3,3,0,2,0.0,0.0,0,Virgil,0.0,250,False,,2020-10-17T15:00:18.628318Z,62,97032.jpg,3.0,van Dijk,6.2,False,,a,11,14,15,385726,0,1998968,0,0.0,2.4,van Dijk,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66.0,15.3,388,150,441,168,329,110,399,145,,,,,,
100.0,100.0,110979,0,0,-2,2,3,3,5.5,8.3,16,Sadio,7.8,251,True,,2021-01-31T17:00:19.543957Z,118,110979.jpg,5.0,Mané,8.2,False,,a,11,14,176,2013619,0,2364727,0,0.7,14.9,Mané,2808,11,11,12,28,0,0,0,3,0,0,14,513,727.6,764.7,1473.0,296.7,39,13,22,18,5,2,6,4,,,,,3.0,
100.0,100.0,116535,0,0,0,0,2,1,6.7,7.7,8,Alisson,7.2,252,False,,2021-02-03T23:00:31.034249Z,60,116535.jpg,4.2,Ramses Becker,8.3,False,,a,11,14,140,686423,0,1111372,0,1.2,23.3,Alisson,2970,1,0,10,32,0,1,0,1,0,84,13,660,748.6,0.1,17.0,76.6,32,11,481,11,397,1,211,10,,,,,,
100.0,100.0,116643,0,0,-1,1,0,3,2.7,3.1,3,Fabio Henrique,2.6,253,False,,2021-02-12T12:00:55.252659Z,54,116643.jpg,2.4,Tavares,0.9,False,,a,11,14,71,119250,0,188088,0,0.5,13.1,Fabinho,2566,0,2,11,29,0,0,0,6,0,0,2,421,453.4,104.0,75.0,63.6,157,58,258,149,319,159,251,116,,,4.0,,,
100.0,100.0,118748,0,0,9,-9,4,3,7.5,6.9,6,Mohamed,6.4,254,True,,2020-11-13T15:30:16.171973Z,129,118748.jpg,6.2,Salah,43.6,False,,a,11,14,231,6642020,0,5825059,0,0.5,17.9,Salah,3077,22,6,11,41,0,0,0,0,0,0,21,657,1033.4,798.3,1868.0,369.6,5,3,17,13,1,1,2,2,,,2.0,,2.0,
100.0,100.0,122798,0,0,3,-3,3,2,5.9,6.9,8,Andrew,6.4,255,True,,2020-12-01T23:30:25.355446Z,73,122798.jpg,4.2,Robertson,16.5,False,,a,11,14,161,2667908,0,2484827,0,0.9,22.1,Robertson,3384,1,8,12,42,0,0,0,2,0,0,19,834,736.6,1071.0,354.0,216.4,37,8,7,3,106,7,24,2,1.0,,,,,
100.0,100.0,152760,0,0,-4,4,0,4,0.5,0.5,0,Divock,0.0,256,False,,2021-03-15T23:00:23.365519Z,51,152760.jpg,1.1,Origi,0.6,False,,a,11,14,10,39351,0,99242,0,0.0,2.0,Origi,180,0,0,1,0,0,0,0,0,0,0,0,23,17.8,33.2,60.0,11.1,456,56,361,53,340,56,416,56,,,,,,
0.0,0.0,153682,0,0,-4,4,0,3,0.0,0.0,0,Harry,0.0,257,False,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.702823Z,51,153682.jpg,0.0,Wilson,0.0,False,,u,11,14,0,502,0,6183,0,0.0,0.0,Harry Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,702,290,698,290,696,290,705,290,,,,,,
100.0,100.0,169187,0,0,3,-3,4,2,6.5,7.1,5,Trent,6.6,259,True,,2020-11-08T18:30:19.053913Z,78,169187.jpg,4.4,Alexander-Arnold,27.1,False,,a,11,14,160,2272992,0,3840385,0,0.8,20.5,Alexander-Arnold,3029,2,8,10,40,0,0,0,2,0,0,26,761,785.2,1198.7,524.0,250.7,23,4,3,1,64,2,14,1,2.0,,1.0,,,
100.0,0.0,171287,0,0,-3,3,0,2,0.0,0.0,0,Joseph,0.0,260,False,,2020-11-12T11:30:20.318274Z,52,171287.jpg,1.4,Gomez,1.0,False,,a,11,14,10,109938,0,379548,0,0.0,1.9,Gomez,589,0,0,0,14,0,0,0,0,0,0,0,94,106.8,18.1,0.0,12.5,367,142,394,147,698,246,411,152,,,,,,
100.0,0.0,175592,0,0,-3,3,0,3,0.0,0.0,0,Naby,0.0,261,False,,2021-05-12T13:30:24.612655Z,52,175592.jpg,1.5,Keita,0.2,False,,a,11,14,15,17380,0,81802,0,0.0,2.9,Keita,517,0,0,2,8,0,0,0,1,0,0,0,78,70.6,100.5,119.0,29.0,398,172,268,155,263,132,357,161,,,,,,
100.0,100.0,206915,0,0,-1,1,0,3,1.9,1.7,0,Curtis,1.2,263,False,,2021-04-10T22:00:29.115973Z,44,206915.jpg,2.1,Jones,0.6,False,,a,11,14,50,239769,0,241067,0,0.3,11.4,Jones,1169,1,2,5,14,0,0,0,2,0,0,0,226,224.6,233.4,289.0,74.8,275,116,177,112,138,81,217,107,,,,,,
,,215136,0,0,-2,2,0,2,0.7,0.7,0,Neco,0.2,264,False,,,38,215136.jpg,1.8,Williams,4.1,False,,a,11,14,11,618136,0,627244,0,0.1,2.9,Neco Williams,247,0,0,1,1,0,0,0,1,0,0,0,51,42.0,47.8,34.0,12.2,423,158,344,117,366,133,412,153,,,,,,
0.0,0.0,444884,0,0,-2,2,0,3,0.0,0.0,0,Harvey,0.0,265,False,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.725544Z,43,444884.jpg,0.0,Elliott,0.1,False,,u,11,14,0,12394,0,20770,0,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593,220,580,222,561,213,602,224,,,,,,
100.0,50.0,194634,0,0,4,-4,0,3,1.4,1.4,1,Diogo,2.2,468,False,,2021-05-16T15:30:25.435101Z,69,194634.jpg,4.5,Jota,5.7,False,,a,11,14,86,4153092,0,4026791,0,0.3,12.5,Jota,1106,9,0,4,15,0,0,0,2,0,0,9,228,387.4,188.3,680.0,125.7,189,74,200,122,50,28,92,55,,,,,,
100.0,100.0,61558,0,0,-5,5,0,3,4.3,4.3,3,Thiago,3.8,531,False,,2020-09-28T21:00:20.374299Z,55,61558.jpg,2.3,Alcántara do Nascimento,1.2,False,,a,11,14,55,428156,0,420510,0,0.7,10.0,Thiago,1851,1,0,8,18,0,0,0,4,0,0,1,331,360.8,443.8,176.0,98.2,202,80,70,51,205,103,150,84,,,,,,
100.0,100.0,200720,0,0,0,0,1,1,0.5,0.5,0,Caoimhin,0.0,560,False,,2021-03-05T23:30:23.493391Z,45,200720.jpg,5.0,Kelleher,0.1,False,,a,11,14,10,32711,0,32079,0,0.0,2.2,Kelleher,180,0,0,1,1,0,0,0,0,0,6,0,41,57.8,0.0,0.0,5.8,412,30,616,66,602,62,447,30,,,,,,
100.0,100.0,197464,0,0,2,-2,1,2,5.5,6.7,6,Nathaniel,6.2,589,False,,2021-04-19T22:00:20.536217Z,42,197464.jpg,4.0,Phillips,4.7,False,,a,11,14,68,660325,0,289181,0,1.5,16.2,Phillips,1455,1,1,7,11,0,0,0,2,0,0,1,325,366.0,90.5,128.0,58.6,198,78,285,79,256,76,259,86,,,,,,
100.0,100.0,219937,0,0,0,0,0,2,3.7,4.9,6,Rhys,4.4,594,False,,2020-11-18T11:00:17.124630Z,40,219937.jpg,3.1,Williams,0.3,False,,a,11,14,28,75154,0,54373,0,1.1,7.0,Rhys Williams,659,0,0,3,6,0,0,0,0,0,0,1,135,109.2,29.4,32.0,17.1,365,141,374,135,373,138,395,143,,,,,,
,,233489,0,0,0,0,0,3,0.5,0.5,0,Leighton,0.0,601,False,,,45,233489.jpg,0.0,Clarkson,0.0,False,,a,11,14,0,641,0,608,0,0.0,0.0,Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,633,248,625,249,611,244,639,250,,,,,,
,,243343,0,0,0,0,0,3,0.5,0.5,0,Jake,0.0,607,False,,,45,243343.jpg,0.0,Cain,0.0,False,,a,11,14,0,639,0,563,0,0.0,0.0,Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,634,249,626,250,612,245,640,251,,,,,,
100.0,0.0,438277,0,0,0,0,0,2,0.0,0.0,0,Ozan,0.0,652,False,,2021-05-12T13:30:25.302797Z,50,438277.jpg,2.9,Kabak,0.4,False,,a,11,14,26,142380,0,115769,0,0.0,5.2,Kabak,801,0,0,3,9,0,0,0,3,0,0,1,150,131.0,17.2,19.0,16.7,348,136,397,150,390,148,398,144,,,,,,
100.0,0.0,152898,0,0,-3,3,0,2,0.0,0.0,0,Ben,0.0,653,False,,2021-05-12T13:30:25.326477Z,47,152898.jpg,0.0,Davies,0.0,False,,a,11,14,0,4479,0,3836,0,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,674,238,666,239,658,235,677,238,,,,,,
,,433019,0,0,0,0,0,1,0.5,0.5,0,Liam,0.0,677,False,,,40,433019.jpg,0.0,Hughes,0.0,False,,a,11,14,0,363,0,264,0,0.0,0.0,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,546,61,528,35,505,31,556,61,,,,,,
,,490138,0,0,0,0,0,1,0.5,0.5,0,Jakub,0.0,678,False,,,40,490138.jpg,0.0,Ojrzynski,0.0,False,,a,11,14,0,434,0,310,0,0.0,0.0,Ojrzynski,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,563,65,545,39,522,35,573,65,,,,,,
,,182436,0,0,0,0,0,3,0.5,0.5,0,Ben,0.0,696,False,,,45,182436.jpg,0.0,Woodburn,0.0,False,,a,11,14,0,142,0,51,0,0.0,0.0,Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621,238,613,240,599,235,628,241,,,,,,
,,480818,0,0,0,0,0,2,0.5,0.5,0,Billy,0.0,697,False,,,40,480818.jpg,0.0,Koumetio,0.0,False,,a,11,14,0,115,0,40,0,0.0,0.0,Koumetio,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,217,543,218,520,208,571,217,,,,,,
100.0,100.0,27789,0,0,-1,1,2,2,2.2,5.0,15,Fernando,4.0,266,False,,2021-02-10T21:30:20.765037Z,54,27789.jpg,3.1,Luiz Rosa,0.7,False,,a,12,43,65,73976,0,121640,0,0.7,12.0,Fernandinho,1182,0,2,7,10,0,0,0,6,0,0,8,303,195.8,173.2,101.0,47.1,291,113,207,50,284,90,295,98,,,,,,
0.0,0.0,33148,0,0,0,0,0,1,0.0,0.0,0,Claudio,0.0,267,False,Contract expired,2020-08-18T13:59:17.226190Z,45,33148.jpg,0.0,Bravo,0.0,False,,u,12,43,0,451,0,1844,0,0.0,0.0,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,617,78,605,61,591,57,624,78,,,,,,
100.0,100.0,37572,0,0,-2,2,0,4,3.8,5.2,10,Sergio,4.2,268,False,,2021-05-14T22:00:21.902094Z,103,37572.jpg,3.2,Agüero,1.6,False,,a,12,43,38,406215,0,574721,0,0.4,3.7,Agüero,554,4,1,4,4,0,0,1,0,0,0,3,155,125.8,99.9,254.0,47.3,351,41,271,41,156,44,293,41,,,,,1.0,
0.0,0.0,57410,0,0,-1,1,0,2,0.0,0.0,0,Nicolás,0.0,269,False,Joined Benfica on a permanent deal on 29/9,2020-09-24T23:30:12.376512Z,49,57410.jpg,0.0,Otamendi,0.2,False,,u,12,43,0,5379,0,44609,0,0.0,0.0,Otamendi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,696,245,690,246,686,243,699,245,,,,,,
100.0,100.0,58621,0,0,1,-1,2,2,1.2,2.4,6,Kyle,1.4,270,False,,2021-05-18T22:00:22.705420Z,61,58621.jpg,3.8,Walker,4.9,False,,a,12,43,91,1028369,0,1157940,0,0.2,14.9,Walker,1944,1,1,9,20,0,0,0,1,0,0,7,410,317.0,197.5,88.0,60.2,228,89,193,45,299,98,257,85,,,,,,
100.0,100.0,59859,0,0,0,0,6,3,4.2,3.6,0,Ilkay,2.6,271,False,,2021-05-18T22:00:22.727081Z,55,59859.jpg,5.6,Gündogan,17.1,False,,a,12,43,157,4302689,0,3051539,0,0.5,28.5,Gündogan,2025,13,4,12,16,0,0,1,1,0,0,22,620,754.6,688.4,712.0,215.7,31,10,27,22,44,24,25,16,6.0,,4.0,,5.0,
100.0,100.0,61366,0,0,3,-3,3,3,1.0,3.6,13,Kevin,2.6,272,False,,2021-05-08T21:30:21.721412Z,118,61366.jpg,5.6,De Bruyne,11.9,False,,a,12,43,141,5387239,0,6461517,0,0.2,11.9,De Bruyne,1995,6,12,12,17,0,0,1,1,0,0,19,566,687.2,1077.8,888.0,265.5,51,17,6,4,27,14,10,6,1.0,,1.0,,3.0,
100.0,100.0,97299,0,0,1,-1,2,2,1.2,2.4,6,John,1.4,273,False,,2021-04-21T22:00:21.903318Z,51,97299.jpg,5.8,Stones,9.7,False,,a,12,43,128,2788702,0,2135003,0,0.3,25.1,Stones,1933,4,0,14,12,0,0,0,0,1,0,11,531,494.0,78.6,186.0,75.7,128,48,305,92,199,50,215,65,,,,,,
100.0,100.0,102826,0,0,-1,1,3,2,4.8,4.0,0,Benjamin,3.0,274,False,,2020-10-17T22:30:19.749260Z,59,102826.jpg,4.8,Mendy,1.7,False,,a,12,43,63,239378,0,274033,0,0.5,10.7,Mendy,951,2,1,5,10,0,0,0,2,0,0,8,222,179.8,117.1,89.0,38.4,303,117,246,63,295,96,327,116,,,,,,
,,103025,0,0,-4,4,4,3,2.2,3.2,6,Riyad,2.2,275,False,,,81,103025.jpg,5.4,Mahrez,6.4,False,,a,12,43,145,2524433,0,2242060,0,0.3,17.9,Mahrez,1945,9,8,11,22,0,0,0,0,0,0,15,505,589.6,665.8,882.0,213.6,72,22,33,25,28,15,26,17,3.0,,3.0,,2.0,
100.0,100.0,103955,0,0,-6,6,1,3,3.8,4.2,5,Raheem,3.2,276,False,,2021-05-18T22:00:22.750853Z,109,103955.jpg,5.0,Sterling,4.3,False,,a,12,43,154,2471153,0,2456429,0,0.3,14.1,Sterling,2534,10,9,14,23,0,0,1,4,0,0,10,458,638.2,536.5,1319.0,248.3,60,18,50,38,8,3,16,10,,,2.0,,6.0,
100.0,0.0,121145,0,0,3,-3,3,2,0.0,0.0,0,João Pedro Cavaco,3.0,277,False,,2021-05-18T22:00:22.774129Z,58,121145.jpg,4.9,Cancelo,10.6,False,,a,12,43,138,3025558,0,2345577,0,0.5,23.8,Cancelo,2298,2,4,14,21,0,0,0,5,1,0,18,610,569.8,673.0,394.0,163.7,86,33,31,7,95,6,53,6,,,,,,
100.0,100.0,121160,0,0,1,-1,2,1,3.8,5.6,12,Ederson,4.6,278,False,,2021-01-01T14:30:20.473224Z,61,121160.jpg,4.4,Santana de Moraes,9.4,False,,a,12,43,160,1106268,0,869307,0,0.8,26.2,Ederson,3240,0,1,19,28,0,1,0,3,0,66,3,696,538.6,10.0,0.0,54.9,101,17,424,10,712,80,270,17,,,,,,
100.0,100.0,126184,0,0,-1,1,0,2,3.0,2.6,0,Nathan,1.6,279,False,,2021-01-03T19:00:22.353740Z,54,126184.jpg,2.9,Aké,2.4,False,,a,12,43,29,271383,0,631492,0,0.3,5.4,Aké,797,1,0,3,13,0,0,0,4,0,0,1,150,156.0,46.9,44.0,24.7,326,125,345,118,359,130,368,128,,,,,,
100.0,100.0,146941,0,0,0,0,0,2,2.8,2.4,0,Aymeric,1.4,280,False,,2021-04-10T14:00:26.008367Z,60,146941.jpg,3.6,Laporte,2.3,False,,a,12,43,58,204996,0,407135,0,0.2,9.7,Laporte,1343,0,0,7,10,0,0,0,1,0,0,4,286,233.4,78.0,85.0,39.6,271,105,306,93,305,101,324,113,,,,,,
100.0,100.0,165809,0,0,-1,1,2,3,1.8,1.6,0,Bernardo Mota,0.6,281,False,,2020-09-08T22:30:12.089513Z,74,165809.jpg,3.6,Veiga de Carvalho e Silva,1.1,False,,a,12,43,94,271176,0,265872,0,0.1,12.7,Bernardo Silva,2063,2,7,11,18,0,0,0,5,0,0,9,413,399.6,476.2,463.0,134.1,185,72,62,45,75,43,81,49,5.0,,,,,
100.0,100.0,205651,0,0,-4,4,1,4,3.2,4.0,6,Gabriel Fernando,3.0,282,False,,2020-12-25T12:30:19.809330Z,91,205651.jpg,4.0,de Jesus,2.5,False,,a,12,43,115,1066742,0,1048709,0,0.3,12.6,Jesus,2056,9,5,11,17,0,0,0,2,0,0,16,453,462.4,440.2,881.0,178.4,153,17,73,7,30,14,44,14,,,,,,
100.0,100.0,206325,0,0,0,0,1,2,1.8,2.8,6,Oleksandr,1.8,283,False,,2020-12-14T19:00:18.566129Z,55,206325.jpg,3.5,Zinchenko,0.6,False,,a,12,43,69,93522,0,86808,0,0.3,12.5,Zinchenko,1473,0,0,8,14,0,0,0,0,0,0,5,353,262.2,289.9,108.0,66.1,253,97,139,29,274,86,243,80,4.0,,5.0,,,
,,209244,0,0,-4,4,5,3,3.8,4.4,6,Phil,3.4,284,False,,,61,209244.jpg,4.8,Foden,9.8,False,,a,12,43,135,2954662,0,2552215,0,0.6,22.1,Foden,1607,9,8,6,16,0,0,0,0,0,0,17,479,539.4,539.1,699.0,177.7,100,36,49,37,47,26,46,28,2.0,,,,,
100.0,100.0,220394,0,0,-1,1,0,3,1.0,1.0,0,Tommy,0.0,285,False,,2021-01-03T19:00:22.393930Z,44,220394.jpg,0.0,Doyle,0.1,False,,a,12,43,0,7422,0,11287,0,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,603,225,593,227,575,218,612,229,,,,,,
100.0,100.0,220566,0,0,-2,2,0,3,3.5,3.2,1,Rodrigo,2.2,286,False,,2021-02-10T21:30:20.850255Z,53,220566.jpg,2.7,Hernandez,0.4,False,,a,12,43,91,60581,0,76856,0,0.4,17.2,Rodrigo,2747,2,2,13,27,0,0,0,6,0,0,5,531,635.6,544.5,331.0,151.3,61,19,46,34,115,67,68,40,,,,,4.0,
100.0,100.0,224444,0,0,0,0,1,3,9.0,7.6,1,Ferran,6.6,287,False,,2021-01-03T19:00:22.407569Z,70,224444.jpg,4.0,Torres,3.6,False,,a,12,43,95,534680,0,344667,0,0.9,13.6,Torres,1297,7,4,7,13,0,0,0,1,0,0,4,265,349.8,274.1,541.0,116.3,211,85,146,96,60,34,107,63,7.0,,,,,
100.0,100.0,432656,0,0,-3,3,0,2,1.5,1.4,0,Eric,0.4,288,False,,2020-12-09T23:30:20.029734Z,47,432656.jpg,1.0,Garcia,0.2,False,,a,12,43,6,13209,0,26712,0,0.1,1.3,Garcia,380,0,0,0,12,0,0,0,0,0,0,0,64,67.6,26.4,5.0,9.8,404,153,379,137,428,163,422,157,,,,,,
100.0,100.0,449926,0,0,0,0,0,3,1.0,1.0,0,Adrián,0.0,537,False,,2021-01-12T14:30:26.354201Z,45,449926.jpg,0.0,Bernabé,0.0,False,,a,12,43,0,1505,0,1574,0,0.0,0.0,Bernabé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,647,259,638,260,628,258,652,261,,,,,,
,,164484,0,0,-1,1,0,1,1.0,1.0,0,Zack,0.0,538,False,,,44,164484.jpg,2.0,Steffen,0.1,False,,a,12,43,2,26049,0,24110,0,0.0,0.5,Steffen,90,0,0,0,1,0,0,0,0,0,1,0,8,9.6,0.0,0.0,1.0,475,39,589,58,571,54,490,40,,,,,,
,,463034,0,0,-3,3,0,4,1.0,1.0,0,Liam,0.0,539,False,,,42,463034.jpg,1.0,Delap,0.9,False,,a,12,43,1,306104,0,268454,0,0.0,0.2,Delap,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,569,67,473,69,429,66,505,69,,,,,,
100.0,100.0,244851,0,0,-1,1,0,3,1.0,1.0,0,Cole,0.0,552,False,,2021-01-06T11:00:24.427425Z,44,244851.jpg,0.0,Palmer,0.0,False,,a,12,43,0,2129,0,2047,0,0.0,0.0,Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,608,230,598,232,581,224,617,234,,,,,,
100.0,100.0,171314,0,0,4,-4,1,2,1.5,2.4,5,Rúben Santos,1.4,556,False,,2021-02-10T21:30:21.731195Z,59,171314.jpg,4.4,Gato Alves Dias,19.9,False,,a,12,43,142,3169721,0,1715366,0,0.2,24.1,Dias,2843,1,1,17,21,1,0,0,4,0,0,12,656,630.2,90.3,199.0,92.2,63,21,286,80,188,42,163,42,,,,,,
,,432720,0,0,0,0,0,1,1.0,1.0,0,James,0.0,595,False,,,40,432720.jpg,0.0,Trafford,0.1,False,,a,12,43,0,13327,0,11077,0,0.0,0.0,Trafford,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545,60,527,34,504,30,555,60,,,,,,
100.0,100.0,17601,0,0,-1,1,0,1,2.8,2.4,0,Scott,1.4,608,False,,2021-01-06T11:00:24.515426Z,39,17601.jpg,7.0,Carson,0.4,False,,a,12,43,7,43762,0,15725,0,0.4,1.8,Carson,90,0,0,0,3,0,1,0,0,0,2,1,27,37.4,0.0,0.0,3.7,429,32,486,12,459,7,454,32,,,,,,
,,219265,0,0,0,0,0,3,1.0,1.0,0,Felix,0.0,609,False,,,45,219265.jpg,0.0,Nmecha,0.0,False,,a,12,43,0,394,0,362,0,0.0,0.0,Nmecha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,627,242,619,243,605,238,633,244,,,,,,
,,439510,0,0,0,0,0,2,1.0,1.0,0,Luke,0.0,622,False,,,40,439510.jpg,0.0,Mbete,0.0,False,,a,12,43,0,1982,0,1698,0,0.0,0.0,Mbete,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,549,208,531,209,508,199,559,208,,,,,,
0.0,0.0,245719,0,0,0,0,0,2,0.0,0.0,0,Taylor,0.0,623,False,Joined Blackburn Rovers on loan until the end of the season,2021-02-01T16:00:26.908167Z,40,245719.jpg,0.0,Harwood-Bellis,0.0,False,,u,12,43,0,421,0,563,0,0.0,0.0,Harwood-Bellis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,541,204,523,205,500,195,551,204,,,,,,
,,219291,0,0,0,0,0,3,1.0,1.0,0,Claudio,0.0,659,False,,,45,219291.jpg,0.0,Gomes,0.0,False,,a,12,43,0,511,0,358,0,0.0,0.0,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,628,243,620,244,606,239,634,245,,,,,,
0.0,0.0,42899,0,0,-1,1,0,1,0.0,0.0,0,Sergio,0.0,289,False,Not included in Manchester United's 25-man Premier League squad,2020-09-18T11:00:13.071653Z,49,42899.jpg,0.0,Romero,0.1,False,,u,13,1,0,509,0,8247,0,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,693,80,687,71,683,70,696,80,,,,,,
100.0,100.0,43670,0,0,-2,2,0,3,0.9,2.9,10,Juan,2.4,290,False,,2021-02-26T16:00:20.696980Z,58,43670.jpg,3.6,Mata,0.1,False,,a,13,1,32,12462,0,17999,0,0.4,5.5,Mata,507,1,3,1,6,0,0,0,0,0,0,3,126,108.4,132.8,86.0,32.7,366,156,235,142,301,150,348,156,4.0,,4.0,,5.0,
100.0,100.0,51940,0,0,-2,2,1,1,1.3,1.3,0,David,0.8,291,False,,2021-03-04T13:00:26.233611Z,53,51940.jpg,3.5,de Gea,3.3,False,,a,13,1,91,428055,0,554811,0,0.2,17.2,de Gea,2295,0,0,9,32,0,0,0,0,0,59,4,416,464.2,0.0,0.0,46.4,152,19,703,77,702,75,297,19,,,,,,
0.0,0.0,55909,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,292,False,Joined Roma on a permanent deal on 5/10,2020-10-05T20:30:12.521425Z,49,55909.jpg,0.0,Smalling,0.1,False,,u,13,1,0,1911,0,12302,0,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,695,244,689,245,685,242,698,244,,,,,,
0.0,0.0,58498,0,0,-4,4,0,4,0.0,0.0,0,Odion,0.0,293,False,Loan ended,2021-01-27T16:44:57.597898Z,61,58498.jpg,1.0,Ighalo,0.2,False,,u,13,1,1,7620,0,24422,0,0.0,0.2,Ighalo,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,712,92,482,71,450,71,511,71,,,,,,
0.0,0.0,58893,0,0,-2,2,0,2,0.0,0.0,0,Marcos,0.0,294,False,Joined Boca Juniors on a permanent deal on 2/2,2020-11-20T14:30:28.947231Z,48,58893.jpg,0.0,Rojo,0.0,False,,u,13,1,0,1048,0,4671,0,0.0,0.0,Rojo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,683,241,676,242,669,239,686,241,,,,,,
100.0,100.0,62398,0,0,-3,3,0,3,1.3,1.7,2,Nemanja,1.2,295,False,,2021-01-15T18:00:24.365586Z,47,62398.jpg,1.8,Matic,0.2,False,,a,13,1,36,17251,0,29295,0,0.3,7.7,Matic,1101,0,1,4,18,0,0,0,2,0,0,0,223,221.4,148.9,80.0,45.0,278,118,221,133,309,154,305,139,,,,,,
100.0,100.0,74208,0,0,-4,4,1,3,2.5,2.3,0,Paul,1.8,296,False,,2021-04-09T09:00:29.773323Z,76,74208.jpg,3.5,Pogba,1.9,False,,a,13,1,92,489815,0,518791,0,0.2,12.1,Pogba,1892,3,6,5,26,0,0,0,3,0,0,11,355,451.4,376.0,401.0,122.5,160,60,92,65,92,54,97,58,,,3.0,,3.0,
0.0,0.0,76359,0,0,-2,2,0,2,0.0,0.0,0,Phil,0.0,297,False,Not included in Manchester United's 25-man Premier League squad,2020-09-18T09:30:16.753619Z,48,76359.jpg,0.0,Jones,0.0,False,,u,13,1,0,538,0,4778,0,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,684,242,678,243,671,240,687,242,,,,,,
