team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,4,9.0,3.0,2.2,0.8,2.2,0.8,9.0,3.0,4,0,70,52,104.5,89.7,310.6,482.0,374.6,281.3,373,132,278,354,122.0,71.0,17.5,13.0,17.5,13.0,30.5,17.8,149.0,80.3,26.1,22.4,26.1,22.4,37.2,20.1,504.8,420.8,77.6,120.5,77.6,120.5,126.2,105.2,409.5,281.3,93.6,70.3,93.6,70.3,102.4,70.3,577.0,100.0,93.2,33.0,93.2,33.0,144.2,25.0,439.0,365.0,69.5,88.5,69.5,88.5,109.8,91.2
12,LUT,3,2.0,9.0,0.7,3.0,0.7,3.0,2.0,9.0,3,0,110,76,136.1,70.6,475.0,363.8,379.3,211.4,509,130,408,345,50.0,28.0,36.7,25.3,36.7,25.3,16.7,9.3,59.2,61.3,45.4,23.5,45.4,23.5,19.7,20.4,154.8,382.8,158.3,121.3,158.3,121.3,51.6,127.6,235.7,150.5,126.4,70.5,126.4,70.5,78.6,50.2,214.0,79.0,169.7,43.3,169.7,43.3,71.3,26.3,162.0,242.0,136.0,115.0,136.0,115.0,54.0,80.7
13,MCI,4,11.0,2.0,2.8,0.5,2.8,0.5,11.0,2.0,4,0,48,41,53.7,42.4,153.0,319.2,200.7,28.4,192,76,156,286,146.0,97.0,12.0,10.2,12.0,10.2,36.5,24.2,217.0,63.9,13.4,10.6,13.4,10.6,54.2,16.0,739.4,354.0,38.2,79.8,38.2,79.8,184.8,88.5,763.4,190.8,50.2,7.1,50.2,7.1,190.8,47.7,667.0,93.0,48.0,19.0,48.0,19.0,166.8,23.2,637.0,449.0,39.0,71.5,39.0,71.5,159.2,112.2
14,MUN,4,5.0,7.0,1.2,1.8,1.2,1.8,5.0,7.0,4,0,105,71,173.1,91.2,536.4,564.0,592.6,193.7,605,154,428,372,100.0,53.0,26.2,17.8,26.2,17.8,25.0,13.2,161.1,78.1,43.3,22.8,43.3,22.8,40.3,19.5,511.0,472.8,134.1,141.0,134.1,141.0,127.8,118.2,559.7,214.1,148.2,48.4,148.2,48.4,139.9,53.5,545.0,93.0,151.2,38.5,151.2,38.5,136.2,23.2,342.0,371.0,107.0,93.0,107.0,93.0,85.5,92.8
15,NEW,4,7.0,7.0,1.8,1.8,1.8,1.8,7.0,7.0,4,0,118,51,137.4,60.4,485.6,320.4,481.6,193.3,407,89,445,328,104.0,36.0,29.5,12.8,29.5,12.8,26.0,9.0,145.6,66.5,34.4,15.1,34.4,15.1,36.4,16.6,518.8,393.6,121.4,80.1,121.4,80.1,129.7,98.4,435.1,199.8,120.4,48.3,120.4,48.3,108.8,50.0,511.0,68.0,101.8,22.2,101.8,22.2,127.8,17.0,429.0,288.0,111.2,82.0,111.2,82.0,107.2,72.0
16,NFO,4,6.0,6.0,1.5,1.5,1.5,1.5,6.0,6.0,4,0,99,31,176.9,72.7,584.0,456.2,640.9,158.2,549,111,399,269,86.0,78.0,24.8,7.8,24.8,7.8,21.5,19.5,91.0,80.6,44.2,18.2,44.2,18.2,22.8,20.2,404.8,531.2,146.0,114.0,146.0,114.0,101.2,132.8,274.3,121.4,160.2,39.6,160.2,39.6,68.6,30.4,228.0,155.0,137.2,27.8,137.2,27.8,57.0,38.8,314.0,370.0,99.8,67.2,99.8,67.2,78.5,92.5
17,SHU,4,4.0,7.0,1.0,1.8,1.0,1.8,4.0,7.0,4,0,105,76,198.0,89.8,560.0,467.4,686.8,268.4,731,163,444,391,60.0,47.0,26.2,19.0,26.2,19.0,15.0,11.8,72.0,75.2,49.5,22.4,49.5,22.4,18.0,18.8,272.0,532.4,140.0,116.8,140.0,116.8,68.0,133.1,235.6,53.5,171.7,67.1,171.7,67.1,58.9,13.4,219.0,164.0,182.8,40.8,182.8,40.8,54.8,41.0,207.0,289.0,111.0,97.8,111.0,97.8,51.8,72.2
18,TOT,4,11.0,4.0,2.8,1.0,2.8,1.0,11.0,4.0,4,0,81,20,134.7,79.0,420.6,472.0,436.4,223.8,491,93,263,313,125.0,120.0,20.2,5.0,20.2,5.0,31.2,30.0,204.8,96.8,33.7,19.8,33.7,19.8,51.2,24.2,675.0,604.6,105.2,118.0,105.2,118.0,168.8,151.2,621.1,191.5,109.1,56.0,109.1,56.0,155.3,47.9,753.0,171.0,122.8,23.2,122.8,23.2,188.2,42.8,486.0,546.0,65.8,78.2,65.8,78.2,121.5,136.5
19,WHU,4,9.0,4.0,2.2,1.0,2.2,1.0,9.0,4.0,4,0,74,39,168.0,81.8,415.4,420.8,671.5,202.3,601,194,311,286,121.0,66.0,18.5,9.8,18.5,9.8,30.2,16.5,156.4,68.7,42.0,20.4,42.0,20.4,39.1,17.2,649.6,501.2,103.8,105.2,103.8,105.2,162.4,125.3,404.9,114.3,167.9,50.6,167.9,50.6,101.2,28.6,511.0,72.0,150.2,48.5,150.2,48.5,127.8,18.0,446.0,302.0,77.8,71.5,77.8,71.5,111.5,75.5
20,WOL,4,4.0,8.0,1.0,2.0,1.0,2.0,4.0,8.0,4,0,113,76,196.2,75.6,675.8,456.6,564.9,164.0,722,135,427,385,82.0,54.0,28.2,19.0,28.2,19.0,20.5,13.5,146.2,75.7,49.0,18.9,49.0,18.9,36.6,18.9,447.4,474.4,169.0,114.2,169.0,114.2,111.8,118.6,515.5,172.4,141.2,41.0,141.2,41.0,128.9,43.1,500.0,110.0,180.5,33.8,180.5,33.8,125.0,27.5,370.0,341.0,106.8,96.2,106.8,96.2,92.5,85.2
