team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,3,6.0,3.0,2.0,1.0,2.0,1.0,6.0,3.0,3,0,57,48,87.7,67.1,262.0,386.0,305.6,216.9,316,67,220,290,83.0,32.0,19.0,16.0,19.0,16.0,27.7,10.7,111.6,55.8,29.2,22.4,29.2,22.4,37.2,18.6,393.4,309.8,87.3,128.7,87.3,128.7,131.1,103.3,319.8,167.2,101.9,72.3,101.9,72.3,106.6,55.7,403.0,80.0,105.3,22.3,105.3,22.3,134.3,26.7,324.0,214.0,73.3,96.7,73.3,96.7,108.0,71.3
12,LUT,2,1.0,7.0,0.5,3.5,0.5,3.5,1.0,7.0,2,0,80,58,104.5,52.0,340.6,233.2,295.9,176.6,410,109,303,261,34.0,12.0,40.0,29.0,40.0,29.0,17.0,6.0,33.6,38.9,52.2,26.0,52.2,26.0,16.8,19.4,98.2,261.2,170.3,116.6,170.3,116.6,49.1,130.6,105.1,93.3,148.0,88.3,148.0,88.3,52.6,46.6,140.0,35.0,205.0,54.5,205.0,54.5,70.0,17.5,100.0,154.0,151.5,130.5,151.5,130.5,50.0,77.0
13,MCI,3,6.0,1.0,2.0,0.3,2.0,0.3,6.0,1.0,3,0,31,35,36.8,30.8,127.0,245.6,143.0,25.5,105,37,103,226,101.0,75.0,10.3,11.7,10.3,11.7,33.7,25.0,169.5,43.3,12.3,10.3,12.3,10.3,56.5,14.4,498.4,211.0,42.3,81.9,42.3,81.9,166.1,70.3,637.4,158.9,47.7,8.5,47.7,8.5,212.5,53.0,560.0,62.0,35.0,12.3,35.0,12.3,186.7,20.7,421.0,344.0,34.3,75.3,34.3,75.3,140.3,114.7
14,MUN,3,4.0,4.0,1.3,1.3,1.3,1.3,4.0,4.0,3,0,63,60,115.7,77.7,327.0,478.0,416.8,146.4,415,152,271,292,76.0,49.0,21.0,20.0,21.0,20.0,25.3,16.3,130.7,67.2,38.6,25.9,38.6,25.9,43.6,22.4,387.6,375.2,109.0,159.3,109.0,159.3,129.2,125.1,461.3,209.9,138.9,48.8,138.9,48.8,153.8,70.0,461.0,86.0,138.3,50.7,138.3,50.7,153.7,28.7,255.0,305.0,90.3,97.3,90.3,97.3,85.0,101.7
15,NEW,3,6.0,4.0,2.0,1.3,2.0,1.3,6.0,4.0,3,0,76,41,91.3,47.0,308.2,244.8,333.1,153.0,271,70,302,256,84.0,32.0,25.3,13.7,25.3,13.7,28.0,10.7,119.4,53.3,30.4,15.7,30.4,15.7,39.8,17.8,425.0,314.0,102.7,81.6,102.7,81.6,141.7,104.7,338.8,172.1,111.0,51.0,111.0,51.0,112.9,57.4,441.0,45.0,90.3,23.3,90.3,23.3,147.0,15.0,336.0,237.0,100.7,85.3,100.7,85.3,112.0,79.0
16,NFO,3,5.0,6.0,1.7,2.0,1.7,2.0,5.0,6.0,3,0,87,20,143.5,52.7,517.4,371.8,487.4,90.6,434,64,347,193,69.0,36.0,29.0,6.7,29.0,6.7,23.0,12.0,74.5,64.6,47.8,17.6,47.8,17.6,24.8,21.5,302.2,394.8,172.5,123.9,172.5,123.9,100.7,131.6,250.2,99.7,162.5,30.2,162.5,30.2,83.4,33.2,193.0,153.0,144.7,21.3,144.7,21.3,64.3,51.0,263.0,238.0,115.7,64.3,115.7,64.3,87.7,79.3
17,SHU,3,2.0,5.0,0.7,1.7,0.7,1.7,2.0,5.0,3,0,81,66,157.6,67.6,434.8,324.4,609.1,202.0,531,150,349,293,35.0,39.0,27.0,22.0,27.0,22.0,11.7,13.0,42.9,48.3,52.5,22.5,52.5,22.5,14.3,16.1,169.0,382.8,144.9,108.1,144.9,108.1,56.3,127.6,162.9,24.5,203.0,67.3,203.0,67.3,54.3,8.2,104.0,76.0,177.0,50.0,177.0,50.0,34.7,25.3,118.0,214.0,116.3,97.7,116.3,97.7,39.3,71.3
18,TOT,3,6.0,2.0,2.0,0.7,2.0,0.7,6.0,2.0,3,0,55,21,92.8,62.3,260.2,365.2,291.1,203.6,380,53,161,247,76.0,99.0,18.3,7.0,18.3,7.0,25.3,33.0,134.9,70.2,30.9,20.8,30.9,20.8,45.0,23.4,405.6,421.6,86.7,121.7,86.7,121.7,135.2,140.5,454.9,134.1,97.0,67.9,97.0,67.9,151.6,44.7,489.0,145.0,126.7,17.7,126.7,17.7,163.0,48.3,310.0,416.0,53.7,82.3,53.7,82.3,103.3,138.7
19,WHU,3,7.0,3.0,2.3,1.0,2.3,1.0,7.0,3.0,3,0,58,23,142.4,59.4,358.8,299.2,540.9,145.1,527,150,249,198,91.0,48.0,19.3,7.7,19.3,7.7,30.3,16.0,124.8,50.1,47.5,19.8,47.5,19.8,41.6,16.7,515.2,370.6,119.6,99.7,119.6,99.7,171.7,123.5,321.5,79.5,180.3,48.4,180.3,48.4,107.2,26.5,412.0,51.0,175.7,50.0,175.7,50.0,137.3,17.0,341.0,218.0,83.0,66.0,83.0,66.0,113.7,72.7
20,WOL,3,2.0,5.0,0.7,1.7,0.7,1.7,2.0,5.0,3,0,76,69,135.6,62.9,454.0,362.4,420.7,141.7,484,124,273,317,53.0,48.0,25.3,23.0,25.3,23.0,17.7,16.0,114.2,59.5,45.2,21.0,45.2,21.0,38.1,19.8,308.6,350.6,151.3,120.8,151.3,120.8,102.9,116.9,421.5,141.3,140.2,47.2,140.2,47.2,140.5,47.1,413.0,103.0,161.3,41.3,161.3,41.3,137.7,34.3,243.0,277.0,91.0,105.7,91.0,105.7,81.0,92.3
