team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,6,15.0,5.0,2.5,0.8,2.8,0.8,14.0,4.0,5,0,112,64,166.7,119.8,564.6,682.6,559.9,338.6,557,175,477,483,185.0,107.0,18.7,10.7,20.4,7.4,30.8,17.8,248.3,129.9,27.8,20.0,29.8,19.3,41.4,21.6,827.6,692.4,94.1,113.8,101.7,115.9,137.9,115.4,705.1,460.5,93.3,56.4,95.2,50.1,117.5,76.8,951.0,144.0,92.8,29.2,104.4,26.8,158.5,24.0,689.0,585.0,79.5,80.5,85.2,73.4,114.8,97.5
12,LUT,5,3.0,11.0,0.6,2.2,0.5,1.8,2.0,7.0,4,0,157,123,184.6,104.9,633.0,583.6,554.8,274.0,662,190,564,541,82.0,58.0,31.4,24.6,28.2,27.2,16.4,11.6,105.2,101.4,36.9,21.0,31.9,19.8,21.0,20.3,274.2,540.4,126.6,116.7,112.2,119.2,54.8,108.1,386.3,311.1,111.0,54.8,93.5,47.7,77.3,62.2,407.0,164.0,132.4,38.0,114.5,30.8,81.4,32.8,281.0,389.0,112.8,108.2,96.0,114.5,56.2,77.8
13,MCI,6,16.0,3.0,2.7,0.5,2.6,0.6,13.0,3.0,5,0,73,56,92.2,81.7,301.2,579.4,326.5,104.3,302,132,262,450,212.0,145.0,12.2,9.3,12.2,9.8,35.3,24.2,323.9,103.8,15.4,13.6,18.4,16.3,54.0,17.3,1101.8,556.0,50.2,96.6,60.2,115.9,183.6,92.7,1100.4,326.9,54.4,17.4,65.3,20.9,183.4,54.5,1038.0,154.0,50.3,22.0,60.4,26.4,173.0,25.7,913.0,669.0,43.7,75.0,45.8,74.0,152.2,111.5
14,MUN,6,7.0,10.0,1.2,1.7,1.2,2.0,6.0,10.0,5,0,162,96,254.1,121.8,814.8,802.2,847.0,252.2,883,163,652,545,144.0,100.0,27.0,16.0,29.6,17.2,24.0,16.7,220.6,112.4,42.4,20.3,41.3,19.3,36.8,18.7,699.6,681.4,135.8,133.7,142.8,132.8,116.6,113.6,759.1,336.2,141.2,42.0,130.7,36.6,126.5,56.0,751.0,105.0,147.2,27.2,139.4,23.0,125.2,17.5,504.0,604.0,108.7,90.8,114.2,94.4,84.0,100.7
15,NEW,6,16.0,7.0,2.7,1.2,2.2,1.2,11.0,6.0,5,0,142,50,178.1,93.1,606.6,524.4,656.9,265.9,516,139,534,469,189.0,128.0,23.7,8.3,24.2,10.2,31.5,21.3,248.0,118.7,29.7,15.5,31.3,14.5,41.3,19.8,947.6,687.6,101.1,87.4,111.1,87.1,157.9,114.6,658.0,337.1,109.5,44.3,110.9,40.8,109.7,56.2,883.0,159.0,86.0,23.2,90.6,16.8,147.2,26.5,748.0,626.0,89.0,78.2,91.2,79.6,124.7,104.3
16,NFO,6,7.0,9.0,1.2,1.5,1.2,1.4,6.0,7.0,5,0,143,78,231.1,97.5,830.6,644.6,789.1,204.0,699,123,589,478,119.0,90.0,23.8,13.0,22.2,13.6,19.8,15.0,140.5,105.0,38.5,16.2,35.9,17.4,23.4,17.5,546.6,670.4,138.4,107.4,129.8,115.5,91.1,111.7,454.8,196.6,131.5,34.0,119.6,35.8,75.8,32.8,402.0,183.0,116.5,20.5,110.8,22.0,67.0,30.5,435.0,497.0,98.2,79.7,87.4,84.8,72.5,82.8
17,SHU,6,5.0,17.0,0.8,2.8,1.0,3.2,5.0,16.0,5,0,195,146,347.9,148.1,1074.8,776.8,1130.0,434.5,1271,269,802,682,88.0,51.0,32.5,24.3,34.0,22.0,14.7,8.5,114.0,110.9,58.0,24.7,58.7,25.8,19.0,18.5,440.2,803.2,179.1,129.5,188.9,135.2,73.4,133.9,364.2,108.2,188.3,72.4,181.9,78.4,60.7,18.0,341.0,195.0,211.8,44.8,215.8,44.2,56.8,32.5,286.0,450.0,133.7,113.7,141.4,110.0,47.7,75.0
18,TOT,6,15.0,7.0,2.5,1.2,2.6,1.0,13.0,5.0,5,0,119,43,195.4,109.2,633.2,714.6,611.1,260.5,711,115,366,469,184.0,136.0,19.8,7.2,18.4,6.4,30.7,22.7,313.7,130.5,32.6,18.2,33.1,17.8,52.3,21.8,999.8,810.8,105.5,119.1,102.1,119.6,166.6,135.1,997.8,286.0,101.8,43.4,113.9,38.8,166.3,47.7,1140.0,205.0,118.5,19.2,114.4,19.4,190.0,34.2,688.0,686.0,61.0,78.2,57.8,75.0,114.7,114.3
19,WHU,6,11.0,10.0,1.8,1.7,2.0,1.8,10.0,9.0,5,0,153,67,299.5,132.4,825.6,646.0,1082.1,403.3,1096,274,623,470,158.0,86.0,25.5,11.2,26.2,11.8,26.3,14.3,209.7,107.6,49.9,22.1,53.7,25.1,35.0,17.9,903.2,785.6,137.6,107.7,145.6,118.9,150.5,130.9,549.9,169.1,180.4,67.2,198.3,77.7,91.6,28.2,645.0,121.0,182.7,45.7,194.4,54.8,107.5,20.2,623.0,459.0,103.8,78.3,109.4,85.0,103.8,76.5
20,WOL,6,6.0,12.0,1.0,2.0,1.2,2.2,6.0,11.0,5,0,158,114,273.8,121.6,886.4,672.6,804.0,350.0,1047,193,607,591,121.0,71.0,26.3,19.0,27.2,14.6,20.2,11.8,192.4,108.3,45.6,20.3,48.2,19.9,32.1,18.0,636.0,694.2,147.7,112.1,159.2,109.4,106.0,115.7,642.7,208.5,134.0,58.3,134.5,61.5,107.1,34.8,647.0,180.0,174.5,32.2,188.2,28.0,107.8,30.0,508.0,472.0,101.2,98.5,108.0,88.8,84.7,78.7
