team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,5,12.0,4.0,2.4,0.8,2.4,0.8,12.0,4.0,5,0,92,56,133.8,106.1,425.2,583.8,475.4,310.7,451,165,374,421,148.0,91.0,18.4,11.2,18.4,11.2,29.6,18.2,194.2,104.1,26.8,21.2,26.8,21.2,38.8,20.8,641.8,563.2,85.0,116.8,85.0,116.8,128.4,112.6,548.7,355.2,95.1,62.1,95.1,62.1,109.7,71.0,752.0,121.0,90.2,33.0,90.2,33.0,150.4,24.2,549.0,483.0,74.8,84.2,74.8,84.2,109.8,96.6
12,LUT,4,2.0,10.0,0.5,2.5,0.5,2.5,2.0,10.0,4,0,140,110,167.7,88.7,559.0,465.6,528.4,267.3,593,153,522,477,63.0,40.0,35.0,27.5,35.0,27.5,15.8,10.0,72.8,79.2,41.9,22.2,41.9,22.2,18.2,19.8,200.6,466.8,139.8,116.4,139.8,116.4,50.2,116.7,286.4,199.0,132.1,66.8,132.1,66.8,71.6,49.8,257.0,127.0,148.2,38.2,148.2,38.2,64.2,31.8,211.0,301.0,130.5,119.2,130.5,119.2,52.8,75.2
13,MCI,5,14.0,3.0,2.8,0.6,2.8,0.6,14.0,3.0,5,0,65,53,74.1,67.6,267.2,504.8,261.2,55.3,220,115,230,381,188.0,109.0,13.0,10.6,13.0,10.6,37.6,21.8,294.4,88.7,14.8,13.5,14.8,13.5,58.9,17.7,963.8,450.0,53.4,101.0,53.4,101.0,192.8,90.0,1017.6,286.5,52.2,11.1,52.2,11.1,203.5,57.3,963.0,150.0,44.0,23.0,44.0,23.0,192.6,30.0,809.0,531.0,46.0,76.2,46.0,76.2,161.8,106.2
14,MUN,5,6.0,10.0,1.2,2.0,1.2,2.0,6.0,10.0,5,0,145,86,221.5,108.3,744.2,702.2,712.0,223.5,762,157,574,473,119.0,63.0,29.0,17.2,29.0,17.2,23.8,12.6,188.6,96.4,44.3,21.7,44.3,21.7,37.7,19.3,594.8,581.6,148.8,140.4,148.8,140.4,119.0,116.3,651.1,282.0,142.4,44.7,142.4,44.7,130.2,56.4,644.0,99.0,152.4,31.4,152.4,31.4,128.8,19.8,423.0,464.0,114.8,94.6,114.8,94.6,84.6,92.8
15,NEW,5,8.0,7.0,1.6,1.4,1.6,1.4,8.0,7.0,5,0,130,60,162.5,75.9,550.6,410.2,587.7,233.8,486,114,501,394,126.0,72.0,26.0,12.0,26.0,12.0,25.2,14.4,169.3,84.1,32.5,15.2,32.5,15.2,33.9,16.8,604.4,492.2,110.1,82.0,110.1,82.0,120.9,98.4,489.9,260.7,117.5,46.8,117.5,46.8,98.0,52.1,608.0,85.0,97.2,22.8,97.2,22.8,121.6,17.0,497.0,423.0,100.2,78.8,100.2,78.8,99.4,84.6
16,NFO,5,7.0,7.0,1.4,1.4,1.4,1.4,7.0,7.0,5,0,119,42,201.6,82.4,692.6,538.6,706.3,163.6,624,119,485,340,111.0,87.0,23.8,8.4,23.8,8.4,22.2,17.4,122.4,90.9,40.3,16.5,40.3,16.5,24.5,18.2,512.6,595.8,138.5,107.7,138.5,107.7,102.5,119.2,389.5,147.6,141.3,32.7,141.3,32.7,77.9,29.5,320.0,166.0,124.8,23.8,124.8,23.8,64.0,33.2,403.0,428.0,97.0,68.0,97.0,68.0,80.6,85.6
17,SHU,5,5.0,9.0,1.0,1.8,1.0,1.8,5.0,9.0,5,0,132,90,269.2,113.5,731.6,581.4,961.9,358.1,996,195,551,479,76.0,61.0,26.4,18.0,26.4,18.0,15.2,12.2,98.4,93.7,53.8,22.7,53.8,22.7,19.7,18.7,384.2,689.0,146.3,116.3,146.3,116.3,76.8,137.8,295.0,76.1,192.4,71.6,192.4,71.6,59.0,15.2,311.0,170.0,199.2,39.0,199.2,39.0,62.2,34.0,253.0,375.0,110.2,95.8,110.2,95.8,50.6,75.0
18,TOT,5,13.0,5.0,2.6,1.0,2.6,1.0,13.0,5.0,5,0,97,34,161.1,97.5,532.8,628.6,495.8,246.4,583,99,309,399,152.0,134.0,19.4,6.8,19.4,6.8,30.4,26.8,276.0,120.5,32.2,19.5,32.2,19.5,55.2,24.1,846.6,718.6,106.6,125.7,106.6,125.7,169.3,143.7,896.2,281.2,99.2,49.3,99.2,49.3,179.2,56.2,1018.0,203.0,116.6,19.8,116.6,19.8,203.6,40.6,593.0,634.0,61.8,79.8,61.8,79.8,118.6,126.8
19,WHU,5,10.0,7.0,2.0,1.4,2.0,1.4,10.0,7.0,5,0,116,51,245.4,106.6,639.8,516.8,925.7,298.0,897,251,483,368,138.0,78.0,23.2,10.2,23.2,10.2,27.6,15.6,176.8,93.9,49.1,21.3,49.1,21.3,35.4,18.8,763.8,686.8,128.0,103.4,128.0,103.4,152.8,137.4,465.4,141.2,185.1,59.6,185.1,59.6,93.1,28.2,539.0,111.0,179.4,50.2,179.4,50.2,107.8,22.2,520.0,397.0,96.6,73.6,96.6,73.6,104.0,79.4
20,WOL,5,5.0,11.0,1.0,2.2,1.0,2.2,5.0,11.0,5,0,139,96,241.4,99.4,812.8,599.0,704.1,237.9,897,156,537,503,104.0,58.0,27.8,19.2,27.8,19.2,20.8,11.6,175.5,92.1,48.3,19.9,48.3,19.9,35.1,18.4,562.0,576.2,162.6,119.8,162.6,119.8,112.4,115.2,616.3,201.8,140.8,47.6,140.8,47.6,123.3,40.4,578.0,143.0,179.4,31.2,179.4,31.2,115.6,28.6,466.0,408.0,107.4,100.6,107.4,100.6,93.2,81.6
