team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,7,16.0,7.0,2.3,1.0,2.4,1.0,12.0,5.0,5,0,134,79,221.7,142.7,712.8,794.8,762.5,433.4,758,198,578,589,196.0,117.0,19.1,11.3,20.4,7.4,28.0,16.7,268.6,158.7,31.7,20.4,34.5,18.8,38.4,22.7,895.8,864.6,101.8,113.5,110.2,98.7,128.0,123.5,773.6,540.0,108.9,61.9,116.2,58.6,110.5,77.1,1023.0,181.0,108.3,28.3,121.6,30.2,146.1,25.9,727.0,673.0,82.6,84.1,89.4,74.4,103.9,96.1
12,LUT,7,6.0,14.0,0.9,2.0,0.8,1.7,5.0,10.0,6,0,223,148,293.2,149.9,938.4,883.2,937.1,389.0,1067,226,823,753,115.0,92.0,31.9,21.1,29.8,22.3,16.4,13.1,145.8,160.1,41.9,21.4,39.4,20.7,20.8,22.9,408.6,826.8,134.1,126.2,125.7,129.4,58.4,118.1,500.9,528.0,133.9,55.6,126.1,51.0,71.6,75.4,562.0,247.0,152.4,32.3,143.8,26.5,80.3,35.3,391.0,567.0,117.6,107.6,107.2,111.7,55.9,81.0
13,MCI,7,17.0,5.0,2.4,0.7,2.6,1.0,13.0,5.0,5,0,94,72,106.4,96.1,386.2,715.6,353.8,109.0,333,134,327,524,233.0,147.0,13.4,10.3,14.6,10.6,33.3,21.0,367.1,127.4,15.2,13.7,16.0,16.5,52.4,18.2,1203.6,624.8,55.2,102.2,60.7,121.4,171.9,89.3,1302.6,399.4,50.5,15.6,50.5,17.2,186.1,57.1,1164.0,250.0,47.6,19.1,49.6,25.6,166.3,35.7,998.0,723.0,46.7,74.9,52.4,74.0,142.6,103.3
14,MUN,7,7.0,11.0,1.0,1.6,1.2,1.8,6.0,9.0,5,0,182,139,271.0,142.9,893.0,964.8,915.4,267.2,906,196,704,676,159.0,109.0,26.0,19.9,28.2,17.6,22.7,15.6,265.0,125.9,38.7,20.4,36.0,17.3,37.9,18.0,809.4,746.6,127.6,137.8,133.2,129.1,115.6,106.7,937.1,389.2,130.8,38.2,115.8,27.5,133.9,55.6,907.0,120.0,129.4,28.0,111.6,16.4,129.6,17.1,579.0,676.0,100.6,96.6,104.6,91.2,82.7,96.6
15,NEW,7,18.0,7.0,2.6,1.0,2.6,1.0,13.0,5.0,5,0,142,50,178.1,93.1,606.6,524.4,656.9,265.9,516,139,534,469,222.0,166.0,20.3,7.1,18.8,3.8,31.7,23.7,293.7,139.0,25.4,13.3,23.3,12.1,42.0,19.9,1118.0,775.0,86.7,74.9,87.4,74.1,159.7,110.7,782.6,419.8,93.8,38.0,79.4,31.4,111.8,60.0,1045.0,192.0,73.7,19.9,66.2,15.4,149.3,27.4,869.0,768.0,76.3,67.0,69.2,53.6,124.1,109.7
16,NFO,7,8.0,10.0,1.1,1.4,1.0,1.4,5.0,7.0,5,0,169,88,272.4,110.9,939.2,701.4,969.9,237.8,822,165,689,534,141.0,101.0,24.1,12.6,24.4,14.2,20.1,14.4,163.4,120.7,38.9,15.8,37.7,14.6,23.3,17.2,659.4,789.8,134.2,100.2,126.6,83.2,94.2,112.8,535.4,221.3,138.6,34.0,132.4,40.3,76.5,31.6,439.0,197.0,117.4,23.6,118.6,21.4,62.7,28.1,529.0,564.0,98.4,76.3,95.0,82.6,75.6,80.6
17,SHU,7,5.0,19.0,0.7,2.7,0.8,3.2,4.0,16.0,5,0,229,186,403.7,172.6,1231.8,921.4,1295.8,513.0,1507,291,928,832,100.0,60.0,32.7,26.6,35.8,26.0,14.3,8.6,137.6,136.7,57.7,24.7,63.7,24.8,19.7,19.5,482.8,926.0,176.0,131.6,197.1,134.2,69.0,132.3,493.3,175.5,185.1,73.3,191.8,79.8,70.5,25.1,405.0,263.0,215.3,41.6,248.2,33.4,57.9,37.6,335.0,535.0,132.6,118.9,144.8,121.8,47.9,76.4
18,TOT,7,17.0,8.0,2.4,1.1,2.6,1.2,13.0,6.0,5,0,130,53,215.7,138.0,701.4,886.8,679.6,340.0,783,152,404,557,206.0,151.0,18.6,7.6,17.8,7.4,29.4,21.6,368.7,153.4,30.8,19.7,29.4,17.5,52.7,21.9,1148.0,923.0,100.2,126.7,98.6,121.4,164.0,131.9,1200.4,380.8,97.1,48.6,97.6,32.1,171.5,54.4,1341.0,228.0,111.9,21.7,98.8,21.4,191.6,32.6,789.0,792.0,57.7,79.6,54.4,75.4,112.7,113.1
19,WHU,7,13.0,10.0,1.9,1.4,1.8,1.6,9.0,8.0,5,0,165,76,323.1,158.2,868.2,768.8,1211.2,470.6,1160,342,672,555,192.0,126.0,23.6,10.9,25.8,12.4,27.4,18.0,265.5,132.1,46.2,22.6,48.4,24.8,37.9,18.9,1060.2,930.2,124.0,109.8,129.8,114.8,151.5,132.9,715.7,247.6,173.0,67.2,187.1,79.6,102.2,35.4,881.0,143.0,165.7,48.9,167.8,53.0,125.9,20.4,749.0,609.0,96.0,79.3,103.8,86.2,107.0,87.0
20,WOL,7,8.0,13.0,1.1,1.9,1.4,1.6,7.0,8.0,5,0,179,116,317.0,145.2,988.2,741.4,1006.2,422.5,1173,289,692,645,142.0,87.0,25.6,16.6,23.2,11.4,20.3,12.4,206.6,122.7,45.3,20.7,41.9,20.5,29.5,17.5,721.0,830.4,141.2,105.9,120.8,92.8,103.0,118.6,670.0,213.2,143.7,60.4,130.6,71.1,95.7,30.5,678.0,182.0,167.6,41.3,166.8,41.4,96.9,26.0,573.0,546.0,98.9,92.1,94.4,80.0,81.9,78.0
