team,team_name,games_played,GS_tot,GA_tot,GS_pg,GA_pg,GS_last5_pg,GA_last5_pg,GS_last5,GA_last5,games_played_last5,points_conceded,total_points_conceded_atk,total_points_conceded_def,ict_index_conceded_atk,ict_index_conceded_def,influence_conceded_atk,influence_conceded_def,creativity_conceded_atk,creativity_conceded_def,threat_conceded_atk,threat_conceded_def,bps_conceded_atk,bps_conceded_def,total_points_scored_atk,total_points_scored_def,total_points_conceded_pg_atk,total_points_conceded_pg_def,total_points_conceded_pg_atk_last5,total_points_conceded_pg_def_last5,total_points_scored_pg_atk,total_points_scored_pg_def,ict_index_scored_atk,ict_index_scored_def,ict_index_conceded_pg_atk,ict_index_conceded_pg_def,ict_index_conceded_pg_atk_last5,ict_index_conceded_pg_def_last5,ict_index_scored_pg_atk,ict_index_scored_pg_def,influence_scored_atk,influence_scored_def,influence_conceded_pg_atk,influence_conceded_pg_def,influence_conceded_pg_atk_last5,influence_conceded_pg_def_last5,influence_scored_pg_atk,influence_scored_pg_def,creativity_scored_atk,creativity_scored_def,creativity_conceded_pg_atk,creativity_conceded_pg_def,creativity_conceded_pg_atk_last5,creativity_conceded_pg_def_last5,creativity_scored_pg_atk,creativity_scored_pg_def,threat_scored_atk,threat_scored_def,threat_conceded_pg_atk,threat_conceded_pg_def,threat_conceded_pg_atk_last5,threat_conceded_pg_def_last5,threat_scored_pg_atk,threat_scored_pg_def,bps_scored_atk,bps_scored_def,bps_conceded_pg_atk,bps_conceded_pg_def,bps_conceded_pg_atk_last5,bps_conceded_pg_def_last5,bps_scored_pg_atk,bps_scored_pg_def
11,LIV,8,18.0,9.0,2.2,1.1,2.4,1.2,12.0,6.0,5,0,158,91,249.9,161.2,834.4,897.4,845.8,470.1,835,243,657,657,226.0,124.0,19.8,11.4,20.2,8.6,28.2,15.5,307.2,173.5,31.2,20.2,32.4,18.8,38.4,21.7,1034.4,961.4,104.3,112.2,114.5,102.3,129.3,120.2,878.1,586.2,105.7,58.8,108.0,50.6,109.8,73.3,1165.0,185.0,104.4,30.4,103.8,35.2,145.6,23.1,832.0,759.0,82.1,82.1,87.4,73.4,104.0,94.9
12,LUT,8,6.0,15.0,0.8,1.9,0.8,1.3,5.0,8.0,6,0,239,192,329.5,171.5,1015.8,1033.0,1096.7,416.7,1194,264,886,909,130.0,102.0,29.9,24.0,26.5,22.3,16.2,12.8,169.6,176.9,41.2,21.4,37.5,19.9,21.2,22.1,477.0,922.0,127.0,129.1,112.5,133.3,59.6,115.2,595.8,579.4,137.1,52.1,133.5,40.0,74.5,72.4,643.0,269.0,149.2,33.0,130.7,25.8,80.4,33.6,436.0,621.0,110.8,113.6,97.2,108.0,54.5,77.6
13,MCI,8,17.0,6.0,2.1,0.8,2.2,1.0,11.0,5.0,5,0,117,110,135.8,106.8,496.0,767.6,462.0,148.9,415,148,402,657,244.0,163.0,14.6,13.8,17.2,15.0,30.5,20.4,382.8,136.9,17.0,13.4,19.8,15.2,47.8,17.1,1268.4,689.8,62.0,96.0,73.8,104.4,158.6,86.2,1366.6,414.6,57.8,18.6,63.8,24.7,170.8,51.8,1192.0,266.0,51.9,18.5,62.0,22.2,149.0,33.2,1057.0,809.0,50.2,82.1,59.8,86.2,132.1,101.1
14,MUN,8,9.0,12.0,1.1,1.5,1.0,1.6,5.0,8.0,5,0,204,145,300.3,162.0,989.0,1108.6,1025.0,294.5,995,218,776,749,188.0,123.0,25.5,18.1,28.2,17.0,23.5,15.4,313.4,149.4,37.5,20.2,36.9,16.9,39.2,18.7,946.0,835.0,123.6,138.6,132.4,126.1,118.2,104.4,1110.6,499.1,128.1,36.8,121.6,29.6,138.8,62.4,1084.0,157.0,124.4,27.2,116.0,13.2,135.5,19.6,682.0,758.0,97.0,93.6,101.0,91.4,85.2,94.8
15,NEW,8,20.0,9.0,2.5,1.1,2.8,1.0,14.0,5.0,5,0,166,61,200.6,103.6,707.8,597.4,708.0,294.6,592,143,614,540,244.0,177.0,20.8,7.6,18.0,4.0,30.5,22.1,317.3,161.5,25.1,13.0,21.9,11.3,39.7,20.2,1199.2,875.0,88.5,74.7,79.9,70.5,149.9,109.4,833.4,512.3,88.5,36.8,75.0,28.3,104.2,64.0,1152.0,224.0,74.0,17.9,64.2,14.6,144.0,28.0,965.0,859.0,76.8,67.5,62.4,56.8,120.6,107.4
16,NFO,8,8.0,10.0,1.0,1.2,0.6,0.8,3.0,4.0,5,0,186,125,287.0,131.5,986.0,835.8,999.7,303.7,892,171,728,695,161.0,128.0,23.2,15.6,19.8,21.0,20.1,16.0,185.8,143.7,35.9,16.4,28.7,15.8,23.2,18.0,708.0,906.4,123.2,104.5,93.7,92.8,88.5,113.3,644.6,263.7,125.0,38.0,102.5,42.6,80.6,33.0,506.0,268.0,111.5,21.4,91.6,21.4,63.2,33.5,588.0,687.0,91.0,86.9,76.2,100.4,73.5,85.9
17,SHU,8,6.0,22.0,0.8,2.8,0.8,3.4,4.0,17.0,5,0,265,195,450.0,188.0,1391.8,1007.8,1455.0,551.5,1650,319,1043,901,111.0,69.0,33.1,24.4,36.8,25.8,13.9,8.6,156.0,151.7,56.2,23.5,58.5,24.1,19.5,19.0,544.2,1040.4,174.0,126.0,191.4,136.7,68.0,130.0,562.6,190.3,181.9,68.9,169.2,69.9,70.3,23.8,458.0,282.0,206.2,39.9,223.8,33.8,57.2,35.2,389.0,613.0,130.4,112.6,138.8,121.6,48.6,76.6
18,TOT,8,18.0,8.0,2.2,1.0,2.4,1.2,12.0,6.0,5,0,145,63,239.5,154.8,769.8,982.0,774.5,391.4,864,174,449,611,222.0,195.0,18.1,7.9,18.0,8.4,27.8,24.4,405.0,175.0,29.9,19.4,29.3,18.5,50.6,21.9,1225.4,1072.8,96.2,122.8,101.9,123.4,153.2,134.1,1360.0,408.5,96.8,48.9,96.7,37.6,170.0,51.1,1468.0,266.0,108.0,21.8,96.8,24.2,183.5,33.2,852.0,948.0,56.1,76.4,57.6,72.8,106.5,118.5
19,WHU,8,15.0,12.0,1.9,1.5,1.6,1.8,8.0,9.0,5,0,187,87,346.7,180.7,949.4,868.8,1262.0,563.1,1267,374,768,646,216.0,137.0,23.4,10.9,25.8,12.8,27.0,17.1,288.0,142.6,43.3,22.6,40.9,24.3,36.0,17.8,1161.4,1003.2,118.7,108.6,118.1,113.9,145.2,125.4,766.8,276.3,157.8,70.4,144.2,83.6,95.8,34.5,957.0,147.0,158.4,46.8,148.0,44.8,119.6,18.4,829.0,680.0,96.0,80.8,103.8,89.6,103.6,85.0
20,WOL,8,9.0,14.0,1.1,1.8,1.4,1.8,7.0,9.0,5,0,193,137,341.8,170.0,1040.2,848.2,1133.0,488.5,1246,364,749,726,163.0,98.0,24.1,17.1,23.4,13.6,20.4,12.2,228.5,138.7,42.7,21.2,41.2,21.4,28.6,17.3,809.8,939.6,130.0,106.0,117.2,97.2,101.2,117.4,735.0,242.4,141.6,61.1,142.5,69.4,91.9,30.3,743.0,203.0,155.8,45.5,152.4,48.0,92.9,25.4,646.0,607.0,93.6,90.8,95.2,81.8,80.8,75.9
