web_name,opponent_15,predicted_points_15,opponent_16,predicted_points_16,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Davies,LIV,3.68,LEE,4.14,3.91,4.0,4.2,432,100.0,100.0,115556,0,0,-1,1,0,2,3.7,5.2,7,Ben,False,0,2022-09-17T16:30:06.423285Z,49,115556.jpg,Davies,0.9,False,0.0,a,18,6,40,89200,8370,93883,2852,0.9,8.2,814,1,1,4,8,0,0,0,1,0,0,0,187,187.8,125.4,88.0,40.2,108,35,112,20,159,22,118,21,0.0,0.0,0.0,0.0,0.0,0.0,224,30,55,18,68,18,180,65,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,1,0,90.0,1.0,4.0,10.0,9.0,0.69,5.0,369.0,74.0,0.0,1.0,4.0,0.8,4.02,18.7,18.78,12.54,8.8,4.2,3.94,17.8,17.28,13.7,8.2
Sergio Gómez,FUL,3.38,BRE,4.44,3.91,1.4,0.2,587,100.0,0.0,437468,0,0,0,0,0,2,1.2,1.2,0,Sergio,False,0,0,45,437468.jpg,Gómez,0.1,False,0.0,a,13,43,7,35109,122,30316,1241,0.0,1.6,106,0,1,0,3,0,0,0,0,0,0,0,26,44.0,32.5,18.0,9.4,309,119,261,81,309,105,327,115,0.0,0.0,0.0,0.0,0.0,0.0,376,91,365,129,324,116,426,159,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,1,0,0.0,0.0,10.0,5.0,1.0,0.09,1.0,20.0,20.0,0.0,5.0,0.0,0.0,1.88,5.2,8.8,6.5,3.6,1.0,0.7,2.0,0.6,0.5,6.0
Tsimikas,TOT,3.09,SOU,4.7,3.9,2.3,2.2,292,100.0,100.0,214285,0,0,0,0,1,2,2.7,3.2,0,Konstantinos,False,0,2022-08-05T11:30:05.986957Z,45,214285.jpg,Tsimikas,0.5,False,0.0,a,12,14,21,102717,712,72242,5856,0.5,4.7,359,0,3,1,5,0,0,0,1,0,0,0,97,97.8,126.4,56.0,28.2,233,87,108,18,203,40,199,52,3.0,0.0,0.0,0.0,0.0,0.0,355,81,173,64,225,85,254,89,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,0.0,1.0,9.0,9.0,4.0,0.31,3.0,171.0,57.0,0.0,3.0,2.0,0.4,3.13,10.78,10.87,14.04,6.22,3.67,2.2,14.33,10.2,8.43,3.33
Edouard,WHU,4.24,NFO,3.55,3.9,3.2,4.6,166,75.0,0.0,199670,0,0,-1,1,0,4,3.4,4.6,6,Odsonne,False,Knock - 75% chance of playing,2022-10-29T19:30:07.489242Z,54,199670.jpg,Edouard,3.3,False,0.0,d,7,31,38,475259,20263,452998,38158,0.9,7.0,758,3,2,2,11,0,0,0,3,0,0,3,126,206.8,131.2,280.0,61.9,86,8,105,12,40,16,56,13,0.0,0.0,0.0,0.0,3.0,0.0,131,44,38,5,124,13,93,12,17,3,19,0,0.8,0.9,1.2,0.8,20.1,28.5,84.4,89.3,112.1,77.5,21.9,16.7,105.7,38.3,22.7,95.4,19.2,33.9,96.4,99.6,144.6,77.6,22.0,16.8,120.6,35.2,12.4,98.0,0,1,74.0,0.0,5.0,12.0,9.0,0.64,5.0,393.0,79.0,0.0,0.0,5.0,1.0,5.16,10.5,17.23,10.93,23.33,4.6,6.5,16.2,24.8,13.72,26.2
Barnes,EVE,3.63,WHU,4.15,3.89,4.1,4.6,264,100.0,100.0,201666,0,0,-1,1,0,3,4.6,3.6,2,Harvey,False,0,2022-08-05T13:30:06.644219Z,69,201666.jpg,Barnes,1.6,False,0.0,a,10,13,45,205951,10612,247156,9158,0.7,6.5,906,4,0,4,15,0,0,0,0,0,0,0,113,181.2,75.0,368.0,62.2,116,50,170,106,21,11,55,38,0.0,0.0,0.0,0.0,0.0,0.0,42,21,40,13,62,28,135,47,13,2,8,0,0.8,0.9,0.8,1.0,21.6,37.8,97.9,124.2,157.0,73.8,17.7,18.2,87.2,52.9,41.4,85.8,24.4,40.9,102.6,144.9,163.4,81.2,23.8,18.2,79.6,53.3,48.6,104.4,0,1,90.0,2.0,2.0,11.0,10.0,0.83,5.0,426.0,85.0,0.0,0.0,5.0,1.0,5.65,10.27,16.47,6.82,33.45,4.6,5.88,11.8,19.48,4.7,34.6
Guaita,WHU,4.6,NFO,3.16,3.88,3.7,5.6,152,100.0,0.0,40836,0,0,0,0,0,1,5.6,5.6,9,Vicente,False,0,0,45,40836.jpg,Guaita,3.1,False,0.0,a,7,31,44,321037,10132,154437,4309,1.2,9.8,1080,0,0,3,16,0,0,0,1,0,36,5,218,302.6,0.0,0.0,30.2,29,9,556,58,536,49,184,10,0.0,0.0,0.0,0.0,0.0,0.0,318,15,12,2,83,14,97,18,17,3,19,0,0.8,0.9,1.2,0.8,20.1,28.5,84.4,89.3,112.1,77.5,21.9,16.7,105.7,38.3,22.7,95.4,19.2,33.9,96.4,99.6,144.6,77.6,22.0,16.8,120.6,35.2,12.4,98.0,1,0,90.0,0.0,2.0,12.0,12.0,0.86,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.52,18.17,25.22,0.0,0.0,5.6,3.0,22.2,30.0,0.0,0.0
Partey,CHE,4.26,WOL,3.5,3.88,4.1,4.0,6,100.0,100.0,167199,0,0,-2,2,0,3,4.0,5.0,9,Thomas,False,0,2022-09-25T09:00:06.484502Z,48,167199.jpg,Partey,0.5,False,0.0,a,1,3,37,69752,4268,89036,2354,0.8,7.7,779,2,0,5,6,0,0,0,0,0,0,4,168,196.4,125.5,100.0,42.2,96,42,110,79,144,90,108,69,0.0,0.0,0.0,0.0,0.0,0.0,266,163,62,21,59,27,249,83,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,0,1,90.0,4.0,1.0,9.0,9.0,0.9,4.0,360.0,90.0,0.0,1.0,4.0,0.8,4.69,18.67,21.82,13.94,11.11,4.0,4.45,19.25,22.85,12.68,9.0
Johnson,BRE,3.78,CRY,3.96,3.87,2.4,1.2,394,100.0,0.0,242898,-1,1,-4,4,1,4,0.7,0.2,1,Brennan,False,0,0,56,242898.jpg,Johnson,0.9,False,0.0,a,16,17,31,153376,2230,265335,5133,0.2,5.5,1006,2,0,2,22,0,0,1,2,0,0,4,92,101.8,84.4,215.0,39.5,223,23,161,22,56,22,121,20,0.0,0.0,3.0,0.0,2.0,0.0,101,37,258,31,218,29,196,32,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,34.0,0.0,3.0,13.0,11.0,0.79,5.0,325.0,65.0,0.0,2.0,3.0,0.6,3.04,7.08,7.83,6.49,16.54,1.2,1.96,1.4,2.8,3.56,14.0
Dawson,CRY,4.15,LEI,3.59,3.87,4.3,1.4,459,100.0,50.0,60232,0,0,-2,2,0,2,1.4,0.7,2,Craig,False,0,2022-10-13T22:30:06.917946Z,48,60232.jpg,Dawson,0.2,False,0.0,a,19,21,13,11073,494,35987,405,0.3,2.7,270,0,1,1,2,0,0,0,0,0,0,0,52,34.0,11.7,15.0,6.1,332,126,335,122,318,109,352,126,0.0,0.0,0.0,0.0,0.0,0.0,254,38,243,84,47,9,359,130,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,1,0,90.0,8.0,3.0,3.0,3.0,0.5,2.0,180.0,90.0,3.0,0.0,2.0,1.0,2.03,17.33,11.33,3.9,5.0,3.5,2.75,16.0,14.1,5.85,7.5
Álvarez,FUL,3.64,BRE,4.08,3.86,2.2,1.2,319,100.0,0.0,461358,0,0,-5,5,1,4,2.2,2.2,2,Julián,False,0,0,60,461358.jpg,Álvarez,1.3,False,0.0,a,13,43,22,189324,24275,352154,9126,0.2,3.7,287,2,0,2,2,0,0,0,0,0,0,2,79,93.2,53.3,99.0,24.4,243,26,199,30,147,36,223,32,0.0,0.0,0.0,0.0,0.0,0.0,67,30,260,32,250,33,152,21,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,0,1,76.0,0.0,12.0,10.0,2.0,0.14,4.0,107.0,27.0,0.0,4.0,1.0,0.2,2.44,7.9,9.32,5.33,9.9,1.25,0.6,2.75,1.15,3.88,1.5
Watkins,MUN,3.74,BHA,3.99,3.86,3.2,2.6,40,100.0,100.0,178301,-1,1,-4,4,1,4,2.6,2.6,1,Ollie,False,0,2022-09-15T13:30:06.136070Z,71,178301.jpg,Watkins,1.8,False,0.0,a,2,7,41,355591,8914,580079,12874,0.4,5.8,1094,2,2,3,19,0,0,0,1,0,0,3,98,186.4,149.6,470.0,80.7,110,10,84,8,13,7,26,7,0.0,0.0,0.0,0.0,3.0,0.0,36,17,155,19,130,15,129,18,15,3,14,1,1.2,1.1,1.2,0.4,21.4,32.8,96.9,98.3,133.1,81.0,11.9,13.0,77.9,27.6,24.1,68.5,17.4,23.4,62.0,69.3,102.4,52.8,14.2,16.1,92.9,41.9,26.2,85.2,0,1,90.0,1.0,1.0,13.0,12.0,0.92,5.0,440.0,88.0,0.0,0.0,5.0,1.0,6.21,7.54,14.34,11.51,36.15,2.6,7.54,4.4,13.52,14.84,47.0
Carvalho,TOT,3.12,SOU,4.6,3.86,2.4,0.8,296,100.0,100.0,244858,0,0,-1,1,0,3,1.3,1.8,0,Fábio,False,0,2022-09-03T18:00:06.731821Z,54,244858.jpg,Freitas Gouveia Carvalho,0.4,False,0.0,a,12,14,24,95545,420,93389,4479,0.1,4.4,328,2,1,0,3,0,0,0,0,0,0,0,73,87.4,34.7,173.0,29.2,256,112,253,139,76,48,195,107,0.0,0.0,0.0,0.0,0.0,0.0,137,74,287,135,215,82,269,94,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,0,1,0.0,1.0,11.0,10.0,2.0,0.15,3.0,134.0,45.0,0.0,3.0,2.0,0.4,2.92,7.3,8.74,3.47,17.3,1.33,2.63,2.0,2.67,6.63,17.0
Shaw,AVL,3.79,FUL,3.92,3.86,3.1,5.2,332,100.0,100.0,106760,0,0,-3,3,0,2,5.2,5.2,6,Luke,False,0,2022-09-01T23:30:07.039569Z,47,106760.jpg,Shaw,1.4,False,0.0,a,14,1,25,125467,28790,97780,3644,1.1,5.3,629,0,1,3,10,0,0,0,2,0,0,2,138,126.6,163.5,47.0,33.8,192,75,73,10,224,55,155,35,3.0,0.0,0.0,0.0,0.0,0.0,292,48,24,5,133,45,150,53,19,2,2,0,0.8,1.4,1.0,2.0,23.9,32.0,100.8,89.5,129.9,80.1,19.9,14.2,90.0,29.2,22.9,91.7,31.0,39.1,125.7,114.0,151.8,100.8,21.8,13.4,92.9,30.2,11.2,99.2,1,0,90.0,1.0,7.0,8.0,6.0,0.46,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.22,17.25,15.82,20.44,5.88,5.2,4.58,23.2,19.16,20.94,5.6
Raya,NFO,3.56,MCI,4.12,3.84,4.3,5.0,81,100.0,0.0,154561,0,0,1,-1,0,1,5.5,5.0,3,David,False,0,0,46,154561.jpg,Raya Martin,8.3,False,0.0,a,4,94,56,752476,23541,452929,16337,1.1,12.2,1170,0,0,4,22,0,0,0,0,0,54,7,284,396.2,10.0,0.0,40.7,6,3,341,6,596,57,115,3,0.0,0.0,0.0,0.0,0.0,0.0,310,13,26,8,46,8,46,8,20,2,16,0,0.6,2.0,0.4,1.4,28.3,45.8,137.2,144.7,176.0,104.9,23.9,15.3,86.9,38.7,27.3,98.3,28.0,49.1,119.8,166.8,205.0,94.8,25.8,15.1,81.8,39.9,28.6,102.6,1,0,90.0,0.0,1.0,13.0,13.0,0.93,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.13,21.85,30.48,0.77,0.0,5.0,3.36,23.8,33.64,0.0,0.0
Rodri,FUL,3.87,BRE,3.79,3.83,3.1,3.2,315,100.0,100.0,220566,0,0,-3,3,0,3,4.2,4.2,3,Rodrigo,False,0,2022-10-02T21:00:07.266280Z,57,220566.jpg,Hernandez,1.6,False,0.0,a,13,43,34,145982,2050,303676,4857,0.6,6.0,942,0,3,5,8,0,0,0,1,0,0,0,181,218.2,162.1,123.0,50.4,78,32,74,57,121,76,84,57,0.0,0.0,0.0,0.0,0.0,0.0,91,47,103,40,137,54,139,49,10,2,9,1,1.6,1.6,1.8,1.4,25.4,39.2,124.5,103.3,164.3,91.7,14.1,15.4,84.7,34.6,34.8,76.0,26.4,38.5,130.9,99.7,154.4,97.8,12.8,16.0,91.4,37.0,32.0,75.0,0,1,90.0,0.0,3.0,11.0,11.0,0.79,4.0,360.0,90.0,0.0,1.0,4.0,0.8,4.58,16.45,19.84,14.74,11.18,3.25,5.18,18.75,25.05,17.55,9.25
Coleman,LEI,4.13,BOU,3.52,3.82,3.2,3.4,178,100.0,100.0,59949,0,0,0,0,0,2,3.4,3.4,6,Seamus,False,0,2022-07-15T12:00:04.659129Z,45,59949.jpg,Coleman,0.1,False,0.0,a,8,11,19,12607,1155,9313,499,0.8,4.2,473,0,0,2,5,0,0,0,0,0,0,0,95,68.2,20.7,18.0,10.7,281,107,300,101,308,104,321,112,0.0,0.0,0.0,0.0,0.0,0.0,323,62,83,28,120,40,388,144,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,1,0,63.0,1.0,7.0,6.0,6.0,0.46,5.0,383.0,77.0,0.0,0.0,5.0,1.0,1.78,15.83,11.37,3.45,3.0,3.4,1.18,16.0,8.48,0.96,2.4
Henderson,TOT,3.28,SOU,4.35,3.81,1.6,1.6,275,100.0,75.0,56979,0,0,-2,2,0,3,2.1,2.0,1,Jordan,False,0,2022-10-26T22:30:07.370083Z,53,56979.jpg,Henderson,0.5,False,0.0,a,12,14,18,41255,365,120914,1295,0.3,3.4,626,0,0,2,11,0,0,0,0,0,0,0,122,95.0,166.9,73.0,33.8,238,103,70,54,177,108,156,92,0.0,0.0,0.0,0.0,0.0,0.0,139,76,227,104,316,138,250,84,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,0,1,29.0,3.0,4.0,11.0,7.0,0.64,5.0,254.0,51.0,1.0,2.0,2.0,0.5,3.07,11.09,8.64,15.17,6.64,1.6,2.96,9.0,8.72,11.78,8.8
Gordon,LEI,4.51,BOU,3.1,3.8,3.2,2.6,195,100.0,100.0,232826,0,0,-1,1,0,3,2.6,2.6,3,Anthony,False,0,2022-10-09T21:00:06.601283Z,54,232826.jpg,Gordon,2.1,False,0.0,a,8,11,38,665076,5689,595658,14619,0.5,7.0,947,3,0,4,9,0,0,0,6,0,0,2,102,203.0,99.7,363.0,66.6,90,37,142,94,23,13,44,31,3.0,0.0,2.0,0.0,0.0,0.0,135,73,151,58,125,50,116,40,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,0,1,85.0,0.0,3.0,12.0,11.0,0.79,4.0,326.0,82.0,0.0,1.0,4.0,0.8,5.55,8.5,16.92,8.31,30.25,3.25,3.6,12.0,14.65,2.75,18.5
Wissa,NFO,4.73,MCI,2.88,3.8,2.5,1.6,89,100.0,0.0,216646,0,0,-1,1,0,3,2.1,1.6,2,Yoane,False,0,0,54,216646.jpg,Wissa,0.2,False,0.0,a,4,94,32,48337,1144,51855,1548,0.3,5.9,530,2,1,1,8,0,0,0,1,0,0,1,76,113.8,46.3,147.0,30.2,204,84,216,128,98,63,185,103,0.0,0.0,0.0,0.0,0.0,0.0,133,72,230,107,205,77,343,122,20,2,16,0,0.6,2.0,0.4,1.4,28.3,45.8,137.2,144.7,176.0,104.9,23.9,15.3,86.9,38.7,27.3,98.3,28.0,49.1,119.8,166.8,205.0,94.8,25.8,15.1,81.8,39.9,28.6,102.6,0,1,74.0,0.0,9.0,13.0,5.0,0.36,5.0,219.0,44.0,0.0,3.0,2.0,0.4,2.32,5.85,8.75,3.56,11.31,1.6,1.72,3.2,4.4,5.08,7.8
Downes,CRY,3.85,LEI,3.76,3.8,1.8,1.6,509,100.0,0.0,220585,0,0,-2,2,0,3,1.6,1.6,2,Flynn,False,0,0,43,220585.jpg,Downes,0.4,False,0.0,a,19,21,9,42004,4197,41807,4339,0.4,2.1,238,0,0,1,2,0,0,0,0,0,0,0,28,6.8,15.3,36.0,5.8,395,172,321,161,258,136,355,158,0.0,0.0,0.0,0.0,0.0,0.0,517,269,216,96,282,119,274,97,14,2,7,1,0.9,1.1,1.0,1.0,21.6,33.3,95.4,103.7,134.5,78.9,16.3,15.9,88.9,39.3,30.9,81.0,22.6,34.0,98.1,109.4,134.2,79.6,18.4,14.2,97.4,20.8,23.8,89.0,0,1,76.0,0.0,11.0,5.0,3.0,0.21,4.0,237.0,59.0,0.0,2.0,3.0,0.6,1.16,5.6,1.36,3.06,7.2,2.0,1.45,6.25,1.7,3.82,9.0
Furlong,WOL,3.39,AVL,4.21,3.8,0.0,0.0,652,100.0,0.0,440123,0,0,0,0,0,2,1.3,0.8,0,James,False,0,0,40,440123.jpg,Furlong,0.0,False,0.0,a,5,36,0,189,189,17,17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,195,483,189,435,170,502,193,0.0,0.0,0.0,0.0,0.0,0.0,595,194,448,170,510,194,635,232,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Struijk,BOU,4.51,TOT,3.07,3.79,3.3,2.2,235,100.0,100.0,222694,0,0,0,0,0,2,2.7,1.2,2,Pascal,False,0,2022-10-19T14:30:07.702924Z,45,222694.jpg,Struijk,0.9,False,0.0,a,11,2,36,160222,5839,94037,3871,0.5,8.0,984,1,1,2,17,0,0,0,2,0,0,4,190,243.4,119.0,130.0,49.4,62,16,125,26,113,13,89,12,0.0,0.0,0.0,0.0,0.0,0.0,364,86,174,65,112,36,189,70,12,2,3,1,0.9,2.0,1.2,1.8,25.2,40.2,116.3,128.4,156.8,94.9,25.4,19.6,100.0,51.2,44.1,111.3,21.6,39.1,103.2,121.2,166.2,87.0,26.8,24.8,129.4,58.4,59.0,124.0,1,0,90.0,1.0,2.0,11.0,11.0,0.85,4.0,354.0,88.0,1.0,0.0,4.0,1.0,4.49,17.27,22.13,10.82,11.82,2.75,5.18,14.5,25.1,10.48,16.0
Aribo,NEW,3.56,LIV,4.02,3.79,2.8,2.2,512,100.0,0.0,193204,0,0,-2,2,0,3,2.2,2.2,2,Joe,False,0,0,53,193204.jpg,Ayodele-Aribo,0.4,False,0.0,a,17,20,36,53687,407,78395,2277,0.4,6.8,907,2,0,1,16,0,0,0,1,0,0,3,133,199.0,129.7,334.0,66.4,95,41,106,77,28,17,46,32,0.0,0.0,0.0,0.0,0.0,0.0,151,85,177,69,170,64,275,98,7,3,15,1,1.7,0.7,2.4,0.4,18.3,30.1,92.3,88.6,119.8,69.2,12.1,13.9,87.7,29.5,21.6,73.4,14.6,24.5,64.0,83.3,99.0,54.8,11.6,13.8,82.9,30.0,25.0,77.2,0,1,90.0,0.0,4.0,13.0,10.0,0.71,5.0,376.0,75.0,0.0,0.0,5.0,1.0,5.11,10.23,15.31,9.98,25.69,2.2,4.96,10.4,13.2,13.0,23.4
Christie,LEE,4.66,EVE,2.92,3.79,2.2,2.8,69,100.0,0.0,158499,0,0,-2,2,0,3,2.3,1.8,0,Ryan,False,0,0,53,158499.jpg,Christie,0.1,False,0.0,a,3,91,26,5123,101,8347,362,0.5,4.9,704,1,0,1,16,0,0,0,1,0,0,2,86,113.4,101.3,197.0,41.2,205,85,139,93,62,38,113,72,0.0,0.0,3.0,0.0,0.0,0.0,149,83,132,51,248,99,479,187,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,0,1,0.0,0.0,6.0,12.0,8.0,0.57,4.0,295.0,74.0,0.0,1.0,4.0,0.8,3.43,7.17,9.45,8.44,16.42,3.5,7.18,13.0,17.2,17.3,37.25
Awoniyi,BRE,3.45,CRY,4.11,3.78,3.0,2.6,397,100.0,0.0,210156,0,0,-3,3,0,4,2.1,1.6,2,Taiwo,False,0,0,57,210156.jpg,Awoniyi,0.7,False,0.0,a,16,17,36,128984,13792,172495,3990,0.5,6.3,494,3,0,3,15,0,0,0,0,0,0,6,104,124.4,69.5,172.0,36.4,195,19,174,26,78,24,143,22,0.0,0.0,0.0,0.0,0.0,0.0,90,34,153,17,145,18,220,35,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,63.0,0.0,8.0,12.0,6.0,0.43,4.0,136.0,34.0,0.0,3.0,2.0,0.4,3.03,8.67,10.37,5.79,14.33,3.25,3.32,10.5,10.2,8.15,15.0
Mitoma,WOL,3.79,AVL,3.77,3.78,1.9,1.4,124,100.0,100.0,451340,0,0,-1,1,0,3,1.4,0.9,5,Kaoru,False,0,2022-10-15T09:30:07.136345Z,49,451340.jpg,Mitoma,0.0,False,0.0,a,5,36,15,6065,1315,7431,160,0.3,3.1,219,0,2,0,2,0,0,0,0,0,0,0,67,68.8,98.8,83.0,25.0,278,121,144,96,164,101,221,112,0.0,0.0,0.0,0.0,0.0,0.0,246,148,244,112,276,113,503,196,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,0,1,72.0,3.0,10.0,8.0,1.0,0.09,3.0,140.0,47.0,3.0,1.0,1.0,0.5,3.12,8.38,8.6,12.35,10.38,2.33,6.17,11.67,14.47,24.03,23.0
Isak,SOU,4.31,CHE,3.24,3.78,6.0,0.0,594,0.0,0.0,219168,0,0,-3,3,0,4,0.0,0.0,0,Alexander,False,Thigh injury - Expected back 26 Dec,2022-09-22T09:30:07.173534Z,67,219168.jpg,Isak,1.1,False,0.0,i,15,4,18,1011918,326,969472,8542,0.0,2.7,243,2,0,1,2,0,0,0,0,0,0,4,58,90.4,34.9,153.0,27.8,251,27,252,38,87,26,204,29,0.0,0.0,0.0,0.0,3.0,0.0,50,23,651,69,9,4,168,26,2,2,17,0,0.8,1.4,0.6,1.4,23.8,37.8,117.5,109.7,151.2,84.2,21.4,17.3,107.5,34.8,30.0,98.3,25.4,44.8,122.8,139.8,186.2,89.6,24.8,19.7,117.2,53.3,25.6,112.0,0,1,0.0,6.0,1.0,3.0,3.0,0.75,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.27,19.33,30.13,11.63,51.0,0.0,0.0,0.0,0.0,0.0,0.0
