web_name,opponent_15,predicted_points_15,opponent_16,predicted_points_16,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Eriksen,AVL,3.03,FUL,3.15,3.09,3.2,2.8,519,100.0,100.0,80607,0,0,-2,2,0,3,2.8,2.8,8,Christian,False,0,2022-10-16T22:30:07.600066Z,63,80607.jpg,Eriksen,2.8,False,0.0,a,14,1,35,278037,14484,494755,6992,0.4,5.6,863,0,3,4,15,0,0,0,1,0,0,2,144,158.2,224.7,143.0,52.5,154,64,42,33,102,65,78,53,1.0,0.0,1.0,0.0,0.0,0.0,59,28,137,54,127,52,99,35,19,2,2,0,0.8,1.4,1.0,2.0,23.9,32.0,100.8,89.5,129.9,80.1,19.9,14.2,90.0,29.2,22.9,91.7,31.0,39.1,125.7,114.0,151.8,100.8,21.8,13.4,92.9,30.2,11.2,99.2,0,1,78.0,1.0,3.0,11.0,10.0,0.77,4.0,242.0,60.0,1.0,1.0,3.0,0.75,4.77,13.09,14.38,20.43,13.0,3.5,3.7,14.75,12.35,19.3,5.25
Colwill,WOL,2.53,AVL,3.65,3.09,1.0,0.0,559,100.0,0.0,460028,0,0,-1,1,0,2,0.0,0.0,0,Levi,False,0,2022-10-17T12:00:07.514528Z,44,460028.jpg,Colwill,0.1,False,0.0,a,5,36,2,5145,200,7580,144,0.0,0.5,12,0,0,0,0,0,0,0,0,0,0,0,7,4.6,0.4,0.0,0.5,403,152,399,150,526,217,418,156,0.0,0.0,0.0,0.0,0.0,0.0,473,131,532,216,393,149,471,173,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,1,0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.5,7.0,4.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broja,ARS,3.37,NEW,2.79,3.08,1.8,2.6,150,100.0,100.0,440323,0,0,-2,2,0,4,2.6,3.1,1,Armando,False,0,2022-08-19T13:30:06.120257Z,53,440323.jpg,Broja,0.6,False,0.0,a,6,8,18,55736,4226,139051,4068,0.5,3.4,187,1,1,1,4,0,0,0,0,0,0,0,56,53.4,5.6,94.0,15.4,300,33,353,50,150,37,286,39,0.0,0.0,0.0,0.0,0.0,0.0,157,48,150,16,295,37,235,39,5,3,1,1,2.1,0.8,2.0,0.6,16.9,22.3,77.8,63.9,81.6,60.4,5.6,12.2,88.4,21.0,11.9,55.5,15.4,21.9,72.1,60.9,86.2,55.8,5.8,11.6,81.4,16.4,18.2,52.0,0,1,11.0,1.0,12.0,10.0,1.0,0.08,5.0,102.0,20.0,0.0,4.0,1.0,0.2,1.54,5.6,5.34,0.56,9.4,2.6,1.54,9.2,7.28,0.94,7.0
Zinchenko,CHE,2.56,WOL,3.6,3.08,4.4,0.0,313,100.0,50.0,206325,0,0,0,0,1,2,0.0,0.5,0,Oleksandr,False,0,2022-10-09T21:00:06.769698Z,50,206325.jpg,Zinchenko,7.6,False,0.0,a,1,3,22,1682992,1054,2868273,39641,0.0,4.4,393,0,1,2,5,0,0,0,0,0,0,3,107,75.4,58.5,38.0,17.1,272,103,194,49,253,70,274,90,0.0,0.0,0.0,0.0,0.0,0.0,199,26,627,232,44,8,50,16,16,4,6,0,1.2,1.1,1.4,1.0,19.1,28.0,93.5,78.7,108.3,67.9,12.1,13.6,83.2,31.9,20.9,66.8,19.2,34.7,88.9,104.9,154.4,63.8,16.2,15.6,96.0,46.8,13.2,84.4,1,0,0.0,7.0,2.0,5.0,5.0,0.71,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.42,21.4,15.08,11.7,7.6,0.0,0.0,0.0,0.0,0.0,0.0
Undav,WOL,2.83,AVL,3.33,3.08,1.0,0.6,123,100.0,0.0,450434,0,0,-4,4,0,4,0.6,0.1,0,Deniz,False,0,0,51,450434.jpg,Undav,0.3,False,0.0,a,5,36,6,22778,994,76400,1352,0.1,1.2,55,0,0,0,0,0,0,0,0,0,0,0,15,8.2,37.4,55.0,9.9,386,49,243,37,207,42,325,44,0.0,0.0,0.0,0.0,0.0,0.0,180,51,313,43,426,52,314,50,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,0,1,0.0,0.0,14.0,6.0,0.0,0.0,3.0,37.0,12.0,0.0,5.0,0.0,0.0,1.65,2.5,1.37,6.23,9.17,1.0,2.6,2.67,1.33,8.93,16.33
Kouyaté,BRE,2.87,CRY,3.3,3.08,2.2,2.0,583,100.0,0.0,55037,0,0,0,0,0,3,1.5,1.0,2,Cheikhou,False,0,0,45,55037.jpg,Kouyaté,0.2,False,0.0,a,16,17,22,44746,667,30167,1571,0.4,4.9,566,1,0,1,19,0,0,0,2,0,0,2,97,111.2,49.2,69.0,22.9,208,88,205,122,182,113,233,114,0.0,0.0,0.0,0.0,0.0,0.0,319,190,183,75,240,93,338,121,1,2,4,1,1.4,1.6,0.8,2.0,23.9,38.9,118.1,119.4,152.4,86.9,17.6,16.2,96.7,41.8,23.1,88.9,28.8,49.9,142.4,156.6,200.4,101.4,21.0,15.8,94.6,37.8,25.0,92.6,0,1,80.0,0.0,6.0,10.0,6.0,0.5,5.0,347.0,69.0,0.0,1.0,4.0,0.8,2.29,9.7,11.12,4.92,6.9,2.0,3.12,10.8,12.24,8.96,10.0
Salisu,NEW,3.02,LIV,3.12,3.07,1.7,2.6,420,100.0,0.0,450527,0,0,-1,1,0,2,2.6,2.6,1,Mohammed,False,0,0,44,450527.jpg,Salisu,0.2,False,0.0,a,17,20,20,16631,425,19248,650,0.6,4.5,1080,0,0,1,18,1,0,0,3,0,0,2,162,287.8,53.2,36.0,37.6,36,5,200,50,259,74,134,26,0.0,0.0,0.0,0.0,0.0,0.0,472,130,142,54,301,108,351,128,7,3,15,1,1.7,0.7,2.4,0.4,18.3,30.1,92.3,88.6,119.8,69.2,12.1,13.9,87.7,29.5,21.6,73.4,14.6,24.5,64.0,83.3,99.0,54.8,11.6,13.8,82.9,30.0,25.0,77.2,1,0,90.0,0.0,2.0,12.0,12.0,0.86,5.0,450.0,90.0,0.0,0.0,5.0,1.0,3.13,13.5,23.98,4.43,3.0,2.6,3.74,17.8,31.12,5.68,0.8
Van Hecke,WOL,2.67,AVL,3.46,3.06,1.0,0.0,544,100.0,100.0,469142,0,0,0,0,0,2,0.0,-0.5,0,Jan Paul,False,0,2022-10-17T12:00:07.501829Z,40,469142.jpg,van Hecke,0.3,False,0.0,a,5,36,1,25499,381,27066,856,0.0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,437,163,492,194,444,175,511,198,0.0,0.0,0.0,0.0,0.0,0.0,604,199,457,175,358,130,296,105,6,2,20,0,0.4,1.4,0.6,2.0,24.9,34.5,116.5,101.1,128.4,86.6,23.0,14.2,87.8,30.6,22.8,95.5,30.8,38.2,148.9,109.0,124.6,110.0,22.2,16.2,97.3,33.8,30.4,90.6,1,0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senesi,LEE,3.3,EVE,2.82,3.06,1.7,1.4,576,100.0,0.0,221466,0,0,0,0,1,2,0.9,0.4,1,Marcos,False,0,0,45,221466.jpg,Senesi,0.1,False,0.0,a,3,91,17,19327,687,11618,1031,0.3,3.8,761,0,0,1,21,0,0,0,0,0,0,3,128,178.6,30.0,12.0,22.1,118,39,268,84,327,116,236,73,0.0,0.0,0.0,0.0,0.0,0.0,361,84,242,83,303,110,402,149,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,1,0,90.0,0.0,5.0,10.0,8.0,0.62,5.0,436.0,87.0,0.0,0.0,5.0,1.0,2.21,12.8,17.86,3.0,1.2,1.4,2.8,13.6,22.92,2.88,2.0
Patterson,LEI,3.14,BOU,2.97,3.06,2.6,0.2,197,100.0,100.0,243571,0,0,0,0,0,2,0.2,0.2,1,Nathan,False,0,2022-09-22T22:30:06.508250Z,40,243571.jpg,Patterson,4.0,False,0.0,a,8,11,21,820822,13645,797978,7469,0.0,5.2,656,0,0,2,6,0,0,0,1,0,0,0,103,135.8,43.2,78.0,25.9,177,66,225,62,170,28,215,60,0.0,0.0,0.0,0.0,0.0,0.0,589,190,349,117,186,71,79,26,9,2,10,1,1.5,1.8,1.4,0.6,27.3,36.3,123.7,108.1,130.9,99.2,12.7,13.6,79.9,30.7,24.9,76.4,22.4,35.5,78.0,129.5,147.2,73.8,16.0,14.8,85.1,34.8,28.0,89.0,1,0,26.0,4.0,3.0,8.0,7.0,0.7,1.0,26.0,26.0,3.0,2.0,0.0,0.0,3.24,12.88,16.98,5.4,9.75,1.0,0.4,3.0,2.2,1.5,0.0
Francois,MCI,2.69,MUN,3.43,3.06,1.0,0.0,521,0.0,0.0,432931,0,0,-1,1,0,3,0.0,0.0,0,Tyrese,False,Season-long loan to HNK Gorica,2022-09-06T08:40:03.628918Z,44,432931.jpg,Francois,0.0,False,0.0,u,9,54,1,1528,0,3526,42,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,431,191,404,191,523,205,436,193,0.0,0.0,0.0,0.0,0.0,0.0,467,248,529,197,392,171,582,238,8,5,13,0,2.6,0.8,1.6,0.4,16.1,18.7,69.5,53.4,65.2,59.5,6.3,10.4,77.8,15.4,10.3,58.2,14.6,18.9,61.0,66.8,61.8,52.4,11.4,10.2,79.8,9.8,13.0,66.4,0,1,0.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,3.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zemura,LEE,3.36,EVE,2.77,3.06,2.5,0.6,76,100.0,100.0,447932,0,0,-1,1,0,2,0.1,-0.4,1,Jordan,False,0,2022-08-14T00:00:05.742682Z,44,447932.jpg,Zemura,0.2,False,0.0,a,3,91,25,31008,301,29909,1100,0.1,5.7,696,0,1,3,19,0,0,0,1,0,0,1,121,129.4,107.8,20.0,25.4,188,73,133,28,300,98,219,63,0.0,0.0,0.0,0.0,0.0,0.0,469,129,302,100,195,76,344,127,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,1,0,90.0,1.0,6.0,10.0,7.0,0.54,3.0,133.0,44.0,0.0,4.0,1.0,0.2,2.54,12.1,12.94,10.78,2.0,1.0,1.4,3.33,5.33,7.97,2.0
Caleta-Car,NEW,2.8,LIV,3.31,3.06,2.8,2.6,623,100.0,100.0,173271,0,0,0,0,0,2,2.6,2.6,2,Duje,False,0,2022-09-02T14:30:07.236054Z,45,173271.jpg,Caleta-Car,0.0,False,0.0,a,17,20,14,2052,145,1259,154,0.6,3.1,408,0,0,1,5,0,0,0,0,0,0,2,80,98.0,12.5,29.0,14.0,232,86,330,120,274,83,300,101,0.0,0.0,0.0,0.0,0.0,0.0,343,72,144,56,162,60,558,204,7,3,15,1,1.7,0.7,2.4,0.4,18.3,30.1,92.3,88.6,119.8,69.2,12.1,13.9,87.7,29.5,21.6,73.4,14.6,24.5,64.0,83.3,99.0,54.8,11.6,13.8,82.9,30.0,25.0,77.2,1,0,90.0,0.0,4.0,5.0,5.0,0.56,4.0,318.0,80.0,0.0,1.0,4.0,0.8,2.8,16.0,19.6,2.5,5.8,3.25,2.08,17.25,19.25,0.38,1.0
Hughes,WHU,2.62,NFO,3.48,3.05,1.0,0.4,163,100.0,100.0,108413,0,0,-2,2,0,3,0.4,0.4,1,Will,False,0,2022-10-14T14:30:07.128356Z,48,108413.jpg,Hughes,0.0,False,0.0,a,7,31,7,1079,19,2992,51,0.1,1.5,72,0,0,0,3,0,0,0,0,0,0,0,20,21.6,3.3,34.0,5.8,343,149,365,173,265,138,357,159,0.0,0.0,0.0,0.0,0.0,0.0,260,157,338,155,411,186,552,225,17,3,19,0,0.8,0.9,1.2,0.8,20.1,28.5,84.4,89.3,112.1,77.5,21.9,16.7,105.7,38.3,22.7,95.4,19.2,33.9,96.4,99.6,144.6,77.6,22.0,16.8,120.6,35.2,12.4,98.0,0,1,15.0,1.0,13.0,7.0,0.0,0.0,2.0,20.0,10.0,1.0,4.0,0.0,0.0,0.83,2.86,3.09,0.47,4.86,1.0,0.2,3.5,1.7,0.4,0.0
Stephens,LEE,2.69,EVE,3.41,3.05,0.8,0.2,404,100.0,100.0,88900,0,0,-2,2,0,2,-0.3,-0.8,1,Jack,False,0,2022-10-18T09:30:07.806355Z,43,88900.jpg,Stephens,0.0,False,0.0,a,3,91,3,1536,53,4189,133,0.0,0.7,48,0,0,0,3,0,0,0,0,0,0,0,16,14.4,2.5,0.0,1.7,368,140,372,137,479,198,392,142,0.0,0.0,0.0,0.0,0.0,0.0,491,134,356,123,443,159,513,188,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,1,0,1.0,0.0,14.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.42,4.0,3.6,0.62,0.0,1.0,0.0,3.0,0.2,0.0,0.0
Shelvey,SOU,3.38,CHE,2.71,3.04,1.0,0.4,349,100.0,100.0,50232,0,0,-2,2,0,3,0.4,0.4,1,Jonjo,False,0,2022-08-01T11:00:05.118437Z,48,50232.jpg,Shelvey,0.0,False,0.0,a,15,4,2,968,111,4070,85,0.1,0.4,8,0,0,0,0,0,0,0,0,0,0,0,6,0.8,0.2,0.0,0.1,432,192,416,199,604,253,439,196,5.0,0.0,3.0,0.0,0.0,0.0,250,150,337,154,409,184,572,234,2,2,17,0,0.8,1.4,0.6,1.4,23.8,37.8,117.5,109.7,151.2,84.2,21.4,17.3,107.5,34.8,30.0,98.3,25.4,44.8,122.8,139.8,186.2,89.6,24.8,19.7,117.2,53.3,25.6,112.0,0,1,7.0,10.0,4.0,2.0,0.0,0.0,2.0,8.0,4.0,1.0,4.0,0.0,0.0,0.05,3.0,0.4,0.1,0.0,1.0,0.05,3.0,0.4,0.1,0.0
Moore,LEE,2.81,EVE,3.28,3.04,2.6,3.4,62,100.0,0.0,128340,0,0,-1,1,1,4,2.9,2.4,13,Kieffer,False,0,0,54,128340.jpg,Moore,0.9,False,0.0,a,3,91,34,202406,35693,181254,3664,0.6,6.3,589,3,0,2,21,0,0,0,0,0,0,3,130,155.8,62.8,120.0,33.8,158,14,189,28,124,31,157,25,0.0,0.0,0.0,0.0,0.0,0.0,129,43,89,11,191,25,194,31,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,0,1,90.0,0.0,8.0,13.0,6.0,0.43,5.0,144.0,29.0,0.0,4.0,1.0,0.2,2.6,10.0,11.98,4.83,9.23,3.4,3.44,15.0,19.92,3.62,10.8
Sánchez,LIV,2.97,LEE,3.09,3.03,2.0,0.6,435,100.0,0.0,173904,0,0,-1,1,0,2,0.1,1.6,0,Davinson,False,0,0,44,173904.jpg,Sánchez,0.7,False,0.0,a,18,6,18,68485,359,95324,2518,0.1,4.1,494,0,0,2,7,0,0,0,1,0,0,1,98,111.0,22.8,41.0,17.4,209,79,293,97,239,62,271,88,0.0,0.0,0.0,0.0,0.0,0.0,442,114,300,98,264,102,226,85,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,1,0,56.0,0.0,8.0,9.0,6.0,0.43,4.0,147.0,37.0,0.0,3.0,2.0,0.4,1.93,10.89,12.33,2.53,4.56,0.75,1.25,7.0,6.65,4.92,1.0
Andersen,WHU,2.91,NFO,3.15,3.03,3.2,3.2,165,100.0,100.0,174874,0,0,0,0,0,2,3.2,3.2,6,Joachim,False,0,2022-10-01T18:30:06.770218Z,45,174874.jpg,Andersen,3.1,False,0.0,a,7,31,35,313467,4519,254890,6563,0.7,7.8,990,1,0,3,14,0,0,0,2,0,0,1,194,303.6,51.1,116.0,47.3,28,3,203,51,128,18,95,15,0.0,0.0,0.0,0.0,0.0,0.0,344,73,97,34,121,41,96,33,17,3,19,0,0.8,0.9,1.2,0.8,20.1,28.5,84.4,89.3,112.1,77.5,21.9,16.7,105.7,38.3,22.7,95.4,19.2,33.9,96.4,99.6,144.6,77.6,22.0,16.8,120.6,35.2,12.4,98.0,1,0,90.0,1.0,2.0,11.0,11.0,0.85,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.3,17.64,27.6,4.65,10.55,3.2,3.34,15.2,15.72,0.6,16.8
Forster,LIV,3.43,LEE,2.61,3.02,0.0,0.0,426,100.0,0.0,40383,0,0,-1,1,0,1,-0.5,1.0,0,Fraser,False,0,0,39,40383.jpg,Forster,4.1,False,0.0,a,18,6,0,95579,2304,237478,6569,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,32,429,15,378,6,450,32,0.0,0.0,0.0,0.0,0.0,0.0,623,59,391,29,457,31,77,16,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,1,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olsen,MUN,4.14,BHA,1.91,3.02,-1.0,-0.2,35,100.0,100.0,111782,0,0,0,0,0,1,-0.2,-0.2,-1,Robin,False,0,2022-09-15T13:30:06.128274Z,40,111782.jpg,Olsen,1.5,False,0.0,a,2,7,-1,36823,968,81183,2029,0.0,-0.2,55,0,0,0,4,0,0,0,0,0,2,0,9,16.2,0.0,0.0,1.6,361,25,462,32,412,23,394,25,0.0,0.0,0.0,0.0,0.0,0.0,571,39,656,70,656,70,145,25,15,3,14,1,1.2,1.1,1.2,0.4,21.4,32.8,96.9,98.3,133.1,81.0,11.9,13.0,77.9,27.6,24.1,68.5,17.4,23.4,62.0,69.3,102.4,52.8,14.2,16.1,92.9,41.9,26.2,85.2,1,0,55.0,1.0,12.0,1.0,1.0,0.08,1.0,55.0,55.0,0.0,4.0,1.0,0.2,1.6,9.0,16.2,0.0,0.0,-1.0,1.6,9.0,16.2,0.0,0.0
Austin,LIV,3.43,LEE,2.61,3.02,0.0,0.0,451,100.0,0.0,214572,-1,1,-1,1,0,1,-0.5,1.0,0,Brandon,False,0,0,39,214572.jpg,Austin,0.3,False,0.0,a,18,6,0,7878,525,15410,395,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,460,37,442,20,392,11,463,37,0.0,0.0,0.0,0.0,0.0,0.0,638,64,406,34,470,36,305,41,3,4,12,1,1.6,1.1,1.0,1.2,21.3,29.2,107.7,72.9,111.9,77.6,9.9,13.0,102.2,18.0,9.4,69.1,23.6,40.0,130.2,98.7,170.8,87.6,16.0,15.0,111.5,23.1,14.4,90.0,1,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.Williams,TOT,2.62,SOU,3.4,3.01,0.0,0.0,498,0.0,0.0,219937,0,0,0,0,0,2,0.0,0.0,0,Rhys,False,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,219937.jpg,Williams,0.0,False,0.0,u,12,14,0,0,0,672,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,190,474,184,425,164,493,188,0.0,0.0,0.0,0.0,0.0,0.0,584,187,438,164,501,189,620,228,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davies,TOT,2.62,SOU,3.4,3.01,0.0,0.0,499,0.0,0.0,152898,0,0,0,0,0,2,0.0,0.0,0,Ben,False,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,152898.jpg,Davies,0.0,False,0.0,u,12,14,0,0,0,523,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,184,464,178,414,157,483,182,0.0,0.0,0.0,0.0,0.0,0.0,573,180,427,157,490,182,627,231,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van den Berg,TOT,2.62,SOU,3.4,3.01,0.0,0.0,500,0.0,0.0,444765,0,0,0,0,0,2,0.0,0.0,0,Sepp,False,Season-long loan to Schalke 04,2022-08-31T07:21:56.075322Z,40,444765.jpg,van den Berg,0.2,False,0.0,u,12,14,0,10688,0,27266,261,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500,196,484,190,436,171,503,194,0.0,0.0,0.0,0.0,0.0,0.0,596,195,449,171,511,195,366,133,11,4,18,0,1.9,1.1,1.4,1.2,20.4,34.9,99.4,124.7,125.0,84.3,10.6,18.1,110.8,43.0,27.5,78.3,24.0,38.1,116.7,128.9,134.8,95.2,13.8,17.9,109.7,40.1,29.2,85.6,1,0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travers,LEE,3.15,EVE,2.87,3.01,1.8,0.6,72,100.0,0.0,229600,0,0,-2,2,0,1,0.1,-0.4,2,Mark,False,0,0,43,229600.jpg,Travers,0.4,False,0.0,a,3,91,11,28912,1658,42529,897,0.1,2.6,495,0,0,1,20,0,0,0,0,0,18,0,94,140.8,0.0,0.0,14.2,171,22,526,54,497,45,296,22,0.0,0.0,0.0,0.0,0.0,0.0,521,29,297,21,283,24,281,40,18,2,11,0,1.1,1.4,1.0,1.8,23.9,33.1,114.7,94.1,122.7,86.9,14.4,13.4,83.1,29.3,21.6,70.4,32.0,41.0,143.7,114.2,152.6,109.4,20.4,15.7,101.2,32.6,22.4,91.4,1,0,90.0,0.0,9.0,6.0,5.0,0.36,2.0,135.0,68.0,0.0,4.0,1.0,0.2,2.37,15.67,23.47,0.0,0.0,1.5,1.9,10.0,18.7,0.0,0.0
Praet,EVE,3.13,WHU,2.9,3.01,1.7,1.6,549,100.0,100.0,106837,0,0,-2,2,0,3,1.6,0.6,0,Dennis,False,0,2022-10-13T14:00:07.147593Z,48,106837.jpg,Praet,0.0,False,0.0,a,10,13,10,1191,26,2180,74,0.3,2.1,196,0,1,1,2,0,0,0,1,0,0,0,28,19.4,9.6,6.0,3.5,352,156,344,164,345,167,373,169,0.0,0.0,0.0,0.0,0.0,0.0,259,156,221,99,305,131,571,233,13,2,8,0,0.8,0.9,0.8,1.0,21.6,37.8,97.9,124.2,157.0,73.8,17.7,18.2,87.2,52.9,41.4,85.8,24.4,40.9,102.6,144.9,163.4,81.2,23.8,18.2,79.6,53.3,48.6,104.4,0,1,0.0,2.0,9.0,6.0,2.0,0.18,3.0,105.0,35.0,1.0,3.0,1.0,0.25,0.58,4.67,3.23,1.6,1.0,2.67,0.87,8.0,3.93,2.63,2.0
