web_name,opponent_7,predicted_points_7,opponent_8,predicted_points_8,opponent_9,predicted_points_9,opponent_10,predicted_points_10,predicted_points_mean,points_per_game,form,id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,in_dreamteam,news,news_added,now_cost,photo,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,last_opponent,fixture_difficulty,opponent,is_home,opp_GS_pg,opp_GA_pg,opp_GS_last5_pg,opp_GA_last5_pg,opp_total_points_conceded_pg_atk,opp_ict_index_conceded_pg_atk,opp_influence_conceded_pg_atk,opp_creativity_conceded_pg_atk,opp_threat_conceded_pg_atk,opp_bps_conceded_pg_atk,opp_total_points_conceded_pg_def,opp_ict_index_conceded_pg_def,opp_influence_conceded_pg_def,opp_creativity_conceded_pg_def,opp_threat_conceded_pg_def,opp_bps_conceded_pg_def,opp_total_points_conceded_pg_atk_last5,opp_ict_index_conceded_pg_atk_last5,opp_influence_conceded_pg_atk_last5,opp_creativity_conceded_pg_atk_last5,opp_threat_conceded_pg_atk_last5,opp_bps_conceded_pg_atk_last5,opp_total_points_conceded_pg_def_last5,opp_ict_index_conceded_pg_def_last5,opp_influence_conceded_pg_def_last5,opp_creativity_conceded_pg_def_last5,opp_threat_conceded_pg_def_last5,opp_bps_conceded_pg_def_last5,defender,attacker,minutes_last_game,games_injured,games_dropped,games_played,games_started,nail,games_played_last5,minutes_last5,minutes_pg_last5,games_injured_last5,games_dropped_last5,games_started_last5,nail_last5,ict_index_pg,bps_pg,influence_pg,creativity_pg,threat_pg,points_pg_last5,ict_index_pg_last5,bps_pg_last5,influence_pg_last5,creativity_pg_last5,threat_pg_last5
Calvert-Lewin,0,0.0,WHU,2.49,SOU,2.41,MUN,3.58,2.12,0.0,0.0,191,50.0,0.0,177815,0,0,-1,1,0,4,-0.2,0.0,0,Dominic,False,Knee injury - 50% chance of playing,2022-08-03T16:30:05.539021Z,79,177815.jpg,Calvert-Lewin,0.2,False,0.0,d,8,11,0,1569,195,33767,954,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,623,68,623,68,623,68,623,68,0.0,0.0,0.0,0.0,1.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amartey,0,0.0,TOT,2.82,NFO,2.5,BOU,3.17,2.12,1.0,0.8,257,100.0,75.0,155569,0,0,-1,1,0,2,0.8,0.6,1,Daniel,False,0,2022-09-02T22:00:06.459842Z,44,155569.jpg,Amartey,0.2,False,0.0,a,10,13,5,8157,213,19015,2543,0.2,1.1,350,0,0,0,10,0,0,0,0,0,0,0,63,69.0,44.8,7.0,12.1,177,71,143,36,271,85,218,70,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18.0,0.0,2.0,5.0,4.0,0.67,4.0,260.0,65.0,0.0,2.0,3.0,0.6,2.42,12.6,13.8,8.96,1.4,1.0,2.4,11.75,14.55,7.87,1.5
Koulibaly,0,0.0,LIV,3.16,CRY,2.95,WOL,2.37,2.12,2.8,1.6,520,100.0,100.0,86129,0,0,0,0,0,2,2.1,2.1,2,Kalidou,False,0,2022-08-22T07:00:05.916103Z,55,86129.jpg,Koulibaly,7.8,False,0.0,a,6,8,14,485669,22344,856941,58307,0.3,2.5,427,1,0,1,8,0,0,0,0,1,0,0,84,119.8,12.5,78.0,21.0,68,22,258,82,87,8,107,23,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,1.0,5.0,5.0,0.83,4.0,353.0,88.0,0.0,1.0,4.0,0.8,4.2,16.8,23.96,2.5,15.6,2.0,4.28,15.0,25.35,2.35,15.25
Gomes,0,0.0,WOL,2.57,MUN,3.66,SOU,2.24,2.12,0.0,0.0,599,0.0,0.0,219291,0,0,0,0,0,3,0.0,1.0,0,Claudio,False,Transferred to Palermo,2022-09-06T08:40:49.844334Z,45,219291.jpg,Gomes,0.0,False,0.0,u,13,43,0,980,226,691,386,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,533,213,523,215,503,203,537,214,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damsgaard,0,0.0,ARS,2.8,BOU,2.79,NEW,2.86,2.11,0.7,0.4,580,100.0,0.0,440089,-1,1,-2,2,0,3,0.4,0.4,0,Mikkel,False,0,0,53,440089.jpg,Damsgaard,0.1,False,0.0,a,4,94,2,18748,597,15497,1795,0.1,0.4,41,0,0,0,0,0,0,0,1,0,0,0,17,6.8,26.9,4.0,3.8,337,150,196,115,296,148,307,140,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,5.67,2.27,8.97,1.33,0.0,0.0,0.0,0.0,0.0,0.0
Dele,0,0.0,WHU,2.51,SOU,2.11,MUN,3.83,2.11,1.0,0.2,181,0.0,0.0,108823,0,0,-2,2,0,3,0.0,0.0,0,Dele,False,Season-long loan to Besiktas,2022-08-26T07:27:01.424683Z,53,108823.jpg,Alli,0.1,False,0.0,u,8,11,2,7054,0,50568,1694,0.0,0.4,38,0,0,0,1,0,0,0,0,0,0,0,5,0.6,2.2,6.0,0.9,382,177,317,158,281,143,358,160,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,3.0,3.0,2.0,0.0,0.0,1.0,9.0,9.0,3.0,2.0,0.0,0.0,0.45,2.5,0.3,1.1,3.0,1.0,0.3,3.0,0.2,0.3,2.0
Martial,0,0.0,LEE,3.27,MCI,2.25,EVE,2.92,2.11,4.0,0.8,345,0.0,0.0,148225,0,0,-1,1,0,4,0.0,0.0,0,Anthony,False,Achilles injury - Unknown return date,2022-08-26T14:30:06.207517Z,69,148225.jpg,Martial,0.5,False,0.0,i,14,1,4,46338,383,198460,9027,0.1,0.6,45,0,1,0,1,0,0,0,0,0,0,0,19,24.4,24.0,6.0,5.4,272,30,212,33,282,48,298,42,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,5.0,1.0,1.0,0.0,0.0,1.0,45.0,45.0,4.0,1.0,0.0,0.0,5.4,19.0,24.4,24.0,6.0,4.0,5.4,19.0,24.4,24.0,6.0
Fábio Vieira,0,0.0,BRE,3.14,TOT,2.96,LIV,2.33,2.11,1.0,0.2,25,100.0,100.0,438098,0,0,-3,3,0,3,0.7,0.7,1,Fábio,False,0,2022-08-04T15:00:05.309562Z,57,438098.jpg,Ferreira Vieira,0.1,False,0.0,a,1,3,1,2396,753,12167,756,0.0,0.2,16,0,0,0,1,0,0,0,0,0,0,0,4,4.8,1.2,10.0,1.6,351,157,336,166,257,135,346,156,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,16.0,2.0,4.0,1.0,0.0,0.0,1.0,16.0,16.0,1.0,4.0,0.0,0.0,1.6,4.0,4.8,1.2,10.0,1.0,1.6,4.0,4.8,1.2,10.0
Warrington,0,0.0,WHU,2.52,SOU,2.21,MUN,3.66,2.1,0.0,0.0,561,0.0,0.0,461453,0,0,-1,1,0,3,0.0,0.0,0,Lewis,False,Season-long loan to Fleetwood Town,2022-09-02T11:12:09.144589Z,44,461453.jpg,Warrington,0.1,False,0.0,u,8,11,0,18771,0,13885,2949,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,198,493,200,466,187,509,199,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anderson,0,0.0,BOU,3.26,FUL,2.26,BRE,2.88,2.1,1.0,0.6,552,100.0,0.0,215379,0,0,0,0,0,3,0.6,0.6,1,Elliot,False,0,0,45,215379.jpg,Anderson,0.2,False,0.0,a,15,4,3,14521,1857,15162,2093,0.1,0.7,32,0,0,0,1,0,0,0,0,0,0,0,9,14.6,15.9,38.0,6.8,308,137,240,131,167,90,276,124,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,20.0,0.0,5.0,3.0,0.0,0.0,3.0,32.0,11.0,0.0,5.0,0.0,0.0,2.27,3.0,4.87,5.3,12.67,1.0,2.27,3.0,4.87,5.3,12.67
Gbamin,0,0.0,WHU,2.52,SOU,2.21,MUN,3.66,2.1,0.0,0.0,187,0.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,False,Season-long loan to Trabzonspor,2022-08-27T07:45:42.248796Z,45,160987.jpg,Gbamin,0.0,False,0.0,u,8,11,0,1426,0,4235,283,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,208,514,210,493,198,528,209,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Gomes,0,0.0,WHU,2.52,SOU,2.21,MUN,3.66,2.1,0.0,0.0,184,0.0,0.0,120250,0,0,0,0,0,3,0.0,0.0,0,André,False,Season-long loan to Lille,2022-09-02T11:09:03.863819Z,45,120250.jpg,Tavares Gomes,0.1,False,0.0,u,8,11,0,1409,0,13530,1193,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,207,513,209,491,197,527,208,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baptiste,0,0.0,ARS,2.76,BOU,2.91,NEW,2.75,2.1,1.7,1.8,94,100.0,0.0,432160,0,0,0,0,0,3,1.8,1.8,4,Shandon,False,0,0,45,432160.jpg,Baptiste,0.3,False,0.0,a,4,94,10,23428,4445,22635,2904,0.4,2.2,196,0,1,0,3,0,0,0,0,0,0,0,45,23.4,19.2,20.0,6.3,278,122,226,125,224,119,287,130,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,58.0,0.0,4.0,6.0,2.0,0.33,5.0,179.0,36.0,0.0,3.0,2.0,0.4,1.05,7.5,3.9,3.2,3.33,1.8,1.16,8.0,3.84,3.78,4.0
Ndidi,0,0.0,TOT,4.09,NFO,2.19,BOU,2.12,2.1,1.8,1.8,265,100.0,0.0,203341,0,0,-1,1,0,3,1.8,1.8,2,Wilfred,False,0,0,49,203341.jpg,Ndidi,0.3,False,0.0,a,10,13,11,18161,1252,29937,3127,0.4,2.2,451,0,0,0,14,0,0,0,0,0,0,0,90,90.6,12.2,4.0,10.7,114,46,262,138,294,146,238,114,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,90.0,0.0,1.0,6.0,5.0,0.83,5.0,361.0,72.0,0.0,1.0,4.0,0.8,1.78,15.0,15.1,2.03,0.67,1.8,1.84,15.6,16.16,1.42,0.8
Tete,0,0.0,NFO,1.42,NEW,3.47,WHU,3.5,2.1,2.7,2.6,215,100.0,0.0,167074,0,0,0,0,0,2,2.1,2.1,3,Kenny,False,0,0,45,167074.jpg,Tete,0.4,False,0.0,a,9,54,16,35735,3243,27683,2440,0.6,3.6,514,0,2,1,8,0,0,0,3,0,0,0,83,146.4,44.4,4.0,19.5,32,6,146,38,291,98,122,28,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,424.0,85.0,0.0,0.0,5.0,1.0,3.25,13.83,24.4,7.4,0.67,2.6,2.82,11.2,21.48,5.88,0.8
Iqbal,0,0.0,LEE,2.5,MCI,3.12,EVE,2.79,2.1,0.0,0.0,551,100.0,0.0,461548,-1,1,-2,2,0,3,0.0,-0.5,0,Zidane,False,0,0,43,461548.jpg,Iqbal,0.2,False,0.0,a,14,1,0,11776,6664,15113,2043,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,469,178,454,179,412,159,472,179,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amad,0,0.0,LEE,2.5,MCI,3.12,EVE,2.79,2.1,0.0,0.0,550,0.0,0.0,493250,0,0,-1,1,0,3,0.0,0.0,0,Amad,False,Joined Sunderland on loan - Expected back 01 Jul,2022-09-01T11:30:07.165113Z,44,493250.jpg,Diallo,0.1,False,0.0,n,14,1,0,5134,59,12860,1527,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,204,501,206,474,193,517,205,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pellistri,0,0.0,LEE,2.5,MCI,3.12,EVE,2.79,2.1,0.0,0.0,347,0.0,0.0,488404,0,0,-1,1,0,3,0.0,0.0,0,Facundo,False,Ankle injury - Expected back 02 Oct,2022-08-01T17:30:04.900946Z,44,488404.jpg,Pellistri Rebollo,0.0,False,0.0,i,14,1,0,1080,63,4031,291,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,202,499,204,472,191,515,203,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billing,0,0.0,NEW,2.85,BRE,3.1,LEI,2.46,2.1,2.7,2.8,70,100.0,0.0,168991,0,0,-2,2,0,3,2.3,2.8,7,Philip,False,0,0,53,168991.jpg,Billing,0.1,False,0.0,a,3,91,16,3868,1835,10483,716,0.5,3.0,390,1,0,2,10,0,0,0,1,0,0,0,58,86.6,47.2,19.0,15.3,126,51,132,88,228,122,167,90,0.0,0.0,2.0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,89.0,0.0,2.0,6.0,4.0,0.67,5.0,300.0,60.0,0.0,2.0,3.0,0.6,2.55,9.67,14.43,7.87,3.17,2.8,2.52,9.6,12.88,9.24,3.0
Townsend,0,0.0,WHU,2.52,SOU,2.21,MUN,3.66,2.1,0.0,0.0,179,0.0,0.0,60252,0,0,0,0,0,3,0.0,0.0,0,Andros,False,Knee injury - Expected back 01 Oct,2022-07-05T15:30:04.167286Z,55,60252.jpg,Townsend,0.0,False,0.0,i,8,11,0,354,34,560,85,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,613,267,613,267,611,266,615,267,0.0,0.0,3.0,0.0,2.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tosin,0,0.0,NFO,1.5,NEW,3.52,WHU,3.39,2.1,2.0,2.2,209,100.0,0.0,109646,0,0,0,0,0,2,1.7,1.7,1,Tosin,False,0,0,45,109646.jpg,Adarabioyo,0.1,False,0.0,a,9,54,12,3644,472,5009,568,0.5,2.7,540,0,0,1,9,0,0,0,0,0,0,0,83,107.2,17.3,0.0,12.5,82,30,233,70,489,197,212,69,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,2.08,13.83,17.87,2.88,0.0,2.2,2.12,14.4,17.76,3.38,0.0
Biancone,0,0.0,FUL,2.71,LEI,2.99,AVL,2.67,2.09,1.0,0.2,399,100.0,0.0,437753,-1,1,-2,2,0,2,-0.3,0.2,0,Giulian,False,0,0,43,437753.jpg,Biancone,0.1,False,0.0,a,16,17,1,918,54,4332,305,0.0,0.2,11,0,0,0,1,0,0,0,0,0,0,0,6,3.8,0.0,0.0,0.4,360,133,453,189,411,171,371,135,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,11.0,11.0,0.0,5.0,0.0,0.0,0.4,6.0,3.8,0.0,0.0,1.0,0.4,6.0,3.8,0.0,0.0
Francois,0,0.0,NFO,2.72,NEW,3.21,WHU,2.43,2.09,1.0,0.2,521,0.0,0.0,432931,0,0,-1,1,0,3,0.0,-0.3,0,Tyrese,False,Season-long loan to HNK Gorica,2022-09-06T08:40:03.628918Z,44,432931.jpg,Francois,0.0,False,0.0,u,9,54,1,1528,156,2417,399,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.3,0.0,0.1,377,172,351,171,460,182,386,176,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.1,3.0,1.0,0.3,0.0,1.0,0.1,3.0,1.0,0.3,0.0
Casemiro,0,0.0,LEE,2.43,MCI,2.91,EVE,2.96,2.08,1.0,1.0,593,100.0,0.0,61256,0,0,0,0,0,3,1.0,0.5,1,Carlos Henrique,False,0,0,50,61256.jpg,Casimiro,1.7,False,0.0,a,14,1,3,213846,18770,99476,41483,0.2,0.6,51,0,0,0,0,0,0,0,0,0,0,0,18,31.8,1.3,0.0,3.3,255,109,334,165,581,248,316,145,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,10.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.0,10.6,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digne,0,0.0,SOU,2.28,LEE,3.7,NFO,2.36,2.08,0.8,0.8,33,100.0,0.0,101188,0,0,-3,3,0,2,0.8,-0.2,1,Lucas,False,0,0,47,101188.jpg,Digne,1.9,False,0.0,a,2,7,5,66604,8198,273856,12655,0.2,1.1,540,0,0,0,10,1,0,0,2,0,0,0,55,90.2,118.6,38.0,24.7,115,42,44,9,168,39,79,15,6.0,0.0,4.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,0.0,6.0,6.0,1.0,5.0,450.0,90.0,0.0,0.0,5.0,1.0,4.12,9.17,15.03,19.77,6.33,0.8,4.06,8.8,15.4,19.24,6.0
Aït-Nouri,0,0.0,MCI,2.98,WHU,3.15,CHE,2.18,2.08,2.6,2.8,487,100.0,0.0,448514,0,0,-1,1,0,2,1.8,2.8,6,Rayan,False,0,0,44,448514.jpg,Aït-Nouri,1.2,False,0.0,a,20,39,13,50876,2819,117596,7883,0.6,3.0,370,0,0,2,3,1,0,0,1,0,0,0,63,60.6,73.6,60.0,19.4,197,81,83,16,117,19,124,29,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,90.0,0.0,2.0,5.0,4.0,0.67,4.0,280.0,70.0,0.0,2.0,3.0,0.6,3.88,12.6,12.12,14.72,12.0,3.5,3.27,13.0,10.9,8.95,13.0
Soumaré,0,0.0,TOT,3.84,NFO,2.23,BOU,2.27,2.08,1.7,1.0,269,100.0,0.0,225902,0,0,-1,1,0,3,1.0,1.0,2,Boubakary,False,0,0,44,225902.jpg,Soumaré,0.7,False,0.0,a,10,13,5,51234,7054,39882,6829,0.2,1.1,215,0,0,0,6,0,0,0,0,0,0,0,33,29.2,6.9,0.0,3.6,263,112,279,144,451,175,310,142,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,71.0,0.0,3.0,3.0,3.0,0.5,3.0,215.0,72.0,0.0,2.0,3.0,0.6,1.2,11.0,9.73,2.3,0.0,1.67,1.2,11.0,9.73,2.3,0.0
